idx,threshold,set,source,label_true,label_pred,cost_usd,tokens,genre
103,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
104,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
105,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
106,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
107,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
108,0.9,matched,encoder,entailment,neutral,0.0,0,telephone
109,0.9,matched,encoder,entailment,neutral,0.0,0,government
110,0.9,matched,encoder,entailment,entailment,0.0,0,travel
111,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
112,0.9,matched,encoder,entailment,entailment,0.0,0,travel
113,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
114,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
115,0.9,matched,encoder,neutral,neutral,0.0,0,travel
116,0.9,matched,encoder,entailment,entailment,0.0,0,slate
117,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
118,0.9,matched,encoder,entailment,entailment,0.0,0,government
119,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
120,0.9,matched,encoder,neutral,neutral,0.0,0,travel
121,0.9,matched,encoder,neutral,neutral,0.0,0,travel
122,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
123,0.9,matched,encoder,neutral,neutral,0.0,0,government
124,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
125,0.9,matched,encoder,neutral,neutral,0.0,0,travel
126,0.9,matched,encoder,neutral,neutral,0.0,0,slate
127,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
128,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
129,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
130,0.9,matched,encoder,neutral,neutral,0.0,0,slate
131,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
132,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
133,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
134,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
135,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
136,0.9,matched,encoder,entailment,neutral,0.0,0,government
137,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
138,0.9,matched,encoder,neutral,neutral,0.0,0,travel
139,0.9,matched,encoder,neutral,neutral,0.0,0,government
140,0.9,matched,encoder,neutral,neutral,0.0,0,government
141,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
142,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
143,0.9,matched,encoder,entailment,entailment,0.0,0,government
144,0.9,matched,api,neutral,unknown,0.00049,136,telephone
145,0.9,matched,encoder,entailment,entailment,0.0,0,government
146,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
147,0.9,matched,encoder,neutral,entailment,0.0,0,telephone
148,0.9,matched,encoder,neutral,neutral,0.0,0,slate
149,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
150,0.9,matched,encoder,neutral,neutral,0.0,0,slate
151,0.9,matched,encoder,entailment,entailment,0.0,0,travel
152,0.9,matched,encoder,entailment,entailment,0.0,0,slate
153,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
154,0.9,matched,encoder,entailment,neutral,0.0,0,slate
155,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
156,0.9,matched,encoder,neutral,contradiction,0.0,0,government
157,0.9,matched,encoder,entailment,entailment,0.0,0,travel
158,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
159,0.9,matched,encoder,entailment,entailment,0.0,0,travel
160,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
161,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
162,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
163,0.9,matched,encoder,neutral,neutral,0.0,0,slate
164,0.9,matched,encoder,entailment,entailment,0.0,0,government
165,0.9,matched,encoder,entailment,entailment,0.0,0,government
166,0.9,matched,encoder,entailment,entailment,0.0,0,government
167,0.9,matched,encoder,neutral,neutral,0.0,0,slate
168,0.9,matched,encoder,entailment,entailment,0.0,0,travel
169,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
170,0.9,matched,encoder,entailment,entailment,0.0,0,travel
171,0.9,matched,encoder,neutral,neutral,0.0,0,government
172,0.9,matched,encoder,neutral,contradiction,0.0,0,government
173,0.9,matched,encoder,neutral,neutral,0.0,0,travel
174,0.9,matched,encoder,neutral,neutral,0.0,0,government
175,0.9,matched,encoder,neutral,neutral,0.0,0,government
176,0.9,matched,encoder,neutral,neutral,0.0,0,government
177,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
178,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
179,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
180,0.9,matched,encoder,neutral,contradiction,0.0,0,travel
181,0.9,matched,encoder,entailment,neutral,0.0,0,travel
182,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
183,0.9,matched,encoder,entailment,contradiction,0.0,0,fiction
184,0.9,matched,encoder,neutral,entailment,0.0,0,telephone
185,0.9,matched,encoder,neutral,neutral,0.0,0,government
186,0.9,matched,encoder,contradiction,neutral,0.0,0,slate
187,0.9,matched,encoder,neutral,neutral,0.0,0,slate
188,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
189,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
190,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
191,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
192,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
193,0.9,matched,encoder,entailment,entailment,0.0,0,slate
194,0.9,matched,encoder,entailment,entailment,0.0,0,travel
195,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
196,0.9,matched,encoder,entailment,entailment,0.0,0,travel
197,0.9,matched,encoder,neutral,neutral,0.0,0,government
198,0.9,matched,encoder,entailment,neutral,0.0,0,government
199,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
200,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
201,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
202,0.9,matched,encoder,entailment,entailment,0.0,0,government
203,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
204,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
205,0.9,matched,encoder,entailment,entailment,0.0,0,government
206,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
207,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
208,0.9,matched,encoder,neutral,neutral,0.0,0,travel
209,0.9,matched,encoder,neutral,neutral,0.0,0,government
210,0.9,matched,encoder,entailment,entailment,0.0,0,travel
211,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
212,0.9,matched,encoder,entailment,neutral,0.0,0,government
213,0.9,matched,encoder,entailment,neutral,0.0,0,slate
214,0.9,matched,encoder,neutral,neutral,0.0,0,slate
215,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
216,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
217,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
218,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
219,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
220,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
221,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
222,0.9,matched,encoder,neutral,neutral,0.0,0,government
223,0.9,matched,encoder,entailment,entailment,0.0,0,travel
224,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
225,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
226,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
227,0.9,matched,encoder,neutral,contradiction,0.0,0,telephone
228,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
229,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
230,0.9,matched,encoder,neutral,contradiction,0.0,0,telephone
231,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
232,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
233,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
234,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
235,0.9,matched,encoder,neutral,neutral,0.0,0,government
236,0.9,matched,encoder,neutral,neutral,0.0,0,slate
237,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
238,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
239,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
240,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
241,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
242,0.9,matched,encoder,entailment,entailment,0.0,0,government
243,0.9,matched,encoder,neutral,neutral,0.0,0,government
244,0.9,matched,encoder,entailment,entailment,0.0,0,government
245,0.9,matched,encoder,entailment,entailment,0.0,0,government
246,0.9,matched,encoder,entailment,entailment,0.0,0,government
247,0.9,matched,encoder,neutral,neutral,0.0,0,travel
248,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
249,0.9,matched,encoder,contradiction,neutral,0.0,0,travel
250,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
251,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
252,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
253,0.9,matched,encoder,entailment,entailment,0.0,0,government
254,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
255,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
256,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
257,0.9,matched,api,entailment,entailment,0.0003975,150,telephone
258,0.9,matched,encoder,neutral,neutral,0.0,0,travel
259,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
260,0.9,matched,encoder,entailment,neutral,0.0,0,fiction
261,0.9,matched,encoder,neutral,contradiction,0.0,0,travel
262,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
263,0.9,matched,encoder,neutral,neutral,0.0,0,travel
264,0.9,matched,encoder,neutral,contradiction,0.0,0,government
265,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
266,0.9,matched,encoder,entailment,entailment,0.0,0,slate
267,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
268,0.9,matched,encoder,neutral,contradiction,0.0,0,travel
269,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
270,0.9,matched,encoder,neutral,neutral,0.0,0,slate
271,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
272,0.9,matched,encoder,entailment,entailment,0.0,0,slate
273,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
274,0.9,matched,encoder,entailment,entailment,0.0,0,slate
275,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
276,0.9,matched,encoder,neutral,neutral,0.0,0,travel
277,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
278,0.9,matched,api,contradiction,contradiction,0.0004075,154,travel
279,0.9,matched,encoder,entailment,entailment,0.0,0,government
280,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
281,0.9,matched,encoder,contradiction,neutral,0.0,0,slate
282,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
283,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
284,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
285,0.9,matched,encoder,entailment,neutral,0.0,0,travel
286,0.9,matched,encoder,neutral,neutral,0.0,0,travel
287,0.9,matched,encoder,entailment,entailment,0.0,0,travel
288,0.9,matched,encoder,entailment,entailment,0.0,0,slate
289,0.9,matched,encoder,neutral,neutral,0.0,0,government
290,0.9,matched,encoder,entailment,entailment,0.0,0,travel
291,0.9,matched,encoder,entailment,entailment,0.0,0,slate
292,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
293,0.9,matched,encoder,entailment,entailment,0.0,0,government
294,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
295,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
296,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
297,0.9,matched,encoder,entailment,entailment,0.0,0,government
298,0.9,matched,encoder,neutral,neutral,0.0,0,government
299,0.9,matched,encoder,neutral,neutral,0.0,0,slate
300,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
301,0.9,matched,encoder,neutral,neutral,0.0,0,government
302,0.9,matched,encoder,neutral,entailment,0.0,0,travel
303,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
304,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
305,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
306,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
307,0.9,matched,encoder,neutral,neutral,0.0,0,government
308,0.9,matched,encoder,entailment,entailment,0.0,0,travel
309,0.9,matched,encoder,neutral,neutral,0.0,0,travel
310,0.9,matched,encoder,neutral,contradiction,0.0,0,fiction
311,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
312,0.9,matched,encoder,neutral,neutral,0.0,0,slate
313,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
314,0.9,matched,encoder,entailment,entailment,0.0,0,slate
315,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
316,0.9,matched,encoder,entailment,entailment,0.0,0,government
317,0.9,matched,encoder,neutral,neutral,0.0,0,travel
318,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
319,0.9,matched,encoder,entailment,entailment,0.0,0,government
320,0.9,matched,encoder,contradiction,neutral,0.0,0,fiction
321,0.9,matched,encoder,entailment,entailment,0.0,0,government
322,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
323,0.9,matched,encoder,entailment,entailment,0.0,0,slate
324,0.9,matched,encoder,neutral,neutral,0.0,0,slate
325,0.9,matched,encoder,entailment,entailment,0.0,0,slate
326,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
327,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
328,0.9,matched,encoder,neutral,neutral,0.0,0,government
329,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
330,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
331,0.9,matched,encoder,contradiction,neutral,0.0,0,telephone
332,0.9,matched,encoder,entailment,entailment,0.0,0,slate
333,0.9,matched,encoder,entailment,entailment,0.0,0,slate
334,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
335,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
336,0.9,matched,encoder,neutral,contradiction,0.0,0,fiction
337,0.9,matched,encoder,entailment,entailment,0.0,0,government
338,0.9,matched,encoder,entailment,entailment,0.0,0,slate
339,0.9,matched,encoder,contradiction,neutral,0.0,0,travel
340,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
341,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
342,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
343,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
344,0.9,matched,encoder,neutral,entailment,0.0,0,telephone
345,0.9,matched,encoder,entailment,entailment,0.0,0,government
346,0.9,matched,encoder,neutral,contradiction,0.0,0,travel
347,0.9,matched,encoder,entailment,entailment,0.0,0,slate
348,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
349,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
350,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
351,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
352,0.9,matched,encoder,entailment,entailment,0.0,0,government
353,0.9,matched,encoder,entailment,neutral,0.0,0,telephone
354,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
355,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
356,0.9,matched,encoder,entailment,entailment,0.0,0,travel
357,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
358,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
359,0.9,matched,encoder,entailment,entailment,0.0,0,travel
360,0.9,matched,encoder,entailment,entailment,0.0,0,government
361,0.9,matched,encoder,contradiction,neutral,0.0,0,fiction
362,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
363,0.9,matched,encoder,entailment,entailment,0.0,0,travel
364,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
365,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
366,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
367,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
368,0.9,matched,encoder,entailment,entailment,0.0,0,government
369,0.9,matched,encoder,contradiction,neutral,0.0,0,telephone
370,0.9,matched,encoder,neutral,neutral,0.0,0,slate
371,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
372,0.9,matched,encoder,entailment,entailment,0.0,0,travel
373,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
374,0.9,matched,encoder,neutral,neutral,0.0,0,government
375,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
376,0.9,matched,encoder,entailment,entailment,0.0,0,slate
377,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
378,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
379,0.9,matched,encoder,entailment,entailment,0.0,0,travel
380,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
381,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
382,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
383,0.9,matched,encoder,entailment,entailment,0.0,0,government
384,0.9,matched,api,neutral,contradiction,0.0003725,140,travel
385,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
386,0.9,matched,encoder,neutral,neutral,0.0,0,slate
387,0.9,matched,encoder,entailment,entailment,0.0,0,government
388,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
389,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
390,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
391,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
392,0.9,matched,encoder,neutral,neutral,0.0,0,government
393,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
394,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
395,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
396,0.9,matched,encoder,entailment,entailment,0.0,0,travel
397,0.9,matched,encoder,neutral,neutral,0.0,0,government
398,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
399,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
400,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
401,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
402,0.9,matched,encoder,entailment,entailment,0.0,0,government
403,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
404,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
405,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
406,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
407,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
408,0.9,matched,encoder,neutral,neutral,0.0,0,slate
409,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
410,0.9,matched,encoder,neutral,neutral,0.0,0,travel
411,0.9,matched,encoder,neutral,neutral,0.0,0,government
412,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
413,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
414,0.9,matched,api,neutral,contradiction,0.000335,125,slate
415,0.9,matched,encoder,entailment,entailment,0.0,0,government
416,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
417,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
418,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
419,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
420,0.9,matched,encoder,neutral,neutral,0.0,0,slate
421,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
422,0.9,matched,encoder,entailment,neutral,0.0,0,telephone
423,0.9,matched,encoder,entailment,contradiction,0.0,0,slate
424,0.9,matched,encoder,neutral,neutral,0.0,0,government
425,0.9,matched,encoder,entailment,entailment,0.0,0,government
426,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
427,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
428,0.9,matched,encoder,entailment,entailment,0.0,0,travel
429,0.9,matched,encoder,neutral,neutral,0.0,0,government
430,0.9,matched,encoder,entailment,entailment,0.0,0,government
431,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
432,0.9,matched,encoder,neutral,neutral,0.0,0,travel
433,0.9,matched,encoder,neutral,neutral,0.0,0,government
434,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
435,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
436,0.9,matched,encoder,entailment,entailment,0.0,0,government
437,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
438,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
439,0.9,matched,encoder,entailment,entailment,0.0,0,government
440,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
441,0.9,matched,api,neutral,neutral,0.000315,123,government
442,0.9,matched,api,neutral,contradiction,0.0003875,146,slate
443,0.9,matched,encoder,neutral,neutral,0.0,0,travel
444,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
445,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
446,0.9,matched,encoder,neutral,neutral,0.0,0,slate
447,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
448,0.9,matched,encoder,neutral,neutral,0.0,0,slate
449,0.9,matched,encoder,entailment,entailment,0.0,0,government
450,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
451,0.9,matched,encoder,entailment,entailment,0.0,0,slate
452,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
453,0.9,matched,encoder,neutral,neutral,0.0,0,slate
454,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
455,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
456,0.9,matched,encoder,neutral,neutral,0.0,0,government
457,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
458,0.9,matched,encoder,neutral,neutral,0.0,0,travel
459,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
460,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
461,0.9,matched,encoder,entailment,entailment,0.0,0,slate
462,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
463,0.9,matched,encoder,entailment,entailment,0.0,0,travel
464,0.9,matched,encoder,neutral,neutral,0.0,0,slate
465,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
466,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
467,0.9,matched,encoder,entailment,entailment,0.0,0,travel
468,0.9,matched,encoder,entailment,entailment,0.0,0,government
469,0.9,matched,encoder,neutral,neutral,0.0,0,travel
470,0.9,matched,encoder,entailment,neutral,0.0,0,slate
471,0.9,matched,encoder,entailment,entailment,0.0,0,slate
472,0.9,matched,encoder,entailment,neutral,0.0,0,fiction
473,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
474,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
475,0.9,matched,encoder,neutral,neutral,0.0,0,travel
476,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
477,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
478,0.9,matched,encoder,entailment,entailment,0.0,0,government
479,0.9,matched,encoder,entailment,neutral,0.0,0,telephone
480,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
481,0.9,matched,encoder,entailment,entailment,0.0,0,travel
482,0.9,matched,encoder,neutral,neutral,0.0,0,travel
483,0.9,matched,encoder,entailment,entailment,0.0,0,government
484,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
485,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
486,0.9,matched,encoder,entailment,entailment,0.0,0,slate
487,0.9,matched,encoder,neutral,neutral,0.0,0,slate
488,0.9,matched,encoder,neutral,neutral,0.0,0,travel
489,0.9,matched,encoder,neutral,neutral,0.0,0,travel
490,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
491,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
492,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
493,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
494,0.9,matched,encoder,entailment,entailment,0.0,0,slate
495,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
496,0.9,matched,encoder,contradiction,contradiction,0.0,0,telephone
497,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
498,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
499,0.9,matched,encoder,neutral,neutral,0.0,0,government
500,0.9,matched,encoder,entailment,entailment,0.0,0,travel
501,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
502,0.9,matched,encoder,entailment,entailment,0.0,0,telephone
503,0.9,matched,encoder,entailment,entailment,0.0,0,slate
504,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
505,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
506,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
507,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
508,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
509,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
510,0.9,matched,encoder,contradiction,neutral,0.0,0,travel
511,0.9,matched,encoder,neutral,contradiction,0.0,0,slate
512,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
513,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
514,0.9,matched,encoder,neutral,neutral,0.0,0,travel
515,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
516,0.9,matched,encoder,entailment,entailment,0.0,0,slate
517,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
518,0.9,matched,encoder,neutral,neutral,0.0,0,slate
519,0.9,matched,encoder,entailment,entailment,0.0,0,slate
520,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
521,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
522,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
523,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
524,0.9,matched,encoder,neutral,neutral,0.0,0,travel
525,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
526,0.9,matched,encoder,neutral,neutral,0.0,0,fiction
527,0.9,matched,encoder,entailment,entailment,0.0,0,travel
528,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
529,0.9,matched,encoder,entailment,entailment,0.0,0,slate
530,0.9,matched,encoder,neutral,neutral,0.0,0,travel
531,0.9,matched,encoder,neutral,neutral,0.0,0,government
532,0.9,matched,encoder,neutral,neutral,0.0,0,slate
533,0.9,matched,encoder,neutral,neutral,0.0,0,travel
534,0.9,matched,encoder,contradiction,contradiction,0.0,0,travel
535,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
536,0.9,matched,encoder,entailment,entailment,0.0,0,travel
537,0.9,matched,encoder,entailment,entailment,0.0,0,slate
538,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
539,0.9,matched,encoder,neutral,neutral,0.0,0,telephone
540,0.9,matched,encoder,entailment,entailment,0.0,0,slate
541,0.9,matched,encoder,entailment,entailment,0.0,0,government
542,0.9,matched,encoder,contradiction,contradiction,0.0,0,fiction
543,0.9,matched,encoder,entailment,entailment,0.0,0,government
544,0.9,matched,encoder,contradiction,contradiction,0.0,0,slate
545,0.9,matched,encoder,entailment,entailment,0.0,0,travel
546,0.9,matched,encoder,entailment,entailment,0.0,0,slate
547,0.9,matched,api,neutral,neutral,0.00031,121,fiction
548,0.9,matched,encoder,entailment,entailment,0.0,0,fiction
549,0.9,matched,encoder,entailment,entailment,0.0,0,government
550,0.9,matched,encoder,neutral,neutral,0.0,0,travel
551,0.9,matched,api,entailment,entailment,0.0003725,140,travel
552,0.9,matched,encoder,entailment,neutral,0.0,0,fiction
553,0.9,matched,encoder,contradiction,contradiction,0.0,0,government
554,0.9,matched,encoder,neutral,neutral,0.0,0,travel
555,0.9,matched,encoder,neutral,neutral,0.0,0,government
