idx,prompt,model,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd,reasoning_tokens
718,P1_zero_shot,gpt5,matched,okay i'll keep that in mind yeah you serve that yourself or the for a family,Ok I will remember that. You serve that for yourself or a family.,telephone,entailment,entailment,entailment,69,268,337,0.01141,256
719,P1_zero_shot,gpt5,matched,"Sixty percent of Americans are frustrated and angry with the health-care system, and 70 percent favor federal intervention.",The majority of Americans are satisfied with the health-care system.,slate,contradiction,contradiction,contradiction,72,140,212,0.00632,128
720,P1_zero_shot,gpt5,matched,"Hold hard, said Tommy.","Tommy explained to hold hard, using only one arm.",fiction,neutral,neutral,neutral,54,330,384,0.01374,320
721,P1_zero_shot,gpt5,matched,"To their good fortune, he's proving them right.",He is showing that they were correct.,slate,entailment,entailment,entailment,55,76,131,0.0035900000000000003,64
722,P1_zero_shot,gpt5,matched,finding the latest thing out from my friends is usually the most uh time effective,It works best to find things out from my friends.,telephone,entailment,neutral,neutral,64,586,650,0.02408,576
723,P1_zero_shot,gpt5,matched,Grantees statistically sample the cases closed in the previous year to determine if the sampled cases generally meet the requirements for reporting cases to LSC.,Grantees are not going to pay attention to cases closed in the last year.,government,contradiction,contradiction,contradiction,83,76,159,0.00387,64
724,P1_zero_shot,gpt5,matched,Where would he be today without American commercial know-how?,Americans lack important commercial know-how.,slate,contradiction,contradiction,contradiction,55,204,259,0.00871,192
725,P1_zero_shot,gpt5,matched,"As Jon looked at him, Barnam puffed out his chest.",Barnam wanted to impress Jon.,fiction,neutral,neutral,neutral,58,74,132,0.0035399999999999997,64
726,P1_zero_shot,gpt5,matched,"They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.",There was no water found pouring down from the mountains.,travel,contradiction,contradiction,contradiction,70,76,146,0.0037400000000000003,64
727,P1_zero_shot,gpt5,matched,"Don't expect to be swinging much after midnight, even in towns.",Things all close down at 11:30pm.,travel,neutral,neutral,neutral,61,330,391,0.01381,320
728,P1_zero_shot,gpt5,matched,"In addition, Saracens invaded the Provencal coast from North Africa, and Magyar armies attacked Lor?­raine and Bur?­gun?­dy.",The Magyar armies did not attack anyone.,travel,contradiction,contradiction,contradiction,78,76,154,0.00382,64
729,P1_zero_shot,gpt5,matched,when there was the ball that was sort of hit to Buckner to Buckner,The ball was hit to Buckner and he caught it.,telephone,neutral,neutral,neutral,66,202,268,0.008740000000000001,192
730,P1_zero_shot,gpt5,matched,"So have I for that matter, but I flatter myself that my choice of dishes was more judicious than yours.",My choice of dishes were nothing compared to yours.,fiction,contradiction,contradiction,contradiction,70,204,274,0.00886,192
731,P1_zero_shot,gpt5,matched,There always will be a need for an attorney to do general law.,There will always be a very real need for lawyers and attorney's to practice law.,government,neutral,entailment,entailment,68,1164,1232,0.04724,1152
732,P1_zero_shot,gpt5,matched,"Land of Lincoln helped Tasha Johnson of Marion get Social Security benefits to support her four children after the 29-year-old woman was diagnosed with non-Hodgkin's lymphoma, a type of cancer, she said.",She loves her children.,government,neutral,neutral,neutral,86,74,160,0.00382,64
733,P1_zero_shot,gpt5,matched,"These days, newspaper writers are no longer allowed the kind of license he took.",Newspaper writes can't take the kind of license that he did.,slate,entailment,entailment,entailment,65,76,141,0.00369,64
734,P1_zero_shot,gpt5,matched,All these sites will automatically lead into George Dubbawya's Web site (www.georgewbush.com).,These sites lead to George W. Bush's website.,slate,entailment,entailment,entailment,71,460,531,0.01911,448
735,P1_zero_shot,gpt5,matched,Oh yeah? San Barenakedino? How's he? Clarisse and Onardo both asked.,Clarisse and Onardo both asked how San Bernakedino is. ,fiction,entailment,entailment,entailment,73,780,853,0.03193,768
736,P1_zero_shot,gpt5,matched,"This site provides information links, tools, and resources developed for the benefit of the audit profession, including audit programs, best practices, and research services.",Thousands of auditors across the country have visited the site in recent weeks.,government,neutral,neutral,neutral,81,74,155,0.00377,64
737,P1_zero_shot,gpt5,matched,Scotland became little more than an English county.,Scotland was far greater than an English county.,travel,contradiction,contradiction,contradiction,55,76,131,0.0035900000000000003,64
738,P1_zero_shot,gpt5,matched,Hang it all! said Tommy indignantly.,Tommy happily declared to hang nothing.,fiction,contradiction,contradiction,contradiction,53,396,449,0.01637,384
739,P1_zero_shot,gpt5,matched,"Regulation and the Nature of Postal Delivery Services, Ed.",There is regulation of the postal delivery service by the USPS.,government,neutral,neutral,neutral,60,138,198,0.00612,128
740,P1_zero_shot,gpt5,matched,well i think that's about all my pet stories right now so,I have more to share about my animals.,telephone,contradiction,contradiction,contradiction,59,140,199,0.00619,128
741,P1_zero_shot,gpt5,matched,"Other pundits beam their opinions at us as through a time warp, from the hazy days of past administrations.",The experts give opinions from current administrations.,slate,contradiction,contradiction,contradiction,68,332,400,0.01396,320
742,P1_zero_shot,gpt5,matched,so who so if you go out and you're talking like a ten or fifteen thousand dollar vehicle and you add that sales tax on that's a that's a big chunk of change you have to come up with,The sales tax would really drive the price of the car up.,telephone,entailment,entailment,entailment,90,204,294,0.00906,192
743,P1_zero_shot,gpt5,matched,"I put it to you that, wearing a suit of Mr. Inglethorp's clothes, with a black beard trimmed to resemble his, you were there ”and signed the register in his name!",He was trying to impersonate Mr. Inglethorp and forging his signature. ,fiction,entailment,entailment,entailment,96,780,876,0.03216,768
744,P1_zero_shot,gpt5,matched,"In Texas, the ability to produce fairly stated external financial reports was only the first step in building a more effective, resultsoriented government.",Producing fairly stated external financial reports is not necessary when it comes to building a more effective government in Texas.,government,contradiction,contradiction,contradiction,87,268,355,0.01159,256
745,P1_zero_shot,gpt5,matched,"The park on the hill of Monte makes a good playground, while the ride down in a wicker toboggan is straight out of an Old World theme park (though surely tame for older kids).","the park on the hill in Monte has a good playground, but may not be as exciting for older kids.",travel,entailment,entailment,entailment,98,1868,1966,0.07569999999999999,1856
746,P1_zero_shot,gpt5,matched,"As he emerged, Boris remarked, glancing up at the clock: ""You are early.",Boris had just arrived at the rendezvous when he appeared.,fiction,neutral,neutral,neutral,68,1354,1422,0.05484,1344
747,P1_zero_shot,gpt5,matched,There never will be.,It will never happen.,fiction,entailment,entailment,entailment,47,652,699,0.02655,640
748,P1_zero_shot,gpt5,matched,"More reserved and remote but a better administrator and financier than his uncle, Charles Brooke imposed on his men his own austere, efficient style of life.",Charles Brooke's men did not take well to the austerity resulting from his leadership style.,travel,neutral,neutral,neutral,85,202,287,0.00893,192
749,P1_zero_shot,gpt5,matched,We will also need any able bodied men to help us spike the river.,We need men to help us spike the river.,fiction,entailment,entailment,entailment,63,332,395,0.01391,320
750,P1_zero_shot,gpt5,matched,"For ideological free-marketeers (like myself), theories like Smith and Wright's can be intellectually jarring.",I can appreciate their position even if it does contradict my opinions. ,slate,neutral,neutral,neutral,73,266,339,0.01137,256
751,P1_zero_shot,gpt5,matched,"In fact, you're going to be rewarded.","Indeed, you will get a prize.",government,entailment,neutral,neutral,54,138,192,0.006059999999999999,128
752,P1_zero_shot,gpt5,matched,The census of 1931 served as an alarm signal for the Malay national consciousness.,There wasn't any censuses in Malaysia prior to 1940.,travel,contradiction,contradiction,contradiction,67,460,527,0.01907,448
753,P1_zero_shot,gpt5,matched,"The Fray's reputation as a home for hostile, rude, and mean-spirited exchanges suffered a severe beating at the hands of the Reading thread, which was so civilized that participants suggested taking insulin shots afterward.","The Fray is almost always a hostile, rude, and mean place.",slate,neutral,neutral,neutral,95,330,425,0.01415,320
754,P1_zero_shot,gpt5,matched,"Clearly, the press has done a lousy job with its focus on behavior such as infidelity or drug use that most people don't care about.",The press has focused on various topics that most readers aren't interested in.,slate,entailment,entailment,entailment,79,716,795,0.029429999999999998,704
755,P1_zero_shot,gpt5,matched,million in savings this year.,The money saved will be used to grow the company internationally over the next 5 years.,government,neutral,neutral,neutral,61,74,135,0.00357,64
756,P1_zero_shot,gpt5,matched,and uh the whole organization was targeting to replace whole life policies with a term life with annuity an annuity and uh,Whole life policies with a term life with annuity could be replaced by the whole organization.,telephone,entailment,neutral,neutral,80,650,730,0.026799999999999997,640
757,P1_zero_shot,gpt5,matched,"It is the official solution, Liq. ",This is the official solution to the alien problem we have had to contend with.,fiction,neutral,neutral,neutral,63,266,329,0.01127,256
758,P1_zero_shot,gpt5,matched,"The herds give a sense of proportion to the vast openness, just as the scattered farmhouses and characteristic drystone walls add reassuring warmth to even the loneliest valley.",The area is completely devoid of life.,travel,contradiction,contradiction,contradiction,80,76,156,0.00384,64
759,P1_zero_shot,gpt5,matched,"In a still faintly Victorian atmosphere, Dinard has preserved all the best assets of a good luxury villas and long, paved promenades, plush hotels, elegant boutiques, discothyques, casino, parks and gardens, and an Olympic-size public swimming pool.",Dinard does not have a public swimming pool.,travel,contradiction,contradiction,contradiction,99,12,111,0.00147,0
760,P1_zero_shot,gpt5,matched,"First, get the basics right, that is, the blocking and tackling of financial reporting.",The basics don't need to be right first.,government,contradiction,contradiction,contradiction,64,76,140,0.00368,64
761,P1_zero_shot,gpt5,matched,but i don't know you know  maybe you could do that for a certain period of time but i mean how long does that kind of a thing take you know to to um say to question the person or to get into their head,I'm sure it wouldn't take very long to question the person.,telephone,neutral,neutral,neutral,96,522,618,0.02184,512
762,P1_zero_shot,gpt5,matched,"Two separate, exhaustive shots posted simultaneously?","Both of the extensive, individual shots are being posted at the same time?",slate,entailment,neutral,neutral,60,522,582,0.02148,512
763,P1_zero_shot,gpt5,matched,Closed on the Sabbath.,"Sabbath is closed, but until next year.",travel,contradiction,neutral,neutral,51,458,509,0.01883,448
764,P1_zero_shot,gpt5,matched,"Oh! I exclaimed, much relieved. ",He was going to get the operation to remove his penis. Finally.,fiction,neutral,neutral,neutral,60,74,134,0.00356,64
765,P1_zero_shot,gpt5,matched,"In the short term, U.S. consumers will benefit from cheap imports (as will U.S. multinationals that use parts made in East Asian factories).",U.S. consumers and factories in East Asia benefit from imports.,slate,entailment,neutral,neutral,82,650,732,0.02682,640
766,P1_zero_shot,gpt5,matched,"At 79 m (260 ft) wide and 36 m (118 ft) high, it was built by the Ptolemies during a total reconstruction of the temple in the years 237 105 b.c.",The Ptolomies never built any temples at all.  ,travel,contradiction,contradiction,contradiction,95,396,491,0.01679,384
767,P1_zero_shot,gpt5,matched,"Dublin has international restaurants galore, and the New Irish Cuisine is built upon fresh products of Ireland's seas, rivers, and farms.",Restaurants and cuisine are sorely absent in Dublin,travel,contradiction,contradiction,contradiction,74,76,150,0.0037800000000000004,64
768,P1_zero_shot,gpt5,matched,"One reason for the high value of MLB teams is the prospect of new, publicly financed ballparks . Owners in Baltimore, Cleveland, Chicago, Denver, and Texas have all reaped major profits from these new facilities, built at little or no cost to the teams.","MLB teams have high value, one of the reasons being new facilities.",slate,entailment,entailment,entailment,104,332,436,0.01432,320
769,P1_zero_shot,gpt5,matched,"From ethnic food shops and vintage clothing stores to electronics and book shops, there are so many interesting shopping spots that it is hard to imagine their breadth and depth.",There are so many places to shop that you can find anything you need.,travel,entailment,neutral,neutral,84,138,222,0.006359999999999999,128
770,P1_zero_shot,gpt5,matched,that your approach is is is right you can actually go out and sub it if even if you don't wanna get hands on you can even just sub it out the concrete and those kind of things and and that's kind of the plan i have so um uh everyone i talk to uh i've,You can sub it even if you do not want to get your hands on it.,telephone,entailment,entailment,entailment,111,140,251,0.00671,128
771,P1_zero_shot,gpt5,matched,"To keep the colors fresh, he dabbed the carcass with blood from a pail, then grabbed his paintbrushes to capture those lurid reds on canvas.",He used the red dye of beets to paint his canvas.,slate,contradiction,neutral,neutral,84,522,606,0.02172,512
772,P1_zero_shot,gpt5,matched,well UNLV they say UNLV may be the greatest amateur team ever,UNLV may be the greatest amateur team ever.,telephone,entailment,neutral,neutral,62,266,328,0.011260000000000001,256
773,P1_zero_shot,gpt5,matched,"I see, said Tuppence thoughtfully.","""I can't comprehend it,"" said Tuppence fitfully.",fiction,contradiction,neutral,neutral,59,458,517,0.01891,448
774,P1_zero_shot,gpt5,matched,Princes Street is to Scots what Oxford Street is to the English the premier shopping street of the land.,Princess Street is the premier shopping street in England.,travel,contradiction,contradiction,contradiction,67,652,719,0.02675,640
775,P1_zero_shot,gpt5,matched,"Our efforts having been in vain, we had abandoned the matter, hoping that it might turn up of itself one day. ","Even though we had not solved the problem, we kept on trying.",fiction,contradiction,contradiction,contradiction,76,76,152,0.0038000000000000004,64
776,P1_zero_shot,gpt5,matched,"At the western end of Cowgate (where it meets Holyrood Road), you will see one of the few remaining sections of Edinburgh's old city wall (Flodden Wall), built following the Lang Siege of the 1570s.","Flodden Wall was built after the Lang Siege took place, in the 1570s.",travel,entailment,neutral,neutral,106,1034,1140,0.04242,1024
777,P1_zero_shot,gpt5,matched,"Relationship Between Quality of Life Instruments, Health State Utilities, and Willingness to Pay in Patients with Asthma.","The relationship between quality of life instruments, health state utilities and willingness to pay patients with asthma. ",government,entailment,entailment,entailment,80,460,540,0.0192,448
778,P1_zero_shot,gpt5,matched,yeah well that's my uh i mean every time i've tried to go you know it's always there's there's always a league bowling,Every time I try to go bowling there are leagues only.,telephone,neutral,neutral,neutral,73,650,723,0.02673,640
779,P1_zero_shot,gpt5,matched,"I am not aware of any studies comparing the number of words an average person could expect to hear spoken in a typical day 500 years ago vs. the number that can be heard now, but the increase surely is vast.",It makes me upset that I've yet to see any study done on how many words the average person hears throughout the day.,slate,neutral,neutral,neutral,106,586,692,0.024499999999999997,576
780,P1_zero_shot,gpt5,matched,Lewis brought to the campaign the same intensity he had trained upon redneck troopers and sheriffs.,Lewis didn't bring anything to the campaign.,slate,contradiction,contradiction,contradiction,65,76,141,0.00369,64
781,P1_zero_shot,gpt5,matched,"While the Freedom of Information Act, the Trade Secrets Act, and other statutes may generally protect certain categories of information from disclosure by an agency to the public, this protection does not justify withholding the information from GAO.",The GAO should know all information to prevent fraudulent politicians and officers. ,government,neutral,neutral,neutral,95,330,425,0.01415,320
782,P1_zero_shot,gpt5,matched,hm oh is oh that's great uh-huh do you get the full benefits,I think that is horrible. ,telephone,contradiction,contradiction,contradiction,60,396,456,0.01644,384
783,P1_zero_shot,gpt5,matched,Agricultural shows,Military shows,travel,contradiction,neutral,neutral,43,266,309,0.01107,256
784,P1_zero_shot,gpt5,matched,well uh what do you think about taxes do you think we're paying too much,Our taxes seem too high. ,telephone,neutral,neutral,neutral,60,138,198,0.00612,128
785,P1_zero_shot,gpt5,matched,"Strategic parents might spend a large portion of their tax cuts, causing interest rates to rise.",More spending on goods will not cause higher interest rates.,slate,contradiction,contradiction,contradiction,66,332,398,0.013940000000000001,320
786,P1_zero_shot,gpt5,matched,"The oldest continually occupied settlement on the island is Kastro, where most of the buildings date from the 14th century and were laid out in a circular pattern atop a rocky outcrop 100 m (300 ft) above the east coast.",The buildings in Kastro are dated back to the 14th century.,travel,entailment,neutral,neutral,101,458,559,0.01933,448
787,P1_zero_shot,gpt5,matched,These rules were not used extensively.,The rules were unfair to the employees.,government,neutral,neutral,neutral,52,74,126,0.00348,64
788,P1_zero_shot,gpt5,matched,i think it's real good anyway it's it's been it was nice meeting you,It was nice meeting you,telephone,entailment,entailment,entailment,58,76,134,0.00362,64
789,P1_zero_shot,gpt5,matched,uh-huh oh yeah i hadn't heard that one let's see i can't oh gosh that that probably wipes out my whole inventory of TV shows other than um PBS i,Some TV shows will be available.,telephone,neutral,neutral,neutral,77,906,983,0.03701,896
790,P1_zero_shot,gpt5,matched,Acute Bronchitis Upper Respiratory Symptoms Lower Respiratory Symptoms Work Loss Days Minor Restricted Activity Days (minus asthma attacks),Acute bronchitis can lead to loss of work days.,government,entailment,neutral,neutral,72,458,530,0.019039999999999998,448
791,P1_zero_shot,gpt5,matched,"The house fell into ruin after emancipation, when fear of the witch's influence drove the plantation's slaves away.","The slaves didn't believe in witches, and stayed on the plantation.",travel,contradiction,contradiction,contradiction,73,76,149,0.00377,64
792,P1_zero_shot,gpt5,matched,yeah uh-huh oh yeah petting zoos and things,Petting zoos and things related.,telephone,entailment,neutral,neutral,58,714,772,0.02914,704
793,P1_zero_shot,gpt5,matched,the hologram makes up all these things and uh i mean sometimes  sometimes it's funny sometimes it's not but uh you know it's something to pass the time until we do and then and then we watch football,We do other activities together before the football game starts.,telephone,entailment,neutral,neutral,89,1930,2019,0.07809,1920
794,P1_zero_shot,gpt5,matched,all they you know thinking that they're going to have money and jobs and success and everything and then they then there is no jobs and they end up homeless and not knowing anybody and no money and it's terrible,They always reach their potential and become successful.,telephone,contradiction,contradiction,contradiction,87,268,355,0.01159,256
795,P1_zero_shot,gpt5,matched,The contrast between the landscape of the central highlands and the south coast could not be more marked.,The contrast between the highlands and the coast were easily marked.,travel,entailment,entailment,entailment,70,844,914,0.03446,832
796,P1_zero_shot,gpt5,matched,We've got to think.,We don't need to think.,slate,contradiction,contradiction,contradiction,48,12,60,0.00096,0
797,P1_zero_shot,gpt5,matched,The interim rule was reviewed by INS and EOIR under Executive Order,The interim rule did not pass through any review.,government,contradiction,contradiction,contradiction,61,76,137,0.00365,64
798,P1_zero_shot,gpt5,matched,"Joseph Lister pioneered the use of carbolic acid to keep wounds clean, and James Young Simpson experimented with chloroform as an anesthetic.",Lister and Simpson developed new uses for medicine.,travel,entailment,neutral,neutral,77,970,1047,0.03957,960
799,P1_zero_shot,gpt5,matched,Case Studies in Science Education.,Case studies in writing.,government,contradiction,neutral,neutral,48,138,186,0.006,128
0,P2_zero_shot_def,gpt5,matched,I said it and I'm glad.,I'm glad I said it. ,slate,entailment,neutral,neutral,78,458,536,0.0191,448
1,P2_zero_shot_def,gpt5,matched,and uh it that takes so much time away from your kids,Leaves you with plenty of time for your kids.,telephone,contradiction,contradiction,contradiction,87,76,163,0.00391,64
2,P2_zero_shot_def,gpt5,matched,"Most of it, I couldn't even begin to identify.",I didn't nkow what any of it was.,fiction,entailment,neutral,neutral,85,586,671,0.02429,576
3,P2_zero_shot_def,gpt5,matched,those little kids don't understand it,The younger kids don't understand the more complex assignments they're given. ,telephone,neutral,neutral,neutral,84,330,414,0.01404,320
4,P2_zero_shot_def,gpt5,matched,"From there, take the road that heads back to the coast and Es Pujols, Formentera's premier resort village.","Formentera's premier resort village has swimming pools, bars and restaurants.",travel,neutral,neutral,neutral,105,74,179,0.00401,64
5,P2_zero_shot_def,gpt5,matched,oh you went to the dollar movie yeah yeah they show up at the dollar movie right after they get come out you know they're usually not not that great or didn't do that great anyway let me see let me see another movie i watched uh i want to see is uh that new one uh,they play at the dollar movie theater because expensive theaters won't make any money on them,telephone,neutral,neutral,neutral,139,266,405,0.01203,256
6,P2_zero_shot_def,gpt5,matched,yes that i think that's true so that makes them feel definitely like outsiders but like getting back to the their government benefits they they do have a lot of uh tax benefits,"They definitely feel included, but they don't have any tax benefits. ",telephone,contradiction,contradiction,contradiction,112,76,188,0.0041600000000000005,64
7,P2_zero_shot_def,gpt5,matched,"The movie isn't clear on where the secret report that kicked off Bergman's interest in tobacco came from, or who in the FDA thought it was a good idea to turn him onto Wigand.",Bergman was turned onto Wigand by the government.,slate,entailment,entailment,entailment,113,972,1085,0.04001,960
8,P2_zero_shot_def,gpt5,matched,oh i don't know either the other growing up all i knew was,When I was 7 the only thing I knew was,telephone,neutral,entailment,entailment,90,1100,1190,0.044899999999999995,1088
9,P2_zero_shot_def,gpt5,matched,"In the Blue Mountain National Park and the John Crow National Park, which together cover 78,200 hectares (193, 200 acres), conservationists are attempting to halt the encroachment of local farmers and loggers.", Blue Mountain National Park and the John Crow National Park together are only 200 acres.,travel,contradiction,contradiction,contradiction,127,76,203,0.0043100000000000005,64
10,P2_zero_shot_def,gpt5,matched,"In most methods, we plan for data collection, then we collect the information, then we analyze it, and then we write the report.",Most methods use this technique.,government,entailment,entailment,entailment,98,652,750,0.02706,640
11,P2_zero_shot_def,gpt5,matched,yeah pay fifteen yeah yes i know yeah and when you pay fifteen dollars a month it sure takes a long time,"When you pay $15 a month, it takes a long time but I can't afford any more.",telephone,neutral,neutral,neutral,107,202,309,0.00915,192
12,P2_zero_shot_def,gpt5,matched,"As Ben Yagoda writes in the New York Times Book Review , somewhere along the way, Kidder must have decided not to write a book about Tommy O'Connor.",A book was written about Tommy O'Connor. ,slate,contradiction,neutral,neutral,110,266,376,0.01174,256
13,P2_zero_shot_def,gpt5,matched,"And here, current history adds a major point.",Current history doesn't add any points to it.,slate,contradiction,contradiction,contradiction,83,76,159,0.00387,64
14,P2_zero_shot_def,gpt5,matched,FDA suggests there may be an association between BSE and a form of human TSE known as new variant Creutzfeldt-Jakob disease.,The FDA found an association between the ESB to the EST.,government,contradiction,neutral,neutral,107,394,501,0.01683,384
15,P2_zero_shot_def,gpt5,matched,"The pope, suggesting that Gen.",Gen is not being suggested in any way.,slate,contradiction,contradiction,contradiction,80,204,284,0.008960000000000001,192
16,P2_zero_shot_def,gpt5,matched,"This site provides information links, tools, and resources developed for the benefit of the audit profession, including audit programs, best practices, and research services.",This site is a special portal for people who wish to make anonymous complaints about auditors.,government,contradiction,neutral,neutral,111,202,313,0.00919,192
17,P2_zero_shot_def,gpt5,matched,"This is the island's main city and financial, governmental, and administrative centre, and its charms match those of other Mediterranean  jewels.  ",The city is the island's governmental and financial centre. ,travel,entailment,entailment,entailment,104,76,180,0.00408,64
18,P2_zero_shot_def,gpt5,matched,"I don't know what I would have done without Legal Services, said James. ",James said Legal Services was of no help.,government,contradiction,contradiction,contradiction,89,12,101,0.00137,0
19,P2_zero_shot_def,gpt5,matched,"Maps of hiking trails are available at the Government Publications Ceter, Low Block, Government Offices, 66 Queensway in Central.",Hiking trail maps can be obtained at the Government Publications Center.,travel,entailment,entailment,entailment,102,204,306,0.00918,192
20,P2_zero_shot_def,gpt5,matched,"Chennai, known until 1996 as Madras, is easy-going, pleasant, and remarkably uncrowded.","Chennai is a laid-back, quiet, and peaceful city.",travel,entailment,neutral,neutral,99,202,301,0.00907,192
21,P2_zero_shot_def,gpt5,matched,was it bad,Was it not good?,telephone,entailment,neutral,neutral,73,650,723,0.02673,640
22,P2_zero_shot_def,gpt5,matched,Egg cattle merry wedged marvelous,The cattle were merry.,fiction,entailment,neutral,neutral,76,202,278,0.00884,192
23,P2_zero_shot_def,gpt5,matched,That's the second time you've made that sort of remark.,That's the second time you've made that sort of remark and I don't need anymore reminders.,fiction,neutral,neutral,neutral,92,202,294,0.009000000000000001,192
24,P2_zero_shot_def,gpt5,matched,"Restored in 1967, the beautiful exterior is complemented by the fine period furniture housed inside.",The restorations done to the structure is very promising.,travel,neutral,neutral,neutral,95,330,425,0.01415,320
25,P2_zero_shot_def,gpt5,matched,Each of them was as tough as a thick tree and loyal to the death.,None of them were loyal to anything.,fiction,contradiction,contradiction,contradiction,88,140,228,0.00648,128
26,P2_zero_shot_def,gpt5,matched,he was he's of course uh i guess he's trained in this uh martial arts of some sort but the plot was bland the acting was bland It was just mostly centered upon his abilities to,The plot was boring because he was a bad actor.  ,telephone,neutral,neutral,neutral,113,330,443,0.014329999999999999,320
27,P2_zero_shot_def,gpt5,matched,Nowadays it is bordered by ancient columns and lined with expensive shops.,The shops have only been around for the last fifty years.,travel,neutral,neutral,neutral,89,394,483,0.016649999999999998,384
28,P2_zero_shot_def,gpt5,matched,"The WP runs a piece inside reporting that during a church service last Sunday, Cardinal John O'Connor of New York criticized President Clinton from the pulpit for taking Catholic communion while in South Africa.",The WP runs a piece inside reporting ,slate,entailment,entailment,entailment,111,204,315,0.00927,192
29,P2_zero_shot_def,gpt5,matched,yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session,Even if they say its more positive than what it seems we will have to go to a counseling session. ,telephone,entailment,entailment,entailment,117,396,513,0.01701,384
30,P2_zero_shot_def,gpt5,matched,She had thrown away her cloak and tied her hair back into a topknot to keep it out of the way.,She shaved her head.,fiction,contradiction,contradiction,contradiction,93,140,233,0.00653,128
31,P2_zero_shot_def,gpt5,matched,"I'm not sentimental, you know."" She paused.",She claimed not to be sentimental. ,fiction,entailment,entailment,entailment,82,268,350,0.01154,256
32,P2_zero_shot_def,gpt5,matched,The best beach in Europe ' at least that's the verdict of its regulars.,Regular beachgoers say that it is the best in Europe.,travel,entailment,entailment,entailment,93,140,233,0.00653,128
33,P2_zero_shot_def,gpt5,matched,"To check this, the central bank has tripled interest rates and used hard currency reserves (now reduced to $10 billion in ready cash) to buy back rubles.",The bank doubled interest rates as a way of checking this.,slate,contradiction,contradiction,contradiction,110,204,314,0.009260000000000001,192
34,P2_zero_shot_def,gpt5,matched,Don't miss the open-air market close by the wharves.,The open-air market near the wharves can't be missed.,travel,entailment,neutral,neutral,90,842,932,0.03458,832
35,P2_zero_shot_def,gpt5,matched,'I see.',I saw it.,fiction,entailment,neutral,neutral,72,138,210,0.00624,128
36,P2_zero_shot_def,gpt5,matched,"My last afternoon in Louisian was supposed to be no different- but the hotel room was small and claustrophobic, and I was utterly bored.",My last day in Louisian was very exciting.,fiction,contradiction,neutral,neutral,104,522,626,0.02192,512
37,P2_zero_shot_def,gpt5,matched,and the wind started blowing and it was one of my earlier trips to be really out in the middle of,I was glad that the wind was calm.,telephone,contradiction,contradiction,contradiction,95,268,363,0.01167,256
38,P2_zero_shot_def,gpt5,matched,"We shouldn't have been here as soon as this even, if it hadn't been for the fact that there was a smart doctor on the spot, who gave us the tip through the Coroner. ",The doctor could only help us through the Coroner.,fiction,neutral,neutral,neutral,114,202,316,0.00922,192
39,P2_zero_shot_def,gpt5,matched,Drinks are available and expensive.,Drinks cost a lot.,travel,entailment,entailment,entailment,75,140,215,0.00635,128
40,P2_zero_shot_def,gpt5,matched,I was to watch for an advertisement in the Times.,I was anticipating an ad in the newspaper. ,fiction,entailment,entailment,entailment,85,844,929,0.034609999999999995,832
41,P2_zero_shot_def,gpt5,matched,"They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.",They said that the old system reflects that diversity,government,contradiction,neutral,neutral,103,138,241,0.00655,128
42,P2_zero_shot_def,gpt5,matched,"Sixty percent of Americans are frustrated and angry with the health-care system, and 70 percent favor federal intervention.",Most Americans want to see major changes in the health-care system.,slate,entailment,neutral,neutral,100,394,494,0.01676,384
43,P2_zero_shot_def,gpt5,matched,"The Saving Mystery, or Where Did the Money Go?",The money was spent.,government,neutral,neutral,neutral,80,202,282,0.00888,192
44,P2_zero_shot_def,gpt5,matched,yeah okay you go ahead,"No, do not go ahead.",telephone,contradiction,contradiction,contradiction,77,12,89,0.00125,0
45,P2_zero_shot_def,gpt5,matched,so i really i really don't have heart burn at all with doing it myself over four nights tie i tied the car up if four days but we're fortunate we didn't need it,I think I should do it from now on to deal with my heartburn issues.,telephone,neutral,neutral,neutral,116,586,702,0.0246,576
46,P2_zero_shot_def,gpt5,matched,well that's right because uh one day it'll be eighty and the next day it'll be about thirty below i tell you what and uh,"Eventually the temperature will reach eighty and then thirty below zero, it fluctuates.",telephone,entailment,entailment,entailment,106,524,630,0.022019999999999998,512
47,P2_zero_shot_def,gpt5,matched,i think we have too thank you very much you too bye-bye,I don't think we can thank you enough for your help.,telephone,neutral,neutral,neutral,91,458,549,0.01923,448
48,P2_zero_shot_def,gpt5,matched,"The cane plantations, increasingly in the hands of American tycoons, found a ready market in the US.",The US market was not ready for the cane plantations.,travel,contradiction,contradiction,contradiction,97,76,173,0.0040100000000000005,64
49,P2_zero_shot_def,gpt5,matched,"There is a good restaurant in the village, in addition to a well-stocked mini-market for self-catering visitors.",The village has a restaurant.,travel,entailment,entailment,entailment,94,76,170,0.00398,64
50,P2_zero_shot_def,gpt5,matched,but i don't know you know  maybe you could do that for a certain period of time but i mean how long does that kind of a thing take you know to to um say to question the person or to get into their head,It might take a long time to do that because getting inside a person's head takes time.,telephone,neutral,neutral,neutral,129,266,395,0.01193,256
