idx,prompt,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd
305,P3_few_shot,mismatched,"Once constructed, this persisting psychological self serves as an anchor for unique experiences, which are retained easily as long as they become personally meaningful.",Personally meaningful unique experiences are always retained easily.,oup,entailment,contradiction,contradiction,141,3,144,0.0003825
306,P3_few_shot,mismatched,"They need individual support to attend conferences, present papers, publish their works, and keep in touch with others in their fields across the country.",They need individual support to do academic work.,letters,entailment,entailment,entailment,141,3,144,0.0003825
307,P3_few_shot,mismatched,You and I have done some important work together.,We never worked together.,letters,contradiction,contradiction,contradiction,119,3,122,0.0003275
308,P3_few_shot,mismatched," Forge an adult-child relationship based on shared understanding, or intersubjectivity'one in which the adult strives to  connect  with the child by  stretching down  to his or her point of view, thereby helping the child  stretch up  to the adult's more mature perspective.",A child can stretch to see how an adult sees things.,oup,entailment,entailment,entailment,174,3,177,0.000465
309,P3_few_shot,mismatched,For W9's exemplary precision in telling us what vocabulary entries and dictionary entries are is offset by its vagueness about which type of entry its PR-wallahs have counted for their blurb.,"Even though W9 is very accurate in explaining vocabulary and dictionary entries, it is imprecise about on another matter.",verbatim,entailment,entailment,entailment,168,3,171,0.00045
310,P3_few_shot,mismatched,"A robust economy helps by providing job opportunities, but to be honest, most of the people who aren't working today are quite simply the ones who face the greatest obstacles.",Unemployed people have an easier time finding jobs even in a bad economy.,letters,contradiction,contradiction,contradiction,153,3,156,0.0004125
311,P3_few_shot,mismatched,"'  Even though lariat contains its own Spanish article, when we imported it into English, we added another, the English the , to create a literal the la reata , `the the lasso,' and we never think of it as redundancy.","Lariat contains its own Arabic articles, when we imported it into Spanish, we added another the.",verbatim,contradiction,contradiction,contradiction,175,3,178,0.0004675
312,P3_few_shot,mismatched,"The long, disjointed document condemned the Saudi monarchy for allowing the presence of an army of infidels in a land with the sites most sacred to Islam, and celebrated recent suicide bombings of American military facilities in the Kingdom.",The Saudi monarchy has worked respectfully and carefully with the western countries.,nineeleven,contradiction,contradiction,contradiction,164,3,167,0.00044
313,P3_few_shot,mismatched,"My memory is rickety, but I am sure my first recording was labeled MUSKRAT RAMBLE, and I think, though I am less sure, that it was played by the late  Muggsy  Spanier, who was, to my mind, one of the greatest of jazz trumpeters.",Muskrat Ramble was a wonderful and popular song back in the day. ,verbatim,neutral,neutral,neutral,183,1,184,0.0004675
314,P3_few_shot,mismatched,"90 In order to understand how the two agencies interacted eight years later, we will review their missions, command and control structures, and working relationship on the morning of 9/11.","Reviewing their missions, command and control structures will not aid us in understanding their interactions.",nineeleven,contradiction,contradiction,contradiction,159,3,162,0.0004275
315,P3_few_shot,mismatched,"Although I'm a retired person, today I have a beautiful outlook on life because of Indy Reads.",Indy Reads helped me reach my literacy goals.,letters,neutral,neutral,neutral,132,1,133,0.00034
316,P3_few_shot,mismatched,"In Brazil, child street vendors with little or no schooling display sophisticated concepts of classification and equivalence as the result of buying candy from wholesalers, pricing it with the help of adults and experienced peers, and bargaining with customers on city streets.",Children who buy and sell goods develop their social skills more quickly than others.,oup,neutral,neutral,neutral,166,1,167,0.000425
317,P3_few_shot,mismatched,Well that was for Dad.,Dad would appreciate it.,facetoface,neutral,neutral,neutral,115,1,116,0.0002975
318,P3_few_shot,mismatched,Children must  do their own work. ,"Children must never do their own work, it is up to their parents to do it for them.",oup,contradiction,contradiction,contradiction,133,3,136,0.0003625
319,P3_few_shot,mismatched,I liked that part.,I did not enjoy that part at all.,facetoface,contradiction,contradiction,contradiction,118,3,121,0.000325
320,P3_few_shot,mismatched,"However you choose to participate, I know you'll enjoy being a part of the Herron School of Art and Gallery.",You will offer financial support to the Herron School of Art and Gallery.,letters,neutral,neutral,neutral,142,1,143,0.000365
321,P3_few_shot,mismatched,"Um, my mom has because she knows how important it is to me and everything like that and my dad actually two weeks ago when I went home, I don't even remember why I went home, but I went home for something and he's like, he's still trying to convince me to double major.",My father thinks a single major is the best course of action.,facetoface,contradiction,contradiction,contradiction,176,3,179,0.00047
322,P3_few_shot,mismatched,"Um, I'll definitely be ready for the change.",I will absolutely be prepared for the change. ,facetoface,entailment,entailment,entailment,124,3,127,0.00034
323,P3_few_shot,mismatched,"But between water and watt there are fifty-four main entries in Cobuild and 148 in CED . They share such entries as water biscuit and waterworks . But in addition CED alone enters water measurer (a `bug'), Watford (a `town north of London'), etc.","Cobuild had originally included several of the terms included in CED, but removed them for being too niche.",verbatim,neutral,neutral,neutral,185,1,186,0.0004725
324,P3_few_shot,mismatched,Perhaps Aman will sharpen his perspective and techniques and institute such interviews as a regular feature of Maledicta .,It would be a boon if Maledicta had more such interviews.,verbatim,neutral,neutral,neutral,139,1,140,0.0003575
325,P3_few_shot,mismatched,You were called and requested additional information prior to making a pledge or gift to the law school.,"When you were called, you asked to be provided with further details before deciding whether or not to give a gift or make a pledge to the law school.",letters,entailment,entailment,entailment,154,3,157,0.000415
326,P3_few_shot,mismatched,"Uh Asimov, he died about 8 years ago but I still find one or two of his that I hadn't read yet.",I still find Asimov stories that I haven't read before.,facetoface,entailment,entailment,entailment,144,3,147,0.00039
327,P3_few_shot,mismatched,"The other plant (the  quick-line  plant) has production costs that are 10 percent higher than for the regular line, but the manufacturing lead time from the time a production order is placed until a shirt is available in finished goods inventory is two weeks, compared to eleven weeks for the plant with the  regular line. ",The other plant has low production costs but sends out the product to the distribution center at random intervals.,oup,contradiction,contradiction,"The relationship between the premise and the hypothesis is a contradiction. 

The premise states that the other plant has production costs that are 10 percent higher than the regular line, which contradicts the hypothesis that claims the other plant has low production costs. Additionally",190,50,240,0.000975
328,P3_few_shot,mismatched,"Though novel for its open endorsement of indiscriminate killing, Bin Ladin's 1998 declaration was only the latest in the long series of his public and private calls since 1992 that singled out the United States for attack.",The United States was one of Bin Ladin's preferred Western targets along with its allies.,nineeleven,neutral,entailment,entailment,169,3,172,0.0004525
329,P3_few_shot,mismatched,This in turn will help us to increase and even improve the services we offer.,"With this we might even improve the services we offer, as well as increase them by 200 new activities.",letters,neutral,neutral,neutral,142,1,143,0.000365
330,P3_few_shot,mismatched,"You can't take it with you--neither can I, unfortunately.",You are not able to bring it with you. ,verbatim,entailment,entailment,entailment,129,3,132,0.0003525
331,P3_few_shot,mismatched,"As you know, major changes in dental education are under way throughout the country.","There are currently major changes going on around the country regarding dental education,",letters,entailment,entailment,entailment,134,3,137,0.000365
332,P3_few_shot,mismatched,"Help us continue to offer the finest professional art training to our students, the junior and senior high school students enrolled in Saturday School and to all those adults in continuing education courses.",Don't support us in our endeavor to train people in art.,letters,contradiction,contradiction,contradiction,151,3,154,0.0004075
333,P3_few_shot,mismatched,"The NEADS technician who took this call from the FAA immediately passed the word to the mission crew commander, who reported to the NEADS battle  Mission Crew Commander,  Okay, uh, American Airlines is still airborne.",The battle commander tried to devise a strategy to stop the plane.,nineeleven,neutral,neutral,neutral,161,1,162,0.0004125
334,P3_few_shot,mismatched,"Is there anything specific that, uh, you remember about your grandma?",Did you have a grandma?,facetoface,contradiction,entailment,entailment,124,3,127,0.00034
335,P3_few_shot,mismatched,Please give what you can.,You don't have to give anything.,letters,contradiction,contradiction,contradiction,117,3,120,0.0003225
336,P3_few_shot,mismatched,Yet our roots go much deeper.,Yet our roots go further down.,letters,entailment,entailment,entailment,118,3,121,0.000325
337,P3_few_shot,mismatched,"Finally, the cloth must be spread in as many layers of thickness as necessary to achieve the number of units requested or as many as can be properly cut at one time.",The cloth must be spread in a single layer of thickness.,oup,contradiction,contradiction,contradiction,150,3,153,0.000405
338,P3_few_shot,mismatched,"The President told us his instinct was to project calm, not to have the country see an excited reaction at a moment of crisis.",The President said the country shouldn't see an excited reaction during the crisis and that he would project calm.,nineeleven,entailment,entailment,entailment,150,3,153,0.000405
339,P3_few_shot,mismatched,"In general, the definitions in W have been clarified, simplified, and made more precise in L .  Also, the citations in W have either been omitted, where unnecessary, or paraphrased, and sources are not given.",We have not been able to simplify the text. ,verbatim,contradiction,contradiction,contradiction,161,3,164,0.0004325
340,P3_few_shot,mismatched,[A message to businessmen from the Pasco County (Fla.),A statement that must be read immediately by its receiver.,verbatim,neutral,neutral,neutral,129,1,130,0.0003325
341,P3_few_shot,mismatched,Computer images can be viewed on the local area network or even put on the Internet in a secure form.,Computer photos can only be accessed on the local network.,oup,contradiction,contradiction,contradiction,136,3,139,0.00037
342,P3_few_shot,mismatched," Yes, I understand.",I understand that.,nineeleven,entailment,entailment,entailment,114,3,117,0.000315
343,P3_few_shot,mismatched,Make checks payable to Indiana University Foundation.,"If checks are not written to Indiana University Foundation, there will be an issue.",letters,neutral,neutral,neutral,128,1,129,0.00033
344,P3_few_shot,mismatched,Bland slips up when he states it is to  enable him to proceed on his path to the murder of Duncan. ,Bland deftly avoids any discussion of his path to the murder of Duncan.,verbatim,contradiction,contradiction,contradiction,143,3,146,0.0003875
345,P3_few_shot,mismatched,"That same while that I was there at my brother's, we went to look for, the people who owned land, to see if they would give me, pasture land for the animals.",My animals were going to graze peacefully on the land.,facetoface,neutral,neutral,neutral,154,1,155,0.000395
346,P3_few_shot,mismatched,What a contrast from the city she'd left a few miles back.,She didn't leave the city a few miles back.,letters,contradiction,contradiction,contradiction,127,3,130,0.0003475
347,P3_few_shot,mismatched,You may remember bumping into me somewhere along your path through college.,You had a conversation with me during college,letters,neutral,neutral,neutral,127,1,128,0.0003275
348,P3_few_shot,mismatched,"But after September 1996, when first Jalalabad and then Kabul fell to the Taliban, Bin Ladin cemented his ties with them.",Bin Ladin knew what he was doing in Jalalabad.,nineeleven,neutral,neutral,neutral,147,1,148,0.0003775
349,P3_few_shot,mismatched," Turning a corner of the Mazza Gallerie into a women's tennis store, I was startled to see ...",The Gallerie was much nicer than the shoe store. ,verbatim,neutral,neutral,neutral,140,1,141,0.00036
350,P3_few_shot,mismatched,"As you know, SEND is a neighborhood-based organization investing in Greater Fountain Square's housing, youth, and economic future.",SEND invests in the Greater Fountain Square area.,letters,entailment,entailment,entailment,137,3,140,0.0003725
351,P3_few_shot,mismatched,"For Indianapolis, that public university must be IUPUI.",IUPUI is a public university.,letters,entailment,entailment,entailment,124,3,127,0.00034
352,P3_few_shot,mismatched,"Recently in Chambers I came across the adjective perjink , a Scots word given also in Collins , but not in any of the other desk dictionaries I  it means   finical. ",The adjective perjink is a Scottish word found in Chambers.,verbatim,entailment,entailment,entailment,155,3,158,0.0004175
353,P3_few_shot,mismatched,"In Algeria, where in 1991 Islamists seemed almost certain to win power through the ballot box, the military preempted their victory, triggering a brutal civil war that continues today.",Islamists won power in Algeria in 1991.,nineeleven,contradiction,contradiction,contradiction,153,3,156,0.0004125
354,P3_few_shot,mismatched,Please call Sharyl Hamblen at 921-2049 or Kim Gattle at 921-2056 if you have any questions.,Call Sharyl or Kim with any questions.,letters,entailment,entailment,entailment,142,3,145,0.000385
355,P3_few_shot,mismatched,"Because my whole first year, I didn't work.",I did not have anytime for a job my first year of college.,facetoface,neutral,entailment,entailment,128,3,131,0.00035
356,P3_few_shot,mismatched,But the situation soon ,The situation soon. ,verbatim,entailment,neutral,neutral,114,1,115,0.000295
357,P3_few_shot,mismatched,"At 9:03, they would see another aircraft strike the World Trade Center.",Most people saw another plane hit the World Trade Center.,nineeleven,neutral,neutral,Neutral,132,1,133,0.00034
358,P3_few_shot,mismatched,"Earlier, on page 49, we learnt about Agnodice,  who lived to become the world's first known woman gynaecologist,  in the fourth century BC.","We have already read about the world's first known woman gynecologist, Agnodice.",verbatim,entailment,entailment,entailment,158,3,161,0.000425
359,P3_few_shot,mismatched,Girl Scouting benefits Parent/child relationships.,Young girls that take part grow stronger bonds with their parents.,letters,entailment,entailment,entailment,125,3,128,0.0003425
360,P3_few_shot,mismatched,Perhaps present water called for some stylistic celebration.,Present water called for celebration because they were so thirsty.,verbatim,neutral,neutral,neutral,125,1,126,0.0003225
361,P3_few_shot,mismatched,"One common way of measuring inventory is to calculate the I/S ratio'that is, the ratio of total finished good inventories to total sales.",The I/S ratio is the ratio of total sales to total good inventories.,oup,contradiction,contradiction,contradiction,147,3,150,0.0003975
362,P3_few_shot,mismatched,Here the answer is a definite yes.,The answer is no.,oup,contradiction,contradiction,contradiction,117,3,120,0.0003225
363,P3_few_shot,mismatched,"So I didn't like that at first, and then, of course, you know, as the story unfolded, you would, uh, relate that to your own experiences of being afraid and, and learning to conquer those fears and that kind of thing.",The story was of Jack and the Beanstalk. I was afraid of Jacks.,facetoface,neutral,neutral,neutral,172,1,173,0.00044
364,P3_few_shot,mismatched,"Oh yeah, I want to quit early today.",I am quitting early today for an emergency.,facetoface,neutral,neutral,neutral,123,1,124,0.0003175
365,P3_few_shot,mismatched,"Yes, he said.",He didn't say a word.,facetoface,contradiction,contradiction,contradiction,115,3,118,0.0003175
366,P3_few_shot,mismatched,"Fulfilling his bargain with Turabi, Bin Ladin used his construction company to build a new highway from Khartoum to Port Sudan on the Red Sea coast.",Bin Ladin used his construction company to construct a highway between the city to the airport to make travel easier.,nineeleven,neutral,contradiction,contradiction,160,3,163,0.00043
367,P3_few_shot,mismatched,Proposition 3 The assembly room'the traditional focus of attention for industry competitiveness'can provide competitive benefits only if other more fundamental changes in manufacturing practice have been introduced.,Changing the manufacturing practice allows the industry to focus on competitiveness.,oup,entailment,neutral,neutral,149,1,150,0.0003825
368,P3_few_shot,mismatched,"The Branch's goals focus on increasing the percentage of youth  Grow into mentally and physically healthy adults; Know how to structure their lives in ways that produce meaning and enjoyment; Plan their high school program to allow them to qualify for future higher education, even if the current goals are vocational; Use non-violent conflict resolution skills when needed; Reach adulthood without being involved in alcohol, tobacco and other drug use; Are able to develop and achieve their goals and aspirations.",The Branch has several goals revolving around helping youths.,letters,entailment,entailment,entailment,206,3,209,0.000545
369,P3_few_shot,mismatched,"How about um, your motorcycle?",What about the motorcycle you have? ,facetoface,entailment,entailment,entailment,119,3,122,0.0003275
370,P3_few_shot,mismatched,"People like 74-year-old Margaret, who keeps active by playing bridge and taking classes in Spanish, aerobics and sewing at Heritage Place.","Margaret keeps active by taking classes, exercising and playing games at Heritage Place, she is 74 and sharp as a tack.",letters,entailment,neutral,"The relationship between the premise and the hypothesis is ""neutral."" 

The premise provides information about Margaret's activities and age, but it does not explicitly confirm or deny the hypothesis's claim that she is ""sharp as a tack."" The hypothesis introduces an additional",157,50,207,0.0008925
371,P3_few_shot,mismatched,"This one-time staple has been replaced by shirts of dizzying diversity in fabric, design, and style, providing the final consumer with a huge assortment of shirts while exposing retailers and manufacturers to increased risk of holding large volumes of unsold goods.",Final consumers have less diversity in choices of shirts these days.,oup,contradiction,contradiction,contradiction,164,3,167,0.00044
372,P3_few_shot,mismatched,"Well, thank you for being part of this study",We regret to inform you that you do not qualify for this study.,facetoface,contradiction,contradiction,contradiction,129,3,132,0.0003525
373,P3_few_shot,mismatched,"With its roots in Taylorism, each PBS task is given a target time or  SAM (Standard Allocated Minutes).","Thanks to Taylorism, each PBS task is assigned Standard Allocated Minutes (SAM).",oup,entailment,entailment,entailment,145,3,148,0.0003925
374,P3_few_shot,mismatched,"This organization's structure included as its operating arms an intelligence component, a military committee, a financial committee, a political committee, and a committee in charge of media affairs and propaganda.",The largest branch was its political committee.,nineeleven,neutral,neutral,neutral,147,1,148,0.0003775
375,P3_few_shot,mismatched,and that sounds like good ad copy to me.,That ad copy does not sound good to me.,verbatim,contradiction,contradiction,contradiction,124,3,127,0.00034
376,P3_few_shot,mismatched,How about I used to read you stories a lot.,I used to read stories to you a fair bit.,facetoface,entailment,entailment,entailment,126,3,129,0.000345
377,P3_few_shot,mismatched,"The remaining 20 percent are either invented ( laser, bogus, splurge ) or have been borrowed from more than 200 other languages or dialects from Arabic to Zulu.",The last 20 percent is either made up or taken from other languages.,verbatim,entailment,entailment,entailment,155,3,158,0.0004175
378,P3_few_shot,mismatched,"Gradually, spike one's guns came to mean `frustrate the enemy by blocking his intended plan of action.","Spiking one's guns  came to mean "" to kiss your enemy.""",verbatim,contradiction,contradiction,contradiction,141,3,144,0.0003825
379,P3_few_shot,mismatched,"Both set off the alarm, and they were directed to a second metal detector.","There was no alarm triggered, and there were no metal detectors..",nineeleven,contradiction,contradiction,contradiction,133,3,136,0.0003625
380,P3_few_shot,mismatched,A Stitch in Time uses the U.S. apparel story to highlight the transformation of retailing and manufacturing across the board.,A Stitch in Time is a magazine company.,oup,neutral,neutral,neutral,137,1,138,0.0003525
381,P3_few_shot,mismatched,I guess I read a lot of classic comics.,I like to read the classic comics over the more modern ones.,facetoface,neutral,neutral,neutral,127,1,128,0.0003275
382,P3_few_shot,mismatched,"Although a seemingly mundane, tactical aspect of business, a firm's inventory strategy reflects its approach to managing risk.",It is possible to determine a firm's risk management philosophy by examining their inventory strategy.,oup,entailment,entailment,entailment,141,3,144,0.0003825
383,P3_few_shot,mismatched,"When Isaac Bashevis Singer was awarded the Nobel Prize for Literature in 1978, he remarked in his acceptance ",The Nobel Prize is an award that is highly looked upon.,verbatim,neutral,neutral,neutral,140,1,141,0.00036
384,P3_few_shot,mismatched,Another book that I read recently is very interesting books The Journals of Lewis and Clark.,I recently read The Journals of Lewis and Clark.,facetoface,entailment,entailment,entailment,133,3,136,0.0003625
385,P3_few_shot,mismatched,Won't you be a part of extending the promise with your gift today?,Will you contribute to us today/,letters,entailment,neutral,neutral,126,1,127,0.000325
386,P3_few_shot,mismatched,Then watch your gift multiply.,Watch your gift dwindle. ,letters,contradiction,contradiction,contradiction,117,3,120,0.0003225
387,P3_few_shot,mismatched,"Some time ago, Texans picked up a speech habit that is being acquired by the rest of the country.",The Texan people mimicked the accent of the rest of Americans,verbatim,contradiction,contradiction,contradiction,139,3,142,0.0003775
388,P3_few_shot,mismatched,It was about seven or eight feet tall.,It was approximately seven or eight feet tall. ,facetoface,entailment,entailment,entailment,123,3,126,0.0003375
389,P3_few_shot,mismatched,Counting definitions is a start.,A start is counting definitions.,verbatim,entailment,entailment,entailment,116,3,119,0.00032
390,P3_few_shot,mismatched,"Kmart became the first major nonfood retailer to employ them as a means of tracking inventory in the early 1980s, several years before Walton made this technology a core building block of his distribution system.",Kmart was the first major retailer to track inventory in the early 1980s using the new distribution system.,oup,entailment,contradiction,contradiction,169,3,172,0.0004525
391,P3_few_shot,mismatched, Kid  Ory played great jazz trombone.,Kid played jazz music in clubs.,verbatim,neutral,entailment,entailment,122,3,125,0.000335
392,P3_few_shot,mismatched,Its institutions take many forms and survive under many different political regimes.,Its institutions survive only under one type of political regime.,verbatim,contradiction,contradiction,contradiction,128,3,131,0.00035
393,P3_few_shot,mismatched,The Maennerchor Society brings together persons who share a desire to provide enduring and generous support for the law school.,The Maennerchor Society does not place much importance on fundraising for the school.,letters,contradiction,contradiction,contradiction,145,3,148,0.0003925
394,P3_few_shot,mismatched,Fifty-six passengers boarded the flight.,"On the flight, there were 56 passengers.",nineeleven,entailment,entailment,entailment,121,3,124,0.0003325
395,P3_few_shot,mismatched,"Mr. Delaney is a victim of the confusion so often experienced by Latin students between the gerund, which is a neuter noun, active in meaning, and the gerundive, which is an adjective of similar form, but passive in meaning.",In Latin garund is a passive verb.,verbatim,contradiction,contradiction,contradiction,164,3,167,0.00044
396,P3_few_shot,mismatched,"We count on your continuing interest in Sudden Infant Death Syndrome, the SIDS Alliance and our programs.",Your donation won't help us fight SIDS>,letters,contradiction,contradiction,contradiction,134,3,137,0.000365
397,P3_few_shot,mismatched,The Herron School of Art and Gallery at IUPUI is contemporary art!,The Herron School of Art is fantastic at contemporary art.,letters,neutral,neutral,neutral,132,1,133,0.00034
398,P3_few_shot,mismatched,The colors of the blouse can be changed with a few computer steps.,This is the only computer program that designers use when changing garment colors.,oup,neutral,neutral,neutral,132,1,133,0.00034
399,P3_few_shot,mismatched,"Perhaps one day we shall find an Etruscan library, buried deep in the Italian countryside; but for the present, we have to make do with what we have, which is precious little.","We have to complain and ask for more, as what we have now is not enough.",verbatim,contradiction,contradiction,contradiction,162,3,165,0.000435
0,P4_few_shot_cot,mismatched,"As it began, some of the hijackers-most likely Wail al Shehri and Waleed al Shehri, who were seated in row 2 in first class-stabbed the two unarmed flight attendants who would have been preparing for cabin service.",The hijackers were planning on attacking the nation.,nineeleven,neutral,neutral,neutral,183,1,184,0.0004675
1,P4_few_shot_cot,mismatched,"By 10:45 there was, however, another set of fighters circling Washington that had entirely different rules of engagement.",Reports of any fighters in the airspace over Washington on that day are incorrect. ,nineeleven,contradiction,contradiction,contradiction,161,3,164,0.0004325
2,P4_few_shot_cot,mismatched,"Under Boolean algebra , W has the  a set that is closed under the two commutative binary operations and that can be described by any of various systems of postulates all of which can be deduced from the postulates that an identity element exists for each operation, that each operation is distributive over the other, and that for every element in the set there is another element which when combined with the first under one of the operations yields the identity element of the other operation&lt;under the operations of taking intersections and unions, the subsets of a given set form a Boolean algebra","Boolean algebra is formed from the subsets of a given set, and under Boolean algebra certain sets are closed underneath two commutative binary options that are described by systems of postulates, which can be calculated from the postulates which identify elements that exist for each specific operation.",verbatim,entailment,entailment,entailment,290,3,293,0.0007549999999999
3,P4_few_shot_cot,mismatched,"Center staff assists with the housing search, school decisions, drivers' licenses, leisure time activities, and daycare.","Assistance with housing searches, school decisions, driver's licensing and other matters are not  available from center staff.",letters,contradiction,contradiction,contradiction,162,3,165,0.000435
4,P4_few_shot_cot,mismatched,The Command Center told Cleveland that FAA personnel well above them in the chain of command had to make the decision to seek military assistance and were working on the issue.,Cleveland did not believe what they were told by the .,nineeleven,neutral,neutral,neutral,162,1,163,0.000415
5,P4_few_shot_cot,mismatched,"The reasons are technical, arising from the way the software processed radar information, as well as from poor primary radar coverage where American 77 was flying.",The plane was not properly checked before takeoff.,nineeleven,neutral,neutral,neutral,159,1,160,0.0004075
6,P4_few_shot_cot,mismatched,Moscow declared it would pull its military forces out of Afghanistan within the next nine months.,Moscow declared it prudent to leave all military forces in Afghanistan.,nineeleven,contradiction,contradiction,contradiction,148,3,151,0.0004
7,P4_few_shot_cot,mismatched,Make-believe play is yet another.,Pretend play is yet another.,oup,entailment,entailment,entailment,134,3,137,0.000365
8,P4_few_shot_cot,mismatched,I'm going to do Education now.,I will be doing Education from now on. ,facetoface,entailment,entailment,entailment,136,3,139,0.00037
9,P4_few_shot_cot,mismatched,"However, even for a basic product like blue jeans, it is unlikely that all these assumptions will hold.",Assumptions rarely hold.,oup,entailment,neutral,neutral,146,1,147,0.000375
10,P4_few_shot_cot,mismatched,(Tries to insert a piece in the wrong place),They didn't try putting the piece in the wrong place.,oup,contradiction,contradiction,contradiction,142,3,145,0.000385
11,P4_few_shot_cot,mismatched,Only written or printed Chinese provides the glue to hold the Babel together.,"Only written or printed Chinese holds the Babel together, but the words are sometimes written in invisible ink.",verbatim,neutral,neutral,neutral,153,1,154,0.0003925
12,P4_few_shot_cot,mismatched,"A decade of conflict in Afghanistan, from 1979 to 1989, gave Islamist extremists a rallying point and training field.",There was a lot of conflict in Afghanistan which make Islamist extremists able to recruit millions.,nineeleven,neutral,neutral,neutral,163,1,164,0.0004175
13,P4_few_shot_cot,mismatched,That one time you were trying to take that floor joist.,"That time your were trying to take that floor joist, my brother was there too.",facetoface,neutral,neutral,neutral,150,1,151,0.000385
14,P4_few_shot_cot,mismatched,His generous contribution to dentistry in 1971 has helped twenty-five orthodontic students so far to meet educational expenses; and more students will receive scholarships this year.,"So far, twenty five orthodontic students have benefited from his contribution.",letters,entailment,entailment,entailment,165,3,168,0.0004425
15,P4_few_shot_cot,mismatched,Although I do enjoy Spring and March here.,"I wish winter would come already, spring is getting tiring.",facetoface,contradiction,neutral,neutral,140,1,141,0.00036
16,P4_few_shot_cot,mismatched,"W follows the (useful) practice of listing a shortened pronunciation key on each right-hand page; L 's failure to do so is a disadvantage, notwithstanding the simplicity of their system, for the user must ferret about to find the description given on page xxii to clarify any question.","W has no pronunciation guide at all, while L provides one on every page.",verbatim,contradiction,contradiction,contradiction,194,3,197,0.000515
17,P4_few_shot_cot,mismatched,All were convinced that anything so compelling and engrossing in the life of the young child must be profoundly significant.,Everyone believed that anything so engulfing to a child must be very important.,oup,entailment,entailment,entailment,156,3,159,0.00042
18,P4_few_shot_cot,mismatched,"There is really no excuse, Fowler says (not he says!)",There's no excuse for how he acted.,verbatim,neutral,neutral,neutral,140,1,141,0.00036
19,P4_few_shot_cot,mismatched,"Beginning at 8:52, the controller made repeated attempts to reach the crew of United 175.",The controller had tried to reach the crew of United 175.,nineeleven,entailment,entailment,entailment,153,3,156,0.0004125
20,P4_few_shot_cot,mismatched,"And just as important, I invite you to renew your partnership with The Salvation Army by sending a contribution, once again, today.",Your donation to The Salvation Army is important. ,letters,entailment,entailment,entailment,155,3,158,0.0004175
21,P4_few_shot_cot,mismatched,"In British English it is no longer considered a solecism to use the plurals they, their, them, theirs as a generalized pronoun for words like eyeryone, everybody, anyone, anybody , etc.","It is still a grammatical mistake to use the plurals they, their, them, theirs as a generalized pronoun for words like eyeryone, everybody, anyone, anybody , etc.",verbatim,contradiction,contradiction,contradiction,201,3,204,0.0005325
22,P4_few_shot_cot,mismatched,Crisis managers at the FAA and the airlines did not yet act to warn other aircraft.,Other aircraft in flight had yet to be warned by the FAA.,nineeleven,entailment,entailment,entailment,149,3,152,0.0004025
23,P4_few_shot_cot,mismatched,"Woolf identified but did not describe  a woman's sentence  and, in the same text, wrote of women ancestors (for example, Shakespeare's putative sister) who was silent, silenced by a society dominated by men.",Shakespeare wrote about women's dominance in human society.,verbatim,contradiction,contradiction,contradiction,174,3,177,0.000465
24,P4_few_shot_cot,mismatched,They were armed and under NORAD's control.,They were going into the air blind and had to make decisions on their own.,nineeleven,contradiction,contradiction,contradiction,145,3,148,0.0003925
25,P4_few_shot_cot,mismatched,words = terms (synonym) perverse = flag for anagram anagram of `terms' = MSTER the first person = ADAM without = outside (!) ADAM outside MSTER = AMSTERDAM,"First person is ADAM without outside, second person is EVE. ",verbatim,neutral,neutral,neutral,177,1,178,0.0004525
26,P4_few_shot_cot,mismatched,Concerns over the safety of other aircraft began to mount.,"The safety of the other aircraft was ensured, there were no concerns.",nineeleven,contradiction,contradiction,contradiction,145,3,148,0.0003925
27,P4_few_shot_cot,mismatched,"Often, an entry offers nothing in the way of etymology and merely explains the meaning.",An entry merely explains the meaning and doesn't offer anything in the way of etymology.,verbatim,entailment,entailment,entailment,156,3,159,0.00042
28,P4_few_shot_cot,mismatched,I still read history.,I still read history books every month.,facetoface,neutral,neutral,neutral,132,1,133,0.00034
29,P4_few_shot_cot,mismatched,"In August 1996, Bin Ladin had issued his own self-styled fatwa calling on Muslims to drive American soldiers out of Saudi Arabia.",Bin Ladin urged that Americans be driven from Saudi Arabia.,nineeleven,entailment,entailment,entailment,161,3,164,0.0004325
30,P4_few_shot_cot,mismatched,He said he had not heard any prior discussion on the subject with the President.,The President was talking about other things to him.,nineeleven,neutral,neutral,neutral,145,1,146,0.0003725
31,P4_few_shot_cot,mismatched,"Instead, the Department established the Joint Forces Command, located at Norfolk, Virginia, making it responsible for military response to domestic emergencies, both natural and man-made.",The Department established the Joint Forces Command in Virginia to help the Army respond to hurricanes better.,nineeleven,entailment,neutral,neutral,169,1,170,0.0004325
32,P4_few_shot_cot,mismatched,The Concise Oxford allows both pronunciations.,The Concise Oxford only provides single word pronunciations.,verbatim,contradiction,contradiction,contradiction,139,3,142,0.0003775
33,P4_few_shot_cot,mismatched,Just how does imaginative play help children distinguish ideas from the enticing stimuli around them and use thought to guide behavior?,Does imaginative play help children form their own ideas?,oup,neutral,neutral,neutral,151,1,152,0.0003875
34,P4_few_shot_cot,mismatched,"OK, how about you Mom?","Mom, why are you not listening to me?",facetoface,neutral,neutral,neutral,136,1,137,0.00035
35,P4_few_shot_cot,mismatched,Let's get it right.,We have to do this correctly.,verbatim,entailment,entailment,entailment,131,3,134,0.0003575
