idx,hybrid,set,premise,hypothesis,genre,label_true,label_pred,source,avg_conf,deb_preds,tokens,cost_usd
585,v5_ensemble_gate,matched,He touched it and felt his skin swelling and growing hot.,His skin was cold and clammy.,fiction,contradiction,contradiction,ensemble,0.9999035994211832,contradiction|contradiction|contradiction,0,0.0
586,v5_ensemble_gate,matched,"And then I was off, the world exploding behind me.","After I set off the bomb, the world exploded.",fiction,neutral,neutral,ensemble,0.9988173842430116,neutral|neutral|neutral,0,0.0
587,v5_ensemble_gate,matched,You did not understand that he believed Mademoiselle Cynthia guilty of the crime?,He believed Mademoiselle Cynthia guiltyand you were unaware?,fiction,entailment,entailment,ensemble,0.9966798623402914,entailment|entailment|entailment,0,0.0
588,v5_ensemble_gate,matched,would you barbecue a turkey or a chicken or,Would you cook a turkey or chicken in a barbecue?,telephone,entailment,entailment,ensemble,0.9959460298220316,entailment|entailment|entailment,0,0.0
589,v5_ensemble_gate,matched,Ca'daan heard the Kal grunt and felt the horse lift.,Ca'daan was concerned about the grunting Kal.,fiction,neutral,neutral,ensemble,0.99557759364446,neutral|neutral|neutral,0,0.0
590,v5_ensemble_gate,matched,Another unit was added on to the communal dwelling each time a marriage created a new family.,A new unit is put on the communal dwelling every instance a new family was created through marriage.,travel,entailment,entailment,ensemble,0.9985296328862509,entailment|entailment|entailment,0,0.0
591,v5_ensemble_gate,matched,"A detailed English explanation of the plot is always provided, and wireless recorded commentary units are sometimes available.","A detailed plot, written in English, is always available and an audio commentary is sometimes available.",travel,entailment,entailment,ensemble,0.99648650487264,entailment|entailment|entailment,0,0.0
592,v5_ensemble_gate,matched,"I didn't get it at the time."" The thought saddened him a little, for it seemed to prove that Mrs. Vandemeyer and the girl were on intimate terms.",Everyone already knew about Mrs. Vandemeyer and the girl.,fiction,contradiction,neutral,api,0.9653935233751932,contradiction|neutral|contradiction,293,0.0026849999999999
593,v5_ensemble_gate,matched,and you fry them with garlic and a little bit of couple dashes of hot pepper,To cook them you use garlic and a little bit of hot pepper.,telephone,entailment,entailment,ensemble,0.9982192317644756,entailment|entailment|entailment,0,0.0
594,v5_ensemble_gate,matched,"Hindus then went on the rampage through Sikh communities, resulting in a round of communal violence.",Hindus brutally slaughtered Sikhs on a rampage through Sikh communities.,travel,neutral,neutral,ensemble,0.9980575640996298,neutral|neutral|neutral,0,0.0
595,v5_ensemble_gate,matched,"For a half millennium or more, Madrid idled as a provincial backwater, rarely noticed on the arid central plains of Castile, until Felipe II plucked it from his royal cap in 1561 and proclaimed it the capital of Spain.",Felipe II decided that Madrid should remain a province.,travel,contradiction,contradiction,ensemble,0.9998924533526102,contradiction|contradiction|contradiction,0,0.0
596,v5_ensemble_gate,matched,"In addition, we supported the creation of a 250-page Poverty Law Manual that introduces advocates to the fundamentals of poverty law.",A poverty law fundamentals manual was created.,government,entailment,entailment,ensemble,0.9973569711049398,entailment|entailment|entailment,0,0.0
597,v5_ensemble_gate,matched,"Under the leadership of Henry the Navigator, caravels set out from the westernmost point of the Algarve, in southern Portugal, in search of foreign lands, fame, and wealth.",Expeditions left the Algarve in southern Portugal in order to discover new countries and create fortunes.,travel,entailment,entailment,ensemble,0.9857220451037088,entailment|entailment|entailment,0,0.0
598,v5_ensemble_gate,matched,"But Japan was reluctant to sue for peace because the Allies were demanding unconditional surrender with no provision for maintaining the highly symbolic role of the emperor, still considered the embodiment of Japan's spirit and divine origins.",The Allies didn't care about peace.,travel,neutral,neutral,api,0.9261505603790284,contradiction|neutral|contradiction,297,0.0027249999999999002
599,v5_ensemble_gate,matched,"So it has gone, with conspiracism playing a role in crisis after crisis.",Conspiracy skips out on some crises ,slate,contradiction,contradiction,api,0.8838888009389242,neutral|neutral|contradiction,237,0.0009675
600,v5_ensemble_gate,matched,oh yeah all all mine are uh purebreds so i keep them in,mine are all mixed breeds,telephone,contradiction,contradiction,ensemble,0.9996379415194192,contradiction|contradiction|contradiction,0,0.0
601,v5_ensemble_gate,matched,Such experience better enables the CIOs to work with business managers to build a shared vision for meeting mission needs.,They have put in a lot of time and effort.,government,neutral,neutral,ensemble,0.99973859389623,neutral|neutral|neutral,0,0.0
602,v5_ensemble_gate,matched,um i know that i had heard that uh McDonald's has gotten so much flack about sending their hot foods out in the Styrofoam that they are going to work on something,"They are not going to work on anything, because McDonald's is perfect.",telephone,contradiction,contradiction,ensemble,0.9998445312182108,contradiction|contradiction|contradiction,0,0.0
603,v5_ensemble_gate,matched," Dinghies are available for hire from the marinas at Tel Aviv, Jaffa, Akko, Netanya, and Nahariya.","Excellent quality dinghies are rent-able for the marinas at Tel Aviv, Jaffa, Akko, Akko, Netanya, and Nahariya.",travel,neutral,unknown,api,0.8481195370356241,entailment|neutral|neutral,343,0.0031149999999999997
604,v5_ensemble_gate,matched,We always knew it was an outside chance.,We felt it was definitely going to happen.,fiction,contradiction,contradiction,ensemble,0.9995064536730448,contradiction|contradiction|contradiction,0,0.0
605,v5_ensemble_gate,matched,because i always had to do it and so i just pay someone else to do it and they do the they do the cutting they fertilize they um edge and um i think this year i'm going to have some landscaping put in,"I am going to have someone landscape, since I always have someone do it. ",telephone,entailment,entailment,ensemble,0.9968257347742716,entailment|entailment|entailment,0,0.0
606,v5_ensemble_gate,matched,"The final rule was determined to be an economically significant regulatory action by the Office of Management and Budget and was approved by OMB as complying with the requirements of the Order on March 26, 1998.",The final rule was declared an economically significant regulator action.,government,entailment,entailment,ensemble,0.9985613624254862,entailment|entailment|entailment,0,0.0
607,v5_ensemble_gate,matched,"The results of the sheepshead minnow, Cyprinodon variegatus, inland silverside, Menidia beryllina, or mysid, Mysidopsis bahia, tests are acceptable if survival in the controls is 80 percent or greater.",The need for high survival rates is to ensure the highest quality of results.,government,neutral,neutral,ensemble,0.9989289244016012,neutral|neutral|neutral,0,0.0
608,v5_ensemble_gate,matched,and they just put instructors out there and you you sign up for instruction and they just give you an arm band and if you see an instructor who's not doing anything you just tap him on the shoulder and ask him questions and they'll show you things,"The instructors are really good at helping, and are always available. ",telephone,neutral,neutral,api,0.9940835038820902,contradiction|neutral|neutral,311,0.002785
609,v5_ensemble_gate,matched,Ca'daan saw confidence flow back into the young man.,Ca'daan saw the man lose all confidence.,fiction,contradiction,contradiction,ensemble,0.9999035000801086,contradiction|contradiction|contradiction,0,0.0
610,v5_ensemble_gate,matched,and not only is it you know trouble to have to drive but it takes time away from your home and your family when you're out driving,Driving is difficult because it is time consuming.,telephone,entailment,neutral,api,0.9395862420399984,neutral|entailment|entailment,306,0.002865
611,v5_ensemble_gate,matched,yeah well that's not really immigration,That is not immigration.,telephone,entailment,entailment,ensemble,0.9974396228790284,entailment|entailment|entailment,0,0.0
612,v5_ensemble_gate,matched,"Strange as it may seem to the typical household, capital gains on its existing assets do not contribute to saving as measured in NIPA.",NIPA considers cat fur when it defines savings.,government,contradiction,contradiction,api,0.879272977511088,neutral|neutral|contradiction,273,0.0012374999999999
613,v5_ensemble_gate,matched,Endorphins were flowing.,My endorphins were flowing.,fiction,entailment,neutral,api,0.8981505831082662,entailment|entailment|neutral,241,0.0010975
614,v5_ensemble_gate,matched,oh it's fun i call,"I call, oh, it is fun.",telephone,entailment,entailment,ensemble,0.9981295267740884,entailment|entailment|entailment,0,0.0
615,v5_ensemble_gate,matched,"And if, as ultimately happened, no settlement resulted, we could shrug our shoulders, say, 'Hey, we tried,' and act like unsuccessful brokers to an honorable peace.",A settlement as reached that both sides were happy with.,slate,contradiction,contradiction,ensemble,0.9990278283754984,contradiction|contradiction|contradiction,0,0.0
616,v5_ensemble_gate,matched,they ought to take all them little misdemeanor people let them go let them go,they should let go the people in jail for misdemeanors,telephone,entailment,entailment,ensemble,0.9880786538124084,entailment|entailment|entailment,0,0.0
617,v5_ensemble_gate,matched,"All of the islands are now officially and proudly part of France, not colonies as they were for some three centuries.",The islands were not allowed to join France.,travel,contradiction,contradiction,ensemble,0.9987114667892456,contradiction|contradiction|contradiction,0,0.0
618,v5_ensemble_gate,matched,aCondition Assessment Survey (CAS).,CAS is a test that qualifies new recruits.,government,neutral,neutral,ensemble,0.9994859298070272,neutral|neutral|neutral,0,0.0
619,v5_ensemble_gate,matched,"In Texas, the ability to produce fairly stated external financial reports was only the first step in building a more effective, resultsoriented government.",There are many steps when it comes to building a more effective results oriented government in texas,government,entailment,neutral,api,0.978878378868103,neutral|entailment|entailment,315,0.00291
620,v5_ensemble_gate,matched,eThe number of deletions was negligible.,The huge number of deletions caused a ruckus.,government,contradiction,contradiction,ensemble,0.9999070763587952,contradiction|contradiction|contradiction,0,0.0
621,v5_ensemble_gate,matched,"We'll be the first to admit we make mistakes, but most of those are bureaucratic.",We make mostly bureaucratic mistakes; other types are rare.,government,entailment,neutral,ensemble,0.9868936538696288,neutral|neutral|neutral,0,0.0
622,v5_ensemble_gate,matched,I did so.,I did what I was told to do.,fiction,neutral,neutral,ensemble,0.9971514741579692,neutral|neutral|neutral,0,0.0
623,v5_ensemble_gate,matched," ""Give it to me."" He handed it to her.",She had an impatient tone when she spoke to him.,fiction,neutral,neutral,ensemble,0.9857169389724731,neutral|neutral|neutral,0,0.0
624,v5_ensemble_gate,matched,The conspiracy-minded allege that the chains also leverage their influence to persuade the big publishers to produce more blockbusters at the expense of moderate-selling books.,"Big publishers want to produce more high budget films, even if that means badly selling books.",slate,neutral,entailment,ensemble,0.9867826302846272,entailment|entailment|entailment,0,0.0
625,v5_ensemble_gate,matched,"According to Jane Langmuir, director of the project, water and heat come together and create a totally new appliance.",Jane Langmuir was not involved with the project in any way.,slate,contradiction,contradiction,ensemble,0.9999659856160482,contradiction|contradiction|contradiction,0,0.0
626,v5_ensemble_gate,matched,"Huntington--like Buchanan--claims not to be a cultural  He is defending the integrity of all cultures, theirs and ours.",They may be defending other cultures despite not wanting to.,slate,neutral,neutral,ensemble,0.9888518452644348,neutral|neutral|neutral,0,0.0
627,v5_ensemble_gate,matched,It was going to be a hot day. ,It was going to get very warm that day.,fiction,entailment,entailment,ensemble,0.9933281540870668,entailment|entailment|entailment,0,0.0
628,v5_ensemble_gate,matched,"On Fox News Sunday , host Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.",Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.,slate,entailment,entailment,ensemble,0.9940836628278096,entailment|entailment|entailment,0,0.0
629,v5_ensemble_gate,matched,"By seeding packs with a few high-value cards, the manufacturer is encouraging kids to buy Pokemon cards like lottery tickets.",Each Pokemon card pack is filled with every rare card a kid could want.,slate,contradiction,contradiction,api,0.8814313809076945,contradiction|contradiction|neutral,285,0.0026449999999999998
630,v5_ensemble_gate,matched,"The South African priest who invited Clinton to do so is quoted in the paper as saying that once Clinton stood up, he was thinking about how much embarrassment it would have caused him by my saying, please sit down.",A South African priest once invited Clinton to do so in quoted paper. ,slate,entailment,entailment,ensemble,0.9976160327593484,entailment|entailment|entailment,0,0.0
631,v5_ensemble_gate,matched," The equipment you need for windsurfing can be hired from the beaches at Tel Aviv (marina), Netanya, Haifa (at Bat Galim beach), Tiberias, and Eilat.",You can hire the equipment needed for windsurfing at Bat Galim Beach. ,travel,entailment,entailment,ensemble,0.9964735706647238,entailment|entailment|entailment,0,0.0
632,v5_ensemble_gate,matched,Workers are also represented in civil rights and retaliation claims.,There is no representation for workers.,government,contradiction,contradiction,ensemble,0.9999504486719768,contradiction|contradiction|contradiction,0,0.0
633,v5_ensemble_gate,matched,Inside are leather-bound regimental books with each serviceperson's name duly inscribed.,The books don't mention individual names.,travel,contradiction,contradiction,ensemble,0.9997917612393696,contradiction|contradiction|contradiction,0,0.0
634,v5_ensemble_gate,matched,"Once there, he or she must alight from the vehicle and proceed to the mailbox, then return to the vehicle, turn it around and proceed to the road.","If there is no mailbox, they don't have to get out of the vehicle.",government,neutral,neutral,api,0.8582900166511536,contradiction|neutral|contradiction,298,0.002725
635,v5_ensemble_gate,matched,There are two challengers to these top dogs.,These top dogs face two challenges.,slate,entailment,entailment,ensemble,0.997834344704946,entailment|entailment|entailment,0,0.0
636,v5_ensemble_gate,matched,"For more than 26 centuries it has witnessed countless declines, falls, and rebirths, and today continues to resist the assaults of brutal modernity in its time-locked, color-rich historical center.","The historical center is quite new, and rather bland.",travel,contradiction,contradiction,ensemble,0.9998965462048848,contradiction|contradiction|contradiction,0,0.0
637,v5_ensemble_gate,matched,Many Greeks in Asia Minor were forced to leave their homes and brought an influence of eastern cadences with them.,The greens in Asia minor were able to stay in their homes. ,travel,contradiction,contradiction,ensemble,0.9997146924336752,contradiction|contradiction|contradiction,0,0.0
638,v5_ensemble_gate,matched,"In other cases, we must rely on survey approaches to estimate WTP, usually through a variant of the contingent valuation approach, which generally involves directly questioning respondents for their WTP in hypothetical market situations.",Hypothetical market situations are uniform across all respondents.,government,contradiction,neutral,api,0.922896405061086,contradiction|contradiction|neutral,281,0.0012125
639,v5_ensemble_gate,matched,oh no no they're not fired they there are they have one chance to then go in a program if you come back positive you have one chance to go in and go into they have a lot of uh rehabilitation both for alcohol and for drug use uh and they have uh a lot of uh they they have an agency where you can go for personal problems financial or whatever,There has been several people who had to go for rehabilitation last year.,telephone,neutral,neutral,ensemble,0.999701996644338,neutral|neutral|neutral,0,0.0
640,v5_ensemble_gate,matched,"They are levied through the power of the Government to compel payment, and the person or entity that pays these fees does not receive anything of value from the Government in exchange.",They are levied through the power of the Government to compel payment in cash only,government,neutral,neutral,ensemble,0.9992864529291788,neutral|neutral|neutral,0,0.0
641,v5_ensemble_gate,matched,"In a new retrospective, the Vienna modernist (1890-1918) wins critics' grudging respect.",Critics regard the Vienna modernist with zero praise to this day.,slate,contradiction,contradiction,ensemble,0.9993428190549216,contradiction|contradiction|contradiction,0,0.0
642,v5_ensemble_gate,matched,"And then I was off, the world exploding behind me.",The world was exploding in front of me.,fiction,contradiction,contradiction,ensemble,0.9983037114143372,contradiction|contradiction|contradiction,0,0.0
643,v5_ensemble_gate,matched,"You claimed to be a repairman for such devices.""  Hanson bent to study it again, using a diamond lens one of the warlocks handed him.","Hanson's nose was almost touching it, as he examined it carefully.",fiction,neutral,neutral,ensemble,0.9915088812510172,neutral|neutral|neutral,0,0.0
644,v5_ensemble_gate,matched,"But when he was persuaded by divers means to help us, he gave up after one week, declaring it beyond his powers.",He decided it was too difficult because he was distracted by other topics.,fiction,neutral,neutral,ensemble,0.9996603926022848,neutral|neutral|neutral,0,0.0
645,v5_ensemble_gate,matched,There never will be.,I am sad but it will never happen.,fiction,neutral,neutral,ensemble,0.999585509300232,neutral|neutral|neutral,0,0.0
646,v5_ensemble_gate,matched,"Some Kwanzaa rituals, most notably the focus on candles, seem to have been borrowed from Hanukkah.",They claimed to have started the tradition on their own.,slate,contradiction,contradiction,ensemble,0.9933212002118428,contradiction|contradiction|contradiction,0,0.0
647,v5_ensemble_gate,matched,Blair has just published a volume of speeches and articles titled New Britain : My,Blair recently published an assortment of speeches.,slate,entailment,entailment,ensemble,0.9984129269917806,entailment|entailment|entailment,0,0.0
648,v5_ensemble_gate,matched,"In addition, Dublin Tourism has devised and signposted three self-guided walking tours of the city, which you can follow using the booklets provided.",There are several self-guided tours of Dublin for tourists to choose from.,travel,entailment,entailment,ensemble,0.9763429363568624,entailment|entailment|entailment,0,0.0
649,v5_ensemble_gate,matched,"One reason for the high value of MLB teams is the prospect of new, publicly financed ballparks . Owners in Baltimore, Cleveland, Chicago, Denver, and Texas have all reaped major profits from these new facilities, built at little or no cost to the teams.","New facilities were built at very high costs to MLB teams, giving little profit to their owners.",slate,contradiction,contradiction,ensemble,0.9996688564618428,contradiction|contradiction|contradiction,0,0.0
650,v5_ensemble_gate,matched,Answer? said Julius.,Julius needed an answer right then.,fiction,neutral,neutral,ensemble,0.9957045515378316,neutral|neutral|neutral,0,0.0
651,v5_ensemble_gate,matched,The key question may be not what Hillary knew but when she knew it.,"We know Hillary knew it, the question is when she knew it.",slate,entailment,entailment,api,0.8125904401143392,contradiction|neutral|neutral,282,0.002665
652,v5_ensemble_gate,matched,This northern beach of magnificent tan sand is most agreeably reached by boat.,The beach has beautiful sand.,travel,entailment,entailment,ensemble,0.9957516590754192,entailment|entailment|entailment,0,0.0
653,v5_ensemble_gate,matched,It must also report the information to the employee's home agency promptly to facilitate disbursement of pay by the home agency.,Disbursement of pay must be facilitated by reporting information to the home agency.,government,entailment,entailment,ensemble,0.9984622399012248,entailment|entailment|entailment,0,0.0
654,v5_ensemble_gate,matched,you can get a hard copy of it and that's about it,An email won't cut it.,telephone,neutral,entailment,api,0.8938124378522238,contradiction|neutral|neutral,244,0.0010825
655,v5_ensemble_gate,matched,"Or, eligibility could be restricted to those who have already been pregnant, or at least sexually active; to those over age 13, or under age 21; or some combination thereof.",The eligibility can not be restricted at all.,slate,contradiction,contradiction,ensemble,0.9999545415242512,contradiction|contradiction|contradiction,0,0.0
656,v5_ensemble_gate,matched,uh high humidity,"Warm, sweaty temperatures.",telephone,entailment,neutral,api,0.8560134371121725,entailment|neutral|neutral,234,0.0010575
657,v5_ensemble_gate,matched,The Tunnel of Eupalinos can be explored but it's not for the claustrophobic.,The tunnel of Eupalinos is so large that it is said to have been used to house the construction of the titanic.,travel,contradiction,neutral,ensemble,0.9967429637908936,neutral|neutral|neutral,0,0.0
658,v5_ensemble_gate,matched,"The Drawing Room was partially destroyed by fire in 1941, and its furnishings are faithful reproductions; the huge (repaired) Ming punch bowl is striking.",The Ming punch bowl is used at employee parties.,travel,neutral,neutral,ensemble,0.999022444089254,neutral|neutral|neutral,0,0.0
659,v5_ensemble_gate,matched,"Placido Domingo's appearance on the package, compellingly photographed in costume as the ancient King of Crete, (Anthony Tommasini, the New York Times ) is the main selling point for this new recording of one of Mozart's more obscure operas--a fact that does not make critics happy.",Placido Domingo is the reason that people are purchasing the new Mozard opera recordings.,slate,entailment,entailment,ensemble,0.9439496199289956,entailment|entailment|entailment,0,0.0
660,v5_ensemble_gate,matched,"So is the salt, drying in the huge, square pans at Las Salinas in the south.",Salt dries in pans at Las Salinas.,travel,entailment,entailment,ensemble,0.9980243841807048,entailment|entailment|entailment,0,0.0
661,v5_ensemble_gate,matched,Monday's Question (No.,There was a question on Tuesday.,slate,contradiction,contradiction,ensemble,0.9903551141421,contradiction|contradiction|contradiction,0,0.0
662,v5_ensemble_gate,matched,course the head bangers i stay away from those entirely,I try to completely avoid the head bangers.,telephone,entailment,entailment,ensemble,0.9978978633880616,entailment|entailment|entailment,0,0.0
663,v5_ensemble_gate,matched,"In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.",The best budget policy is yet to be invented.,government,neutral,neutral,api,0.99343341588974,contradiction|neutral|neutral,267,0.0024799999999999996
664,v5_ensemble_gate,matched,"Attractively colorful ukiyo-e woodblock prints and scroll paintings can be found in antique stores, second-hand bookstores, and even temple markets.",The temple markets will charge a lot more for the items then the second-hand bookstores will. ,travel,neutral,neutral,ensemble,0.9989385008811952,neutral|neutral|neutral,0,0.0
665,v5_ensemble_gate,matched,"We're going to try something different this morning, said Jon.",Jon thought everything should stay the way it was.,fiction,contradiction,contradiction,ensemble,0.9999306996663412,contradiction|contradiction|contradiction,0,0.0
666,v5_ensemble_gate,matched,"According to Jane Langmuir, director of the project, water and heat come together and create a totally new appliance.",Jane Langmuir says that water and heat combine into a new mechanism.,slate,entailment,entailment,ensemble,0.996129314104716,entailment|entailment|entailment,0,0.0
667,v5_ensemble_gate,matched,Drinks are available and expensive.,Drinks are super cheap.,travel,contradiction,contradiction,ensemble,0.9996715982755026,contradiction|contradiction|contradiction,0,0.0
668,v5_ensemble_gate,matched,and uh well if you if you got got him a power mower it'd probably take him a lot less time to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a pull tractor on it so i don't have to push so hard,"Keeping the old push mower is the best idea, since it gets the job done as fast as a power mower.",telephone,contradiction,contradiction,ensemble,0.999587337176005,contradiction|contradiction|contradiction,0,0.0
669,v5_ensemble_gate,matched,and i'm pretty happy with it so far,I don't like it. ,telephone,contradiction,contradiction,ensemble,0.999821444352468,contradiction|contradiction|contradiction,0,0.0
670,v5_ensemble_gate,matched,Several of the organizations had professional and administrative staffs that provided analytical capabilities and facilitated their members' participation in the organization's activities.,Many organizations facilitated members' participation in their activities.,government,entailment,entailment,ensemble,0.9792097409566244,entailment|entailment|entailment,0,0.0
671,v5_ensemble_gate,matched,"On Fox News Sunday , host Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.",Tony Snow was not able to show a poll showing the Americans thoughts on the allegations.,slate,contradiction,contradiction,ensemble,0.9999417861302694,contradiction|contradiction|contradiction,0,0.0
672,v5_ensemble_gate,matched,"Traditionally, certain designs were reserved for royalty, but today elegant geometric or exuberant, stylized floral patterns are available to all.","Nowadays, elegant designs once reserved for royalty are available to everyone.",travel,entailment,entailment,ensemble,0.9978691538174947,entailment|entailment|entailment,0,0.0
673,v5_ensemble_gate,matched,"New York 's John Leonard calls Oz an ecology and anthropology of terror, not for the faint of heart or the queasy of stomach ...",Chicago's John Leonard calls Oz a biology and anthology of horror.,slate,contradiction,contradiction,ensemble,0.999463697274526,contradiction|contradiction|contradiction,0,0.0
674,v5_ensemble_gate,matched,"Normally, these discussions are kept secret.",These discussions involve a secret plan to take over the world.,slate,neutral,neutral,ensemble,0.9985809922218324,neutral|neutral|neutral,0,0.0
675,v5_ensemble_gate,matched,Lewis brought to the campaign the same intensity he had trained upon redneck troopers and sheriffs.,The same intensity as trained upon redneck troopers and sheriffs has been brought to the campaign by Lewis.,slate,entailment,entailment,ensemble,0.9987989862759908,entailment|entailment|entailment,0,0.0
676,v5_ensemble_gate,matched,"Wanniski and company have been drubbed by the Wall Street Journal , the New York Times ' A.M.",Wanniski and company have been drubbed by the Wall Street Journal,slate,entailment,entailment,ensemble,0.994738519191742,entailment|entailment|entailment,0,0.0
677,v5_ensemble_gate,matched,"But, when I discovered that it was known all over the village that it was John who was attracted by the farmer's pretty wife, his silence bore quite a different interpretation. ",John was attracted to the farmer's pretty wife.,fiction,entailment,entailment,ensemble,0.9955341617266336,entailment|entailment|entailment,0,0.0
678,v5_ensemble_gate,matched,no i i even i enjoy reading T News i try to catch it because it's another example they just they just show you the words and the facts and they they don't offer any commentary and it gives me a quick chance to to be caught up during the day because you know we don't listen to the radio at work at all so i don't like to go the whole day without hearing anything,We are bombarded with the news all day that when I get home I need to turn it off.,telephone,contradiction,contradiction,ensemble,0.9878933827082318,contradiction|contradiction|contradiction,0,0.0
679,v5_ensemble_gate,matched,huh do you have your own kiln or do you do you,Did somebody give you your kiln?,telephone,neutral,neutral,api,0.977035363515218,neutral|contradiction|neutral,265,0.00254
680,v5_ensemble_gate,matched,"The same year, the University of Hawaii campus at Manoa became the site of the Center for Cultural and Technical Interchange Between East and West (popularly known as the East West Center), a unique and venerated resource for advanced Pacific Rim studies.",The Pacific Rim studies only take place when one enrolls in a graduate program.,travel,neutral,neutral,ensemble,0.9984718163808188,neutral|neutral|neutral,0,0.0
681,v5_ensemble_gate,matched,"The Standard , published a few days before Deng's death, covers similar territory.",The Standard covers similar territory about minorities.,slate,neutral,neutral,ensemble,0.9997806350390116,neutral|neutral|neutral,0,0.0
682,v5_ensemble_gate,matched,Cases in Comparative,Cases care not related to law.,government,neutral,contradiction,ensemble,0.9990655183792114,contradiction|contradiction|contradiction,0,0.0
683,v5_ensemble_gate,matched,"It is worth a visit, if only to see the theater itself.","The place is definitely worth visiting, especially for its theater.",travel,entailment,entailment,ensemble,0.9955153266588846,entailment|entailment|entailment,0,0.0
684,v5_ensemble_gate,matched,The woman rolled and drew two spears before the horse had rolled and broken the rest.,They were in rotation on the ground grabbing their weapons.,fiction,neutral,neutral,ensemble,0.9792495568593343,neutral|neutral|neutral,0,0.0
685,v5_ensemble_gate,matched,"Finally, the Administration strongly opposes including reductions for CO2 in S. 556 or any multi-pollutant bill.",Any multi-pollutant bill is opposed by the Administration.,government,entailment,entailment,ensemble,0.9983311295509338,entailment|entailment|entailment,0,0.0
686,v5_ensemble_gate,matched, Medicare gross outlay projections based on intermediate assumptions of the 2001 HI and SMI Trustees' reports.,HI and SMI Trustee reports were used to estimate future Medicare costs.,government,entailment,entailment,ensemble,0.9977659980456034,entailment|entailment|entailment,0,0.0
687,v5_ensemble_gate,matched,i think they prey on people's um inherent politeness on the phone even with a machine i find people being kind of polite and waiting for it to finish what it has to say and then they feel an obligation to respond even though there's not even a person there,Some people like listening to recorded messages on the telephone. ,telephone,neutral,neutral,ensemble,0.9951744675636292,neutral|neutral|neutral,0,0.0
688,v5_ensemble_gate,matched,I am so constituted as to be unable to give away money with any satisfaction until I have made the most careful inquiry as to the worthiness of the cause.,"I am happy to donate to any cause, even if I do not know much about them.",slate,contradiction,contradiction,ensemble,0.9993573824564616,contradiction|contradiction|contradiction,0,0.0
689,v5_ensemble_gate,matched,"The Saver-Spender Theory of Fiscal Policy, Working Paper 7571.",The paper was peer-reviewed.,government,neutral,neutral,ensemble,0.9997502962748208,neutral|neutral|neutral,0,0.0
690,v5_ensemble_gate,matched,"Emissions will be cut from current emissions of 48 tons to a cap of 26 tons in 2010, and",Emission caps are going to be cut substantially.,government,entailment,entailment,ensemble,0.8799559871355692,entailment|entailment|entailment,0,0.0
691,v5_ensemble_gate,matched,uh right now we're actually having uh it's getting nice i mean it was in the high fifties today but three and a half weeks ago we had an ice storm,Temperatures are still below the freezing point outside.,telephone,contradiction,contradiction,ensemble,0.9987432758013408,contradiction|contradiction|contradiction,0,0.0
692,v5_ensemble_gate,matched,"Also, Time claims that for the past year, the FBI has been seeking Robert Jacques, a possible accomplice to Timothy McVeigh in the Oklahoma City bombing.",Time reported the FBI is looking for new leads in the case.,slate,entailment,unknown,api,0.8580828110376993,entailment|neutral|entailment,328,0.0030399999999999997
693,v5_ensemble_gate,matched,"The renowned Theban queen Nefertari, wife of Ramses II, has the most ornate tomb (number 66) but it is not always accessible.","Though it's not always accessible, the most ornate tomb (number 66) is of the renowned Theban queen Nefertari nestled between much simpler ones.",travel,neutral,neutral,ensemble,0.9991268714269004,neutral|neutral|neutral,0,0.0
694,v5_ensemble_gate,matched,"She was 96 just turning away when she heard a piercing whistle, and the faithful Albert came running from the building to join her.",She was an old lady who was out for a walk when she heard a noise. ,fiction,neutral,unknown,api,0.8084619641304016,neutral|neutral|entailment,327,0.003035
695,v5_ensemble_gate,matched,Do you know how long we've been here? he asked one morning as they sat facing each other at breakfast.,They were both enjoying a good conversation as they sat with each other at breakfast.  ,fiction,neutral,neutral,ensemble,0.9978538552920024,neutral|neutral|neutral,0,0.0
696,v5_ensemble_gate,matched,"Why, when I was your age, I already had....""  Dave wasn't listening any longer.",Dave didn't want to hear the conversation. ,fiction,entailment,entailment,api,0.8061826427777609,neutral|entailment|entailment,262,0.002465
697,v5_ensemble_gate,matched,yes everybody in the country is preapproved i think,Nobody in this country will be approved,telephone,contradiction,contradiction,ensemble,0.9996180335680644,contradiction|contradiction|contradiction,0,0.0
698,v5_ensemble_gate,matched,The baker was not jolly.,The baker wasn't very cheerful because he was sick.,slate,neutral,neutral,ensemble,0.9997653762499492,neutral|neutral|neutral,0,0.0
699,v5_ensemble_gate,matched,They proclaimed Japan's mission to bring progress to its backward Asian neighbors in language not so very different from that of the Europeans in Africa or the US in Latin America.,Japan had no intention of progressing its Asian neighbors in the area of language.,travel,contradiction,contradiction,ensemble,0.9997682770093282,contradiction|contradiction|contradiction,0,0.0
700,v5_ensemble_gate,matched,Agreed-upon  Auditors perform testing to issue a report of findings based on specific procedures performed on subject matter.,Agreed-upon Auditors have never tried to issue a report of findings based on specific procedures.,government,contradiction,contradiction,ensemble,0.999787946542104,contradiction|contradiction|contradiction,0,0.0
