idx,hybrid,threshold,set,premise,hypothesis,genre,label_true,label_pred,source,enc_conf,tokens,cost_usd
339,v3_deberta_gpt4o_32shot,0.9,matched,One opportunist who stayed was Octavius Decatur Gass.,Octavius Decatur Gass refers to four people. ,travel,contradiction,contradiction,encoder,0.9937354922294616,0,0.0
340,v3_deberta_gpt4o_32shot,0.9,matched,Eve's Apple turns out to be a sturdier book than it seems.,Eve's Apple is an overrated book.,slate,contradiction,contradiction,encoder,0.9997307658195496,0,0.0
341,v3_deberta_gpt4o_32shot,0.9,matched,The company later told us that it had discontinued the program because of its adverse effect on employee morale.,The company later told us that it had enhanced the program due to high morale.,government,contradiction,contradiction,encoder,0.9999728202819824,0,0.0
342,v3_deberta_gpt4o_32shot,0.9,matched,The agency also receives a percentage of money from the Interest On Lawyers' Trust Accounts.,They do not receive any funding from the account.,government,contradiction,contradiction,encoder,0.9999675750732422,0,0.0
343,v3_deberta_gpt4o_32shot,0.9,matched,Leather Wares,The wares are made of cotton and coarse fabric.,travel,contradiction,contradiction,encoder,0.999947190284729,0,0.0
344,v3_deberta_gpt4o_32shot,0.9,matched,and when they get out they should have uh i don't know you know some reasonable amount of money,We should give them money for when they get out.,telephone,neutral,entailment,encoder,0.9955162405967712,0,0.0
345,v3_deberta_gpt4o_32shot,0.9,matched,All were prominent nationally known organizations.,The only identified organizations were well-known.,government,entailment,entailment,encoder,0.9872738122940063,0,0.0
346,v3_deberta_gpt4o_32shot,0.9,matched,"A lack of sleep can always be remedied later, a Madrile??o might tell you, as he tops off a late night with early-morning chocolate con curros (a fried-dough and chocolate snack ideal for absorbing alcohol) on the way home for a shower and then continues on to work.",The citizens of Madrid are eager to party creating a city that is also active at night.,travel,neutral,neutral,encoder,0.9985675811767578,0,0.0
347,v3_deberta_gpt4o_32shot,0.9,matched,This doesn't look good.,This looks really bad.,slate,entailment,entailment,encoder,0.9870103597640992,0,0.0
348,v3_deberta_gpt4o_32shot,0.9,matched,that's neat just supervised more or less than anything and security i guess for them,There was no supervision.,telephone,contradiction,contradiction,encoder,0.9999163150787354,0,0.0
349,v3_deberta_gpt4o_32shot,0.9,matched,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",The clothing stores here only cater to adults.,travel,contradiction,contradiction,encoder,0.9999545812606812,0,0.0
350,v3_deberta_gpt4o_32shot,0.9,matched,'Can I get a drink?',Can you make me an espresso?,fiction,neutral,neutral,encoder,0.9993304014205932,0,0.0
351,v3_deberta_gpt4o_32shot,0.9,matched,well i i'm doing computer science computer engineering,I am currently majoring in Biology at school.,telephone,contradiction,contradiction,encoder,0.9999316930770874,0,0.0
352,v3_deberta_gpt4o_32shot,0.9,matched,Views from  Implementation Research in Education.,Views on using research in education ,government,entailment,entailment,encoder,0.995751142501831,0,0.0
353,v3_deberta_gpt4o_32shot,0.9,matched,isn't it i can remember i've only been here eight years but i can remember coming to work from i used to live in Wylie and i could see downtown Dallas,Downtown Dallas was a short drive from where I lived in Wylie.,telephone,entailment,neutral,encoder,0.9988346695899964,0,0.0
354,v3_deberta_gpt4o_32shot,0.9,matched,just look what we did to Iraq,Remember what happened in Iraq?,telephone,entailment,entailment,encoder,0.980453372001648,0,0.0
355,v3_deberta_gpt4o_32shot,0.9,matched,"We shouldn't have been here as soon as this even, if it hadn't been for the fact that there was a smart doctor on the spot, who gave us the tip through the Coroner. ",The doctor and the Coroner decided not to give us the tip.,fiction,contradiction,contradiction,encoder,0.9999358654022216,0,0.0
356,v3_deberta_gpt4o_32shot,0.9,matched,"Guangzhou, with a population of more than 5 million, straddles the Pearl River China's fifth longest which links the city to the South China Sea.",Pearl River is the fifth longest river in China.,travel,entailment,entailment,encoder,0.9918072819709778,0,0.0
357,v3_deberta_gpt4o_32shot,0.9,matched,The Congress also told LSC that it could not continue to fund its grantees presumptively and that it must begin to distribute its funds on a competitive basis.,Congress told LSC to give grantees funds presumptively and not do distribute funds on a competitive basis. ,government,contradiction,contradiction,encoder,0.9998352527618408,0,0.0
358,v3_deberta_gpt4o_32shot,0.9,matched,Gary Oldman turns himself into some sort of gigantic hominid-bat creature and flaps about in Dracula . The Vampire Master in John Carpenter's Vampires can fly down the road fast enough to catch a speeding car and can stick to the ceiling of a motel room.,Oldman was just a man in the production.,slate,contradiction,contradiction,encoder,0.994408369064331,0,0.0
359,v3_deberta_gpt4o_32shot,0.9,matched,"Fruit, vegetables, electronics, and a little bit of everything else is on sale here.",Myriad things are available for purchase here.,travel,entailment,entailment,encoder,0.9919405579566956,0,0.0
360,v3_deberta_gpt4o_32shot,0.9,matched,"Participants suggested the need for a new reporting model for auditing, a renewed focus on the quality of auditing, and building more effective working relationships with the audit committee.",Participants wanted a new auditing model and a focus on quality.,government,entailment,entailment,encoder,0.9980327486991882,0,0.0
361,v3_deberta_gpt4o_32shot,0.9,matched,Then he sobered.,He was drunk.,fiction,contradiction,entailment,encoder,0.9361485242843628,0,0.0
362,v3_deberta_gpt4o_32shot,0.9,matched,They drive it around the country in a dilapidated ice-cream truck trying to keep it cool.,They drove around a brand new ice cream truck to make sure they could keep it cold.,slate,contradiction,contradiction,encoder,0.999893069267273,0,0.0
363,v3_deberta_gpt4o_32shot,0.9,matched,"Very often the emperor was only a minor, so that the Fujiwara patriarch acted as regent.",Sometimes the emperor was less than 18 years of age. ,travel,entailment,entailment,encoder,0.9855635166168212,0,0.0
364,v3_deberta_gpt4o_32shot,0.9,matched,well the first thing for me is i wonder i see a couple of different ways of talking about what privacy is um if privacy is something that disturbs your private state i mean an invasion of privacy is something that disturbs your private state that's one thing and if privacy is something that comes into your private state and extracts information from it in other words finds something out about you that's another and the first kind of invasion of the first type of privacy seems invaded to me in very much everyday in this country but in the second type at least overtly uh where someone comes in and uh finds out information about you that should be private uh does not seem uh um obviously everyday,"Privacy is very simple, I can explain it to you in a few words, without long and hard to understand sentences.",telephone,contradiction,contradiction,encoder,0.9997001886367798,0,0.0
365,v3_deberta_gpt4o_32shot,0.9,matched,I take it Americans have a higher opinion of morality than you have even.,I feel that Americans value morality more than you do.,fiction,entailment,entailment,encoder,0.998004138469696,0,0.0
366,v3_deberta_gpt4o_32shot,0.9,matched,Supreme Court agreed Monday to hear a Washington case challenging the widespread practice of pooling client money held by lawyers and using the interest to pay for legal services for the poor.,The Supreme Court refused to hear a case about pooling client money.,government,contradiction,contradiction,encoder,0.9999685287475586,0,0.0
367,v3_deberta_gpt4o_32shot,0.9,matched,yeah i know because uh all i know is that when i came here in eighty seven they still had uh it was the last year to to put all your punch cards in,You don't have to use punch cards anymore.,telephone,neutral,contradiction,encoder,0.9987478256225586,0,0.0
368,v3_deberta_gpt4o_32shot,0.9,matched,"5 percent for educational lay programs relating to law and justice, and other public service programs such as the High School Mock Trial Competition and numerous publications.",Educational lay programs deal with law and justice.,government,entailment,entailment,encoder,0.9978284239768982,0,0.0
369,v3_deberta_gpt4o_32shot,0.9,matched,yeah it's a U S territory and it's just we own it or,"I'm not sure if it's a U.S. territory, or if we own it.",telephone,contradiction,entailment,encoder,0.993464171886444,0,0.0
370,v3_deberta_gpt4o_32shot,0.9,matched,There is simply no historical precedent for a large empire calling it quits because it could not compete economically or technologically.,Empires are too large to fail and cannot quit just because they are struggling financially.,slate,neutral,neutral,encoder,0.9916059970855712,0,0.0
371,v3_deberta_gpt4o_32shot,0.9,matched,Any subsequent alterations to the data can be readily detected.,Changes to the data can't be detected.,government,contradiction,contradiction,encoder,0.9999556541442872,0,0.0
372,v3_deberta_gpt4o_32shot,0.9,matched,The party's broad aims were to support capitalist policies and to continue close ties with Britain and the rest of the Commonwealth.,Maintaining ties with Britain was one of the goals of the party.,travel,entailment,entailment,encoder,0.9985405206680298,0,0.0
373,v3_deberta_gpt4o_32shot,0.9,matched,There were beads of perspiration on his brow.,The building sweat on his brow reflected the sunlight brightly.,fiction,neutral,neutral,encoder,0.9994522929191588,0,0.0
374,v3_deberta_gpt4o_32shot,0.9,matched,"MC2000-2, was initially considered and recommended by the Commission under the market test rules.",MC2000-2 was recommended by the Finance Commission.,government,neutral,neutral,encoder,0.9980779886245728,0,0.0
375,v3_deberta_gpt4o_32shot,0.9,matched,"In my Crossfire days, I was patronized even by Sam Donaldson.",I was never on Crossfire.,slate,contradiction,contradiction,encoder,0.99997079372406,0,0.0
376,v3_deberta_gpt4o_32shot,0.9,matched,Miller claimed the First Amendment (right to freedom of speech and association) rather than taking the Fifth (right against self-incrimination).,The man did not plead the Fifth.,slate,entailment,entailment,encoder,0.9968013763427734,0,0.0
377,v3_deberta_gpt4o_32shot,0.9,matched,But it just might be because he's afraid he'll lose his No.,He's definitely not afraid of losing his No.,slate,contradiction,contradiction,encoder,0.9999659061431884,0,0.0
378,v3_deberta_gpt4o_32shot,0.9,matched,because the cold weather was just simply trapped along the ground and couldn't get away,The weather stayed for much too long.,telephone,neutral,neutral,encoder,0.9962277412414552,0,0.0
379,v3_deberta_gpt4o_32shot,0.9,matched,"(As the old saying goes, If you can't figure out who the fool is at the poker table, it's probably you. ","If you can't figure out who the fool playing is, it's probably you.",travel,entailment,entailment,encoder,0.9437762498855592,0,0.0
380,v3_deberta_gpt4o_32shot,0.9,matched,"We're no nearer to finding Tuppence, and NEXT SUNDAY IS THE 29TH!""",The 29th will be next Sunday.,fiction,entailment,entailment,encoder,0.9965123534202576,0,0.0
381,v3_deberta_gpt4o_32shot,0.9,matched,"'Don't worry,' he whispered.",He was very calm and said not to worry.,fiction,entailment,neutral,encoder,0.9763753414154052,0,0.0
382,v3_deberta_gpt4o_32shot,0.9,matched,finding the latest thing out from my friends is usually the most uh time effective,It works best to find things out from my friends because then I don't pay for the paper.,telephone,neutral,neutral,encoder,0.9998098015785216,0,0.0
383,v3_deberta_gpt4o_32shot,0.9,matched,Whether a government postal service can engage in these kinds of negotiations deserves serious study.,There is serious study needed to check.,government,entailment,entailment,encoder,0.9812894463539124,0,0.0
384,v3_deberta_gpt4o_32shot,0.9,matched,Funchal's central area boasts the best variety of shops and local products on the island.,Funchal has great shops because it is a giant ski resort.,travel,neutral,neutral,encoder,0.9992844462394714,0,0.0
385,v3_deberta_gpt4o_32shot,0.9,matched,Sometimes more than one denomination shares one church.,One church always has one denomination.,travel,contradiction,contradiction,encoder,0.9999353885650636,0,0.0
386,v3_deberta_gpt4o_32shot,0.9,matched,"Unless the political culture changes drastically, there will always be one or more independent prosecutors investigating the administration of the day and/or past administrations, anyway.",No one questions the political system enough to make decent or noticeable changes.,slate,neutral,neutral,encoder,0.9986177682876588,0,0.0
387,v3_deberta_gpt4o_32shot,0.9,matched,OMB has approved the information collection contained on the Form ADV and has,The information collection was approved by the OMB.,government,entailment,entailment,encoder,0.9982312321662904,0,0.0
388,v3_deberta_gpt4o_32shot,0.9,matched,Load time is divided into elemental and coverage related load time.,Load time is comprised of three parts.,government,contradiction,neutral,encoder,0.9976245760917664,0,0.0
389,v3_deberta_gpt4o_32shot,0.9,matched,"Hindus then went on the rampage through Sikh communities, resulting in a round of communal violence.",The Hindus peacefully protested against the Sikhs.,travel,contradiction,contradiction,encoder,0.9999717473983764,0,0.0
390,v3_deberta_gpt4o_32shot,0.9,matched,so i'll probably say you know it's like well we've been talking for five six minutes so okay,We started talking 5 or 6 minutes ago.,telephone,entailment,entailment,encoder,0.9931079149246216,0,0.0
391,v3_deberta_gpt4o_32shot,0.9,matched,Small towns like Louisian lay scattered all over the Oil Fields; the main train line branched between them.,There were a lot of small towns in the oil fields.,fiction,entailment,entailment,encoder,0.992583155632019,0,0.0
392,v3_deberta_gpt4o_32shot,0.9,matched,"Even after we hire good people, we need to take steps to retain them.",People often stay on a job for different reasons than the ones they had for accepting the position.,government,neutral,neutral,encoder,0.9993438124656676,0,0.0
393,v3_deberta_gpt4o_32shot,0.9,matched,"To help identify solutions to this problem, Senators Fred Thompson and John Glenn, Chairman and Ranking Minority Member, respectively, of the Senate Committee on Governmental Affairs, requested that we study organizations with superior security programs to identify management practices that could benefit federal agencies.",There are no problems in the security of federal agencies. ,government,contradiction,contradiction,encoder,0.9997859597206116,0,0.0
394,v3_deberta_gpt4o_32shot,0.9,matched,"We need to be sure of our going."" But Tuppence, for once, seemed tongue-tied.",Tuppence wouldn't stop talking.,fiction,contradiction,contradiction,encoder,0.9998223185539246,0,0.0
395,v3_deberta_gpt4o_32shot,0.9,matched,And you are wrong in condemning it. ,I totally agree with your criticism.,fiction,contradiction,contradiction,encoder,0.9999196529388428,0,0.0
396,v3_deberta_gpt4o_32shot,0.9,matched,"Some 72,000 volcano-zone residents were evacuated at great cost to the French government.","Around 72,000 residents were evacuated from the volcano-zone.",travel,entailment,entailment,encoder,0.9977141618728638,0,0.0
397,v3_deberta_gpt4o_32shot,0.9,matched,"Good  Oklahoma now has a Public Guardianship Program, albeit unfunded, that will supply lawyers to perform this rights-monitoring process","Good Oklahoma's program needs $100,000 of funding that it hasn't received.",government,neutral,neutral,encoder,0.9997424483299256,0,0.0
398,v3_deberta_gpt4o_32shot,0.9,matched,oh you know i like what i'm doing right now,I do a few things right now.,telephone,neutral,neutral,encoder,0.9873873591423036,0,0.0
399,v3_deberta_gpt4o_32shot,0.9,matched,actually i think abortion's going to take a turn where there's not going to be as many because i think contraceptives are going to be more popular i mean i realize that they are popular now but i think,Contraceptives are becoming more popular because the prices are falling.,telephone,neutral,neutral,encoder,0.9997901320457458,0,0.0
400,v3_deberta_gpt4o_32shot,0.9,matched,Adrin nodded.,Adrin nodded his head.,fiction,entailment,entailment,encoder,0.9981471300125122,0,0.0
401,v3_deberta_gpt4o_32shot,0.9,matched,"She has believed that the sleeping draught she administered was perfectly harmless, but there is no doubt that for one terrible moment she must have feared that Mrs. Inglethorp's death lay at her door. ","The sleeping draught was not harmless, as it gave her violent diarrhoea.",fiction,neutral,neutral,encoder,0.995262861251831,0,0.0
402,v3_deberta_gpt4o_32shot,0.9,matched,It's Legal Aid's commitment to justice.,It is Legal Aid's dedication to justice.,government,entailment,entailment,encoder,0.9978702068328856,0,0.0
403,v3_deberta_gpt4o_32shot,0.9,matched,"The Women's Haven, which provides shelter and outreach to domestic-violence victims, already has a full-time attorney.",The Women's Haven needs to hire a full-time lawyer.,government,contradiction,contradiction,encoder,0.9994527697563172,0,0.0
404,v3_deberta_gpt4o_32shot,0.9,matched,and uh uh so i've i've just been real pleased and my step father happens to work at a Ford dealership and that makes things a little easier come car time but,My step father just got fired from the Ford dealership.,telephone,contradiction,contradiction,encoder,0.9985987544059752,0,0.0
405,v3_deberta_gpt4o_32shot,0.9,matched,Those Creole men and women you'll see dancing it properly have been moving their hips and knees that way since childhood.,Most people that master the Creole dance learn it as adults.,travel,contradiction,contradiction,encoder,0.9997519850730896,0,0.0
406,v3_deberta_gpt4o_32shot,0.9,matched,and they're illegal so i don't think it would do us any good to outlaw them all together,"Since they're illegal, it wouldn't do us to to outlaw them all together.",telephone,entailment,entailment,encoder,0.9974913597106934,0,0.0
407,v3_deberta_gpt4o_32shot,0.9,matched,once you have something and it's like i was watching this program on TV yesterday in nineteen seventy six NASA came up with Three D graphics right,The program aired on PBS.,telephone,neutral,neutral,encoder,0.9982671737670898,0,0.0
408,v3_deberta_gpt4o_32shot,0.9,matched,"The unintended side effect is radical, direct  In what other state do voters set the tax rates?","There is a radical side effect that was not intended, said the teacher.",slate,neutral,neutral,encoder,0.9997826218605042,0,0.0
409,v3_deberta_gpt4o_32shot,0.9,matched,I don't know.,I am certain.,fiction,contradiction,contradiction,encoder,0.9998891353607178,0,0.0
410,v3_deberta_gpt4o_32shot,0.9,matched,"There was no longer any  when you wanted some unbridled adult fun, Las Vegas was the place to be.",Las Vegas used targeted marketing to reach the people that would be interested.,travel,neutral,neutral,encoder,0.9997722506523132,0,0.0
411,v3_deberta_gpt4o_32shot,0.9,matched,"iii Program Letter 1998-1, published on February 12, 1998, called upon all LSC recipients to analyze any progress made toward the development of the legal services model envisioned by state planners.",LSC recipients are the only ones qualified to analyze such models.,government,neutral,neutral,encoder,0.9979041814804076,0,0.0
412,v3_deberta_gpt4o_32shot,0.9,matched,"Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.",The Pharaonic Village in Cairo does not sell papyrus.,travel,contradiction,contradiction,encoder,0.9999524354934692,0,0.0
413,v3_deberta_gpt4o_32shot,0.9,matched,What idiots girls are! ,They believed girls to be the more intelligent gender.,fiction,contradiction,neutral,encoder,0.9909902811050416,0,0.0
414,v3_deberta_gpt4o_32shot,0.9,matched,"His diet was of wheaten bread,",He ate nothing else apart from wheaten bread.,slate,neutral,neutral,api,0.6655660271644592,1603,0.004015
415,v3_deberta_gpt4o_32shot,0.9,matched,Benchmarked by U.S.,Benchmark in America.,government,entailment,entailment,encoder,0.989264965057373,0,0.0
416,v3_deberta_gpt4o_32shot,0.9,matched,She  People are rarely indifferent to the magazines I've put out.,People don't hold a strong opinion to the magazines I've put out.,slate,contradiction,contradiction,encoder,0.9929893016815186,0,0.0
417,v3_deberta_gpt4o_32shot,0.9,matched,yeah yeah you know we're kind of that way too i try to i'm the same way you are i kind of try to judge from day to day i know you know where i am we work a lot with the customers and we have a lot of government folks come in all the time and,We tend to deal with several customers as well as government staff.,telephone,entailment,entailment,encoder,0.9970749616622924,0,0.0
418,v3_deberta_gpt4o_32shot,0.9,matched,Where are you going?,Where have you been?,fiction,contradiction,contradiction,encoder,0.9980059266090392,0,0.0
419,v3_deberta_gpt4o_32shot,0.9,matched,"What you say about Lawrence is a great surprise to me, I said. ","I think Lawrence is telling the truth, so what you say is a surprise.",fiction,neutral,neutral,encoder,0.9995967745780944,0,0.0
420,v3_deberta_gpt4o_32shot,0.9,matched,"Local boy Gates wisely built his 45,000-square-foot castle in suburban Seattle.",Gates built his castle in the Seattle are because he likes the weather.,slate,neutral,neutral,encoder,0.9995635151863098,0,0.0
421,v3_deberta_gpt4o_32shot,0.9,matched,"In this case, shareholders can pay twice for the sins of others.",shareholders can pay once for the sins of others.,government,contradiction,contradiction,encoder,0.9961200952529908,0,0.0
422,v3_deberta_gpt4o_32shot,0.9,matched,and the other thing is the cost it's almost prohibitive to bring it to a dealer,The cost of fixing it makes it hard to bring it to a dealer.,telephone,entailment,neutral,encoder,0.9992772936820984,0,0.0
423,v3_deberta_gpt4o_32shot,0.9,matched,"But, as the last problem I'll outline suggests, neither of the previous two objections matters.",I will not continue to outline any more problems.,slate,entailment,neutral,encoder,0.9427043199539183,0,0.0
424,v3_deberta_gpt4o_32shot,0.9,matched,The agencies requesting guidance on internal controls when implementing fast pay have also designed procedures to verify receipt and acceptance of goods ordered on an afterthefact sampling basis rather than on the basis of a 100percent postpayment verification as is traditionally done.,The sampling basis method is more efficient and cost effective.,government,neutral,neutral,encoder,0.9996460676193236,0,0.0
425,v3_deberta_gpt4o_32shot,0.9,matched,On the Use of Generalized Additive Models in Time-Series Studies of Air Pollution and Health.,A series of studies on pollution and it's effects. ,government,entailment,entailment,encoder,0.970381200313568,0,0.0
426,v3_deberta_gpt4o_32shot,0.9,matched,"Cruises are available from the Bhansi Ghat, which is near the CityPalace.",You can take cruises from Phoenix Arizona.,travel,contradiction,contradiction,encoder,0.9993077516555786,0,0.0
427,v3_deberta_gpt4o_32shot,0.9,matched,Jon saw him ride into the smoke.,The smoke soon hid him from Jon's sight.,fiction,neutral,neutral,api,0.8712607026100159,1603,0.004015
428,v3_deberta_gpt4o_32shot,0.9,matched,"As a counterweight to the Singapore Chinese, he would bring in the North Borneo states of Sabah and Sarawak, granting them special privileges for their indigenous populations and funds for the development of their backward economies.",The states of Sabah and Sarawak were granted special privileges for their indigenous populations.,travel,entailment,entailment,encoder,0.99783056974411,0,0.0
429,v3_deberta_gpt4o_32shot,0.9,matched,Court officials include the phone numbers of the local Legal Services office and county lawyer referral system on every summons.,Court officials include the phone numbers of legal aid departments because it will help those who can't afford to pay lawyers.,government,neutral,neutral,encoder,0.9997735619544984,0,0.0
430,v3_deberta_gpt4o_32shot,0.9,matched,A survey of surgeons working in an emergency department found that the most significant predictor of screening was the attending physicians' perception that their responsibilities included screening.,"If a physician believes they are responsible for screening, it is more likely to happen.",government,entailment,entailment,encoder,0.9911064505577089,0,0.0
431,v3_deberta_gpt4o_32shot,0.9,matched,"Unfortunately, the magnet schools began the undoing of desegregation in Charlotte.","Thankful, the magnet schools started segregating people in Charlotte.",slate,contradiction,contradiction,encoder,0.9999327659606934,0,0.0
432,v3_deberta_gpt4o_32shot,0.9,matched,They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.,Saladin was a ferocious leader. ,travel,neutral,neutral,encoder,0.9988079071044922,0,0.0
433,v3_deberta_gpt4o_32shot,0.9,matched,"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.",The productivity of the operations is directly related to the workforce that's based outdoors.,government,neutral,neutral,encoder,0.9984005093574524,0,0.0
434,v3_deberta_gpt4o_32shot,0.9,matched,well this is real interesting that you're as far away as you are because i really thought this was uh uh we're,i'm surprised by how far away you are,telephone,entailment,entailment,encoder,0.9754199981689452,0,0.0
435,v3_deberta_gpt4o_32shot,0.9,matched,"Look here, you've been asking me a lot of questions.","Look here, you have been posing a lot of questions at me.",fiction,entailment,entailment,encoder,0.9889461398124696,0,0.0
436,v3_deberta_gpt4o_32shot,0.9,matched,"Several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization, content, and presentation of information to allow for a more common look and feel to agencies' ITbased public participation mechanisms in rulemaking.",Some organizations said that agencies should have more consistent organization.,government,entailment,entailment,encoder,0.9980065226554872,0,0.0
437,v3_deberta_gpt4o_32shot,0.9,matched,yep and then i had probably lived the last eleven years in Massachusetts so you know what does that make me an honorary Yankee or,I've lived the last 11 years in Massachusetts so I'm basically and honorary Yankee.,telephone,entailment,entailment,encoder,0.9946448802947998,0,0.0
438,v3_deberta_gpt4o_32shot,0.9,matched,"June 21, 1995, provides the specific requirements for assessing and reporting on controls.",There are no specific requirements for assessment.,government,contradiction,contradiction,encoder,0.9999549388885498,0,0.0
439,v3_deberta_gpt4o_32shot,0.9,matched,A lot of people rely on their local government for protection.,The government provides protection to many people.,government,entailment,entailment,encoder,0.9958643913269044,0,0.0
440,v3_deberta_gpt4o_32shot,0.9,matched,Kill chickens.,Do not touch the chickens.,slate,contradiction,contradiction,encoder,0.9998610019683838,0,0.0
441,v3_deberta_gpt4o_32shot,0.9,matched,Is there adequate information for judging generalizability?,Output information is way too much generalized.,government,neutral,contradiction,encoder,0.9805462956428528,0,0.0
442,v3_deberta_gpt4o_32shot,0.9,matched,"If the face has been getting longer at the bottom over the generations, it has been getting shorter (and broader) on top.",The face gets longer and thinner at the bottom throughout the generations.,slate,neutral,contradiction,encoder,0.9985966086387634,0,0.0
443,v3_deberta_gpt4o_32shot,0.9,matched,"Behind the cathedral, croseover the Rue de la R??publique to the 15th-century Eglise Saint-Maclou, the richest example of Flam?­boy?­ant Gothic in the country.",Rue de la Republique is itself older than the Eglise Saint-Michel.,travel,neutral,neutral,encoder,0.9974478483200072,0,0.0
444,v3_deberta_gpt4o_32shot,0.9,matched,yeah i i think my favorite restaurant is always been the one closest  you know the closest as long as it's it meets the minimum criteria you know of good food,My favorite restaurants are always at least a hundred miles away from my house. ,telephone,contradiction,contradiction,encoder,0.9997389912605286,0,0.0
445,v3_deberta_gpt4o_32shot,0.9,matched,yeah right uh-huh that's right yeah you you have to work on you really do,Yeah you have to work on that.,telephone,entailment,entailment,encoder,0.9977333545684814,0,0.0
446,v3_deberta_gpt4o_32shot,0.9,matched,"For more than a year, Clinton's surrogates have been calling Starr an out-of-control prosecutor.",Even non Clinton supporters think Starr has gone too far.,slate,neutral,neutral,encoder,0.9994432330131532,0,0.0
447,v3_deberta_gpt4o_32shot,0.9,matched,yeah maybe the maybe they'll bring their good schools with them  you know if the industry comes,"If the industry comes, they probably bring bad schools with them.",telephone,contradiction,contradiction,encoder,0.9996289014816284,0,0.0
448,v3_deberta_gpt4o_32shot,0.9,matched,"After being diagnosed with cancer, Carrey's Kaufman decides to do a show at Carnegie Hall.",Carrey's Kaufman eventually recovers from the cancer he was diagnosed with.,slate,neutral,neutral,encoder,0.99737811088562,0,0.0
449,v3_deberta_gpt4o_32shot,0.9,matched,"The purpose of the Self-Inspection process was to provide programs a means to verify, by reviewing a sample of cases, that their 1999 CSR data satisfies LSC's standards for accuracy.",Self-inspection process can provide programs the ability to verify their accuracy.,government,entailment,entailment,encoder,0.9978538155555724,0,0.0
450,v3_deberta_gpt4o_32shot,0.9,matched,they just didn't watch him on TV,They didn't watch him on TV.,telephone,entailment,entailment,encoder,0.998407781124115,0,0.0
451,v3_deberta_gpt4o_32shot,0.9,matched,They were inferior.,"Substandard, they were.",slate,entailment,entailment,encoder,0.9970832467079164,0,0.0
452,v3_deberta_gpt4o_32shot,0.9,matched,And there was me.,I wasn't present.,fiction,contradiction,contradiction,encoder,0.9999085664749146,0,0.0
453,v3_deberta_gpt4o_32shot,0.9,matched,I thought working on Liddy's campaign would be better than working on Bob's.,"Turns out, I was wrong and wished I had worked on Bob's campaign.",slate,neutral,neutral,encoder,0.9985542893409728,0,0.0
454,v3_deberta_gpt4o_32shot,0.9,matched,"If you need to use the mail, it would be helpful if you sent your comments both in writing and on diskette (in Word or ASCII format).","We don't need more than one copy of your comments, either a diskette or writing will do.",government,contradiction,contradiction,encoder,0.9993906021118164,0,0.0
455,v3_deberta_gpt4o_32shot,0.9,matched,We make simulacra out of mandrakes--like the manicurist in the barber shop.,We don't use mandrake in anything. ,fiction,contradiction,contradiction,encoder,0.9999719858169556,0,0.0
456,v3_deberta_gpt4o_32shot,0.9,matched,GAO's prior work on best practices covers achieving the first knowledge point.,GAO studies the best practices for knowledge in finance.,government,neutral,neutral,encoder,0.9997166991233826,0,0.0
457,v3_deberta_gpt4o_32shot,0.9,matched,Both professors soon realized that creating a new language was not an easy task.,Professors realized it was hard to make a new language based on Swedish.,fiction,neutral,neutral,encoder,0.999810516834259,0,0.0
458,v3_deberta_gpt4o_32shot,0.9,matched,"The Aegean has a short, wet spring when walking, hiking, and mountain biking are extremely enjoyable activities, because the weather is pleasant but not too hot.",Hiking during summer in the Aegean is not recommended because of the risk of overheating.,travel,neutral,neutral,encoder,0.9964590668678284,0,0.0
459,v3_deberta_gpt4o_32shot,0.9,matched,Chapter 1 provides general background information on emission control technologies.,Chapter 1 shows nothing important ,government,contradiction,contradiction,encoder,0.965736448764801,0,0.0
460,v3_deberta_gpt4o_32shot,0.9,matched,Czesiek had suitable experience in the matter.,The Czesiek had no experience in the matter.,fiction,contradiction,contradiction,encoder,0.9999058246612548,0,0.0
461,v3_deberta_gpt4o_32shot,0.9,matched,"Horwitz makes us see that the pinched circumstances of their lives are not so different from the conditions of their ancestors, dirt-poor yeoman farmers who seldom saw, much less owned, a slave.",Their ancestors were poor farmers that never owned a slave and rarely even saw one.,slate,entailment,entailment,encoder,0.9982509016990662,0,0.0
462,v3_deberta_gpt4o_32shot,0.9,matched,"The sunlight, piercing through the branches, turned the auburn of her hair to quivering gold. ",The auburn of her hair drew many suitors to her.,fiction,neutral,neutral,encoder,0.9998041987419128,0,0.0
463,v3_deberta_gpt4o_32shot,0.9,matched,"Attractively colorful ukiyo-e woodblock prints and scroll paintings can be found in antique stores, second-hand bookstores, and even temple markets.",Colorful woodblock prints and scroll paintings can be found in a variety of stores and markets. ,travel,entailment,entailment,encoder,0.996496856212616,0,0.0
