idx,prompt,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd
296,P3_few_shot,matched,Standard screens may not perform as well in these patient subgroups that may represent a considerable part of the ED population.,Standard screens will be better than average in these subgroups of patients.,government,contradiction,contradiction,contradiction,141,3,144,0.0003825
297,P3_few_shot,matched,"Even if the entire unified surplus were saved, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.","The entire unified surplus being saved assumed, GDP would fall short of the U.S historical average.",government,entailment,entailment,entailment,153,3,156,0.0004125
298,P3_few_shot,matched,eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.,The rules are followed to the letter.,government,neutral,contradiction,contradiction,130,3,133,0.000355
299,P3_few_shot,matched,Albino Alligator (Miramax).,Albino alligators are very rare in wild.,slate,neutral,neutral,neutral,124,1,125,0.00032
300,P3_few_shot,matched,ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.,Economic models are not related to data,government,contradiction,contradiction,contradiction,136,3,139,0.00037
301,P3_few_shot,matched,Many users commented on the effectiveness of the new technology in promoting closer relationships among providers.,They were trying to upgrade their systems.,government,neutral,neutral,neutral,129,1,130,0.0003325
302,P3_few_shot,matched,Where lies the real Japan?,The real Japan can be found.,travel,neutral,neutral,neutral,117,1,118,0.0003025
303,P3_few_shot,matched,"On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.",There aren't any areas of historic interest on Menorca.,travel,contradiction,contradiction,contradiction,139,3,142,0.0003775
304,P3_few_shot,matched,uh-huh well maybe well i've enjoyed talking to you okay bye-bye,I liked talking to you.,telephone,entailment,entailment,entailment,126,3,129,0.000345
305,P3_few_shot,matched,"He sat a short distance from them, his eyes on Jon.",He was far away looking at Jon.,fiction,contradiction,contradiction,contradiction,125,3,128,0.0003425
306,P3_few_shot,matched,"As he stepped across the threshold, Tommy brought the picture down with terrific force on his head.",Tommy stepped across a threshold and put a picture down on his head.,fiction,entailment,contradiction,contradiction,137,3,140,0.0003725
307,P3_few_shot,matched,Voluntariness of risks is evaluated.,Risks and their voluntary nature will be evaluated using strict guidelines.,government,neutral,neutral,neutral,124,1,125,0.00032
308,P3_few_shot,matched,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter during Roman times.",travel,entailment,contradiction,contradiction,148,3,151,0.0004
309,P3_few_shot,matched,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",Dunnes Stores is a popular place for tourists to shop.,travel,neutral,neutral,Neutral,143,1,144,0.0003675
310,P3_few_shot,matched,The family. ,The couple.,fiction,neutral,neutral,neutral,111,1,112,0.0002875
311,P3_few_shot,matched,yeah well the uh NC double A tournament's going on right now and uh i haven't watched it this year because Louisville's out of it this year,I haven't watched the NCAA tournament this year.,telephone,entailment,entailment,entailment,143,3,146,0.0003875
312,P3_few_shot,matched,"If there was a bit of Fuller in Leonardo, there was also a bit of Liberace in this theatrical, high-living dandy who favored brocade doublets and bad boys with pretty faces.",Leonardo's character was based on the lifestyle of Liberace.,slate,neutral,neutral,neutral,156,1,157,0.0004
313,P3_few_shot,matched,He caught his breath.,His breath would not come.,fiction,contradiction,contradiction,contradiction,115,3,118,0.0003175
314,P3_few_shot,matched,She buried his remains to spare her mother the gruesome sight.,The gruesome sight that her mother would have encountered was spared when she buried his remains.,slate,entailment,entailment,entailment,135,3,138,0.0003675
315,P3_few_shot,matched,that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while,"No, that's not interesting at all; I don't like basketball.",telephone,contradiction,contradiction,contradiction,139,3,142,0.0003775
316,P3_few_shot,matched,"They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.",They said that the current system reflects that diversity,government,entailment,entailment,entailment,143,3,146,0.0003875
317,P3_few_shot,matched,Companies that were foreign had to accept Indian financial participation and management.,Foreign companies had to take Indian money in order to operate their businesses.,travel,neutral,entailment,entailment,131,3,134,0.0003575
318,P3_few_shot,matched," ""The summons was only for Dave Hanson,"" Ser Perth said sternly as the three drew up to him.",The only one that had been invited was Dave Hanson.,fiction,entailment,entailment,entailment,138,3,141,0.000375
319,P3_few_shot,matched,"When a GAGAS attestation engagement is the basis for an auditor's subsequent report under the AICPA standards, it would be advantageous to users of the subsequent report for the auditor's report to include the information on compliance with laws and regulations and internal control that is required by GAGAS but not required by AICPA standards.",The report is required by GAGAS but not AICPA.,government,entailment,neutral,neutral,186,1,187,0.000475
320,P3_few_shot,matched,'You've double-crossed me about four times in one afternoon.,I'm glad you aren't double crossing me anymore. ,fiction,contradiction,contradiction,"The relationship between the premise and the hypothesis is a ""contradiction."" The premise states that the person has been double-crossed multiple times in one afternoon, while the hypothesis suggests that the person is glad they are not being double-crossed anymore,",127,50,177,0.0008175
321,P3_few_shot,matched,"An organization's activities, core processes, and resources must be aligned to support its mission and help it achieve its goals.","An organization is successful if its activities, resources, and goals align.",government,entailment,neutral,neutral,141,1,142,0.0003625
322,P3_few_shot,matched,' She gets a little obsessive about her sauce.,She is very lazy with her sauce and couldn't care less what goes into it.,slate,contradiction,contradiction,contradiction,130,3,133,0.000355
323,P3_few_shot,matched,This points to a final press-friendly quality of McCain' brilliant flattery.,This leads to a final press-friendly quality of McCain' brilliant flattery.,slate,entailment,entailment,entailment,136,3,139,0.00037
324,P3_few_shot,matched,"Blessed with preternatural gregariousness, good humor, and a love of attention, he's been tireless about pursuing both celebrity and the cause of popular history ever since.",He worked very hard to be the top-grossing star in the box office.,slate,neutral,neutral,neutral,157,1,158,0.0004025
325,P3_few_shot,matched,"But if banks, airlines, and communications companies accept key recovery, the terrorists will risk potential exposure every time they do business with those institutions.","By accepting key recovery, companies will increase the risks that terrorists will have to deal with.",slate,entailment,entailment,entailment,150,3,153,0.000405
326,P3_few_shot,matched,"No, don't answer.",Please respond.,fiction,contradiction,neutral,neutral,112,1,113,0.00029
327,P3_few_shot,matched,Over their backs fell the cutting lashes of a whip.,They received many lashes with a whip.,fiction,entailment,entailment,entailment,123,3,126,0.0003375
328,P3_few_shot,matched,"Deborah Pryce said Ohio Legal Services in Columbus will receive a $200,000 federal grant toward an online legal self-help center.","A $200,000 federal grant will be received by Ohio Legal Services, said Deborah Pryce, who could finally say it to the public.",government,neutral,neutral,neutral,159,1,160,0.0004075
329,P3_few_shot,matched,'You've double-crossed me about four times in one afternoon.,I have to fire you because you won't stop crossing me. ,fiction,neutral,neutral,neutral,130,1,131,0.000335
330,P3_few_shot,matched,uh the one we thought would be the most timid uh turned out to be the one that stuck with it and was the first to learn,The one we thought would be timid was the first one to learn how to climb without a harness. ,telephone,neutral,neutral,neutral,153,1,154,0.0003925
331,P3_few_shot,matched,that they don't show local,The presumed channel shows local and abroad. ,telephone,contradiction,contradiction,contradiction,119,3,122,0.0003275
332,P3_few_shot,matched,John Kasich dropped his presidential bid.,John Kasich dropped out of the presidential race.,slate,entailment,entailment,entailment,122,3,125,0.000335
333,P3_few_shot,matched,"It doesn't seem expensive--they use it in Bangladesh, after all.",It's probably pretty cheap considering they have it in Bangladesh.,slate,entailment,entailment,entailment,129,3,132,0.0003525
334,P3_few_shot,matched,"Do you know what this is?"" With a dramatic gesture she flung back the left side of her coat and exposed a small enamelled badge.",The coat that she wore was long enough to cover her knees.,fiction,neutral,neutral,neutral,146,1,147,0.000375
335,P3_few_shot,matched,pretty good newspaper uh-huh,I think this is a decent newspaper.,telephone,entailment,neutral,neutral,119,1,120,0.0003075
336,P3_few_shot,matched,"San'doro didn't make it sound hypothetical, thought Jon.","San'doro's words were hollow, and Jon knew the truth of that immediately.",fiction,neutral,neutral,neutral,133,1,134,0.0003425
337,P3_few_shot,matched,"Together they had a force of 130 attorneys and the responsibility to serve the civil legal needs of about 550,000 poor and vulnerable people throughout the state.","Altogether there were 130 lawyers striving to serve 550,000 vulnerable and less fortunate individuals in the state.",government,entailment,entailment,entailment,159,3,162,0.0004275
338,P3_few_shot,matched,Where would he be today without American commercial know-how?,American know-how is the reason he got to where he is.,slate,entailment,entailment,entailment,128,3,131,0.00035
339,P3_few_shot,matched,One opportunist who stayed was Octavius Decatur Gass.,Octavius Decatur Gass refers to four people. ,travel,contradiction,contradiction,contradiction,131,3,134,0.0003575
340,P3_few_shot,matched,Eve's Apple turns out to be a sturdier book than it seems.,Eve's Apple is an overrated book.,slate,contradiction,neutral,neutral,128,1,129,0.00033
341,P3_few_shot,matched,The company later told us that it had discontinued the program because of its adverse effect on employee morale.,The company later told us that it had enhanced the program due to high morale.,government,contradiction,contradiction,contradiction,140,3,143,0.00038
342,P3_few_shot,matched,The agency also receives a percentage of money from the Interest On Lawyers' Trust Accounts.,They do not receive any funding from the account.,government,contradiction,contradiction,contradiction,131,3,134,0.0003575
343,P3_few_shot,matched,Leather Wares,The wares are made of cotton and coarse fabric.,travel,contradiction,contradiction,contradiction,119,3,122,0.0003275
344,P3_few_shot,matched,and when they get out they should have uh i don't know you know some reasonable amount of money,We should give them money for when they get out.,telephone,neutral,entailment,entailment,135,3,138,0.0003675
345,P3_few_shot,matched,All were prominent nationally known organizations.,The only identified organizations were well-known.,government,entailment,neutral,neutral,119,1,120,0.0003075
346,P3_few_shot,matched,"A lack of sleep can always be remedied later, a Madrile??o might tell you, as he tops off a late night with early-morning chocolate con curros (a fried-dough and chocolate snack ideal for absorbing alcohol) on the way home for a shower and then continues on to work.",The citizens of Madrid are eager to party creating a city that is also active at night.,travel,neutral,neutral,neutral,184,1,185,0.00047
347,P3_few_shot,matched,This doesn't look good.,This looks really bad.,slate,entailment,neutral,neutral,114,1,115,0.000295
348,P3_few_shot,matched,that's neat just supervised more or less than anything and security i guess for them,There was no supervision.,telephone,contradiction,contradiction,contradiction,125,3,128,0.0003425
349,P3_few_shot,matched,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",The clothing stores here only cater to adults.,travel,contradiction,contradiction,contradiction,140,3,143,0.00038
350,P3_few_shot,matched,'Can I get a drink?',Can you make me an espresso?,fiction,neutral,neutral,neutral,119,1,120,0.0003075
351,P3_few_shot,matched,well i i'm doing computer science computer engineering,I am currently majoring in Biology at school.,telephone,contradiction,contradiction,contradiction,123,3,126,0.0003375
352,P3_few_shot,matched,Views from  Implementation Research in Education.,Views on using research in education ,government,entailment,neutral,neutral,119,1,120,0.0003075
353,P3_few_shot,matched,isn't it i can remember i've only been here eight years but i can remember coming to work from i used to live in Wylie and i could see downtown Dallas,Downtown Dallas was a short drive from where I lived in Wylie.,telephone,entailment,neutral,neutral,151,1,152,0.0003875
354,P3_few_shot,matched,just look what we did to Iraq,Remember what happened in Iraq?,telephone,entailment,neutral,neutral,118,1,119,0.000305
355,P3_few_shot,matched,"We shouldn't have been here as soon as this even, if it hadn't been for the fact that there was a smart doctor on the spot, who gave us the tip through the Coroner. ",The doctor and the Coroner decided not to give us the tip.,fiction,contradiction,contradiction,contradiction,157,3,160,0.0004225
356,P3_few_shot,matched,"Guangzhou, with a population of more than 5 million, straddles the Pearl River China's fifth longest which links the city to the South China Sea.",Pearl River is the fifth longest river in China.,travel,entailment,entailment,entailment,145,3,148,0.0003925
357,P3_few_shot,matched,The Congress also told LSC that it could not continue to fund its grantees presumptively and that it must begin to distribute its funds on a competitive basis.,Congress told LSC to give grantees funds presumptively and not do distribute funds on a competitive basis. ,government,contradiction,contradiction,contradiction,162,3,165,0.000435
358,P3_few_shot,matched,Gary Oldman turns himself into some sort of gigantic hominid-bat creature and flaps about in Dracula . The Vampire Master in John Carpenter's Vampires can fly down the road fast enough to catch a speeding car and can stick to the ceiling of a motel room.,Oldman was just a man in the production.,slate,contradiction,contradiction,contradiction,169,3,172,0.0004525
359,P3_few_shot,matched,"Fruit, vegetables, electronics, and a little bit of everything else is on sale here.",Myriad things are available for purchase here.,travel,entailment,entailment,entailment,131,3,134,0.0003575
360,P3_few_shot,matched,"Participants suggested the need for a new reporting model for auditing, a renewed focus on the quality of auditing, and building more effective working relationships with the audit committee.",Participants wanted a new auditing model and a focus on quality.,government,entailment,entailment,entailment,148,3,151,0.0004
361,P3_few_shot,matched,Then he sobered.,He was drunk.,fiction,contradiction,entailment,entailment,113,3,116,0.0003125
362,P3_few_shot,matched,They drive it around the country in a dilapidated ice-cream truck trying to keep it cool.,They drove around a brand new ice cream truck to make sure they could keep it cold.,slate,contradiction,contradiction,contradiction,143,3,146,0.0003875
363,P3_few_shot,matched,"Very often the emperor was only a minor, so that the Fujiwara patriarch acted as regent.",Sometimes the emperor was less than 18 years of age. ,travel,entailment,entailment,entailment,137,3,140,0.0003725
364,P3_few_shot,matched,well the first thing for me is i wonder i see a couple of different ways of talking about what privacy is um if privacy is something that disturbs your private state i mean an invasion of privacy is something that disturbs your private state that's one thing and if privacy is something that comes into your private state and extracts information from it in other words finds something out about you that's another and the first kind of invasion of the first type of privacy seems invaded to me in very much everyday in this country but in the second type at least overtly uh where someone comes in and uh finds out information about you that should be private uh does not seem uh um obviously everyday,"Privacy is very simple, I can explain it to you in a few words, without long and hard to understand sentences.",telephone,contradiction,contradiction,contradiction,261,3,264,0.0006825
365,P3_few_shot,matched,I take it Americans have a higher opinion of morality than you have even.,I feel that Americans value morality more than you do.,fiction,entailment,entailment,entailment,130,3,133,0.000355
366,P3_few_shot,matched,Supreme Court agreed Monday to hear a Washington case challenging the widespread practice of pooling client money held by lawyers and using the interest to pay for legal services for the poor.,The Supreme Court refused to hear a case about pooling client money.,government,contradiction,contradiction,contradiction,150,3,153,0.000405
367,P3_few_shot,matched,yeah i know because uh all i know is that when i came here in eighty seven they still had uh it was the last year to to put all your punch cards in,You don't have to use punch cards anymore.,telephone,neutral,entailment,entailment,148,3,151,0.0004
368,P3_few_shot,matched,"5 percent for educational lay programs relating to law and justice, and other public service programs such as the High School Mock Trial Competition and numerous publications.",Educational lay programs deal with law and justice.,government,entailment,entailment,entailment,143,3,146,0.0003875
369,P3_few_shot,matched,yeah it's a U S territory and it's just we own it or,"I'm not sure if it's a U.S. territory, or if we own it.",telephone,contradiction,neutral,neutral,135,1,136,0.0003475
370,P3_few_shot,matched,There is simply no historical precedent for a large empire calling it quits because it could not compete economically or technologically.,Empires are too large to fail and cannot quit just because they are struggling financially.,slate,neutral,neutral,neutral,143,1,144,0.0003675
371,P3_few_shot,matched,Any subsequent alterations to the data can be readily detected.,Changes to the data can't be detected.,government,contradiction,contradiction,contradiction,123,3,126,0.0003375
372,P3_few_shot,matched,The party's broad aims were to support capitalist policies and to continue close ties with Britain and the rest of the Commonwealth.,Maintaining ties with Britain was one of the goals of the party.,travel,entailment,entailment,entailment,141,3,144,0.0003825
373,P3_few_shot,matched,There were beads of perspiration on his brow.,The building sweat on his brow reflected the sunlight brightly.,fiction,neutral,neutral,neutral,125,1,126,0.0003225
374,P3_few_shot,matched,"MC2000-2, was initially considered and recommended by the Commission under the market test rules.",MC2000-2 was recommended by the Finance Commission.,government,neutral,neutral,neutral,136,1,137,0.00035
375,P3_few_shot,matched,"In my Crossfire days, I was patronized even by Sam Donaldson.",I was never on Crossfire.,slate,contradiction,contradiction,contradiction,127,3,130,0.0003475
376,P3_few_shot,matched,Miller claimed the First Amendment (right to freedom of speech and association) rather than taking the Fifth (right against self-incrimination).,The man did not plead the Fifth.,slate,entailment,entailment,entailment,138,3,141,0.000375
377,P3_few_shot,matched,But it just might be because he's afraid he'll lose his No.,He's definitely not afraid of losing his No.,slate,contradiction,contradiction,contradiction,126,3,129,0.000345
378,P3_few_shot,matched,because the cold weather was just simply trapped along the ground and couldn't get away,The weather stayed for much too long.,telephone,neutral,neutral,neutral,128,1,129,0.00033
379,P3_few_shot,matched,"(As the old saying goes, If you can't figure out who the fool is at the poker table, it's probably you. ","If you can't figure out who the fool playing is, it's probably you.",travel,entailment,entailment,entailment,145,3,148,0.0003925
380,P3_few_shot,matched,"We're no nearer to finding Tuppence, and NEXT SUNDAY IS THE 29TH!""",The 29th will be next Sunday.,fiction,entailment,entailment,entailment,132,3,135,0.00036
381,P3_few_shot,matched,"'Don't worry,' he whispered.",He was very calm and said not to worry.,fiction,entailment,entailment,entailment,121,3,124,0.0003325
382,P3_few_shot,matched,finding the latest thing out from my friends is usually the most uh time effective,It works best to find things out from my friends because then I don't pay for the paper.,telephone,neutral,neutral,neutral,139,1,140,0.0003575
383,P3_few_shot,matched,Whether a government postal service can engage in these kinds of negotiations deserves serious study.,There is serious study needed to check.,government,entailment,entailment,entailment,128,3,131,0.00035
384,P3_few_shot,matched,Funchal's central area boasts the best variety of shops and local products on the island.,Funchal has great shops because it is a giant ski resort.,travel,neutral,contradiction,contradiction,137,3,140,0.0003725
385,P3_few_shot,matched,Sometimes more than one denomination shares one church.,One church always has one denomination.,travel,contradiction,contradiction,contradiction,120,3,123,0.00033
386,P3_few_shot,matched,"Unless the political culture changes drastically, there will always be one or more independent prosecutors investigating the administration of the day and/or past administrations, anyway.",No one questions the political system enough to make decent or noticeable changes.,slate,neutral,neutral,Neutral,147,1,148,0.0003775
387,P3_few_shot,matched,OMB has approved the information collection contained on the Form ADV and has,The information collection was approved by the OMB.,government,entailment,entailment,entailment,129,3,132,0.0003525
388,P3_few_shot,matched,Load time is divided into elemental and coverage related load time.,Load time is comprised of three parts.,government,contradiction,contradiction,contradiction,124,3,127,0.00034
389,P3_few_shot,matched,"Hindus then went on the rampage through Sikh communities, resulting in a round of communal violence.",The Hindus peacefully protested against the Sikhs.,travel,contradiction,contradiction,contradiction,134,3,137,0.000365
390,P3_few_shot,matched,so i'll probably say you know it's like well we've been talking for five six minutes so okay,We started talking 5 or 6 minutes ago.,telephone,entailment,entailment,entailment,134,3,137,0.000365
391,P3_few_shot,matched,Small towns like Louisian lay scattered all over the Oil Fields; the main train line branched between them.,There were a lot of small towns in the oil fields.,fiction,entailment,entailment,entailment,138,3,141,0.000375
392,P3_few_shot,matched,"Even after we hire good people, we need to take steps to retain them.",People often stay on a job for different reasons than the ones they had for accepting the position.,government,neutral,neutral,neutral,139,1,140,0.0003575
393,P3_few_shot,matched,"To help identify solutions to this problem, Senators Fred Thompson and John Glenn, Chairman and Ranking Minority Member, respectively, of the Senate Committee on Governmental Affairs, requested that we study organizations with superior security programs to identify management practices that could benefit federal agencies.",There are no problems in the security of federal agencies. ,government,contradiction,contradiction,contradiction,167,3,170,0.0004475
394,P3_few_shot,matched,"We need to be sure of our going."" But Tuppence, for once, seemed tongue-tied.",Tuppence wouldn't stop talking.,fiction,contradiction,contradiction,contradiction,133,3,136,0.0003625
395,P3_few_shot,matched,And you are wrong in condemning it. ,I totally agree with your criticism.,fiction,contradiction,contradiction,contradiction,121,3,124,0.0003325
396,P3_few_shot,matched,"Some 72,000 volcano-zone residents were evacuated at great cost to the French government.","Around 72,000 residents were evacuated from the volcano-zone.",travel,entailment,entailment,entailment,135,3,138,0.0003675
397,P3_few_shot,matched,"Good  Oklahoma now has a Public Guardianship Program, albeit unfunded, that will supply lawyers to perform this rights-monitoring process","Good Oklahoma's program needs $100,000 of funding that it hasn't received.",government,neutral,neutral,neutral,147,1,148,0.0003775
398,P3_few_shot,matched,oh you know i like what i'm doing right now,I do a few things right now.,telephone,neutral,neutral,neutral,123,1,124,0.0003175
399,P3_few_shot,matched,actually i think abortion's going to take a turn where there's not going to be as many because i think contraceptives are going to be more popular i mean i realize that they are popular now but i think,Contraceptives are becoming more popular because the prices are falling.,telephone,neutral,neutral,neutral,161,1,162,0.0004125
400,P3_few_shot,matched,Adrin nodded.,Adrin nodded his head.,fiction,entailment,entailment,entailment,114,3,117,0.000315
401,P3_few_shot,matched,"She has believed that the sleeping draught she administered was perfectly harmless, but there is no doubt that for one terrible moment she must have feared that Mrs. Inglethorp's death lay at her door. ","The sleeping draught was not harmless, as it gave her violent diarrhoea.",fiction,neutral,contradiction,contradiction,164,3,167,0.00044
402,P3_few_shot,matched,It's Legal Aid's commitment to justice.,It is Legal Aid's dedication to justice.,government,entailment,entailment,entailment,121,3,124,0.0003325
403,P3_few_shot,matched,"The Women's Haven, which provides shelter and outreach to domestic-violence victims, already has a full-time attorney.",The Women's Haven needs to hire a full-time lawyer.,government,contradiction,contradiction,contradiction,138,3,141,0.000375
404,P3_few_shot,matched,and uh uh so i've i've just been real pleased and my step father happens to work at a Ford dealership and that makes things a little easier come car time but,My step father just got fired from the Ford dealership.,telephone,contradiction,contradiction,contradiction,148,3,151,0.0004
405,P3_few_shot,matched,Those Creole men and women you'll see dancing it properly have been moving their hips and knees that way since childhood.,Most people that master the Creole dance learn it as adults.,travel,contradiction,contradiction,contradiction,140,3,143,0.00038
406,P3_few_shot,matched,and they're illegal so i don't think it would do us any good to outlaw them all together,"Since they're illegal, it wouldn't do us to to outlaw them all together.",telephone,entailment,entailment,entailment,138,3,141,0.000375
407,P3_few_shot,matched,once you have something and it's like i was watching this program on TV yesterday in nineteen seventy six NASA came up with Three D graphics right,The program aired on PBS.,telephone,neutral,neutral,neutral,138,1,139,0.000355
408,P3_few_shot,matched,"The unintended side effect is radical, direct  In what other state do voters set the tax rates?","There is a radical side effect that was not intended, said the teacher.",slate,neutral,neutral,neutral,139,1,140,0.0003575
409,P3_few_shot,matched,I don't know.,I am certain.,fiction,contradiction,contradiction,contradiction,112,3,115,0.00031
410,P3_few_shot,matched,"There was no longer any  when you wanted some unbridled adult fun, Las Vegas was the place to be.",Las Vegas used targeted marketing to reach the people that would be interested.,travel,neutral,neutral,neutral,142,1,143,0.000365
411,P3_few_shot,matched,"iii Program Letter 1998-1, published on February 12, 1998, called upon all LSC recipients to analyze any progress made toward the development of the legal services model envisioned by state planners.",LSC recipients are the only ones qualified to analyze such models.,government,neutral,contradiction,contradiction,160,3,163,0.00043
412,P3_few_shot,matched,"Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.",The Pharaonic Village in Cairo does not sell papyrus.,travel,contradiction,contradiction,contradiction,172,3,175,0.00046
413,P3_few_shot,matched,What idiots girls are! ,They believed girls to be the more intelligent gender.,fiction,contradiction,contradiction,contradiction,120,3,123,0.00033
414,P3_few_shot,matched,"His diet was of wheaten bread,",He ate nothing else apart from wheaten bread.,slate,neutral,contradiction,contradiction,122,3,125,0.000335
415,P3_few_shot,matched,Benchmarked by U.S.,Benchmark in America.,government,entailment,neutral,neutral,114,1,115,0.000295
416,P3_few_shot,matched,She  People are rarely indifferent to the magazines I've put out.,People don't hold a strong opinion to the magazines I've put out.,slate,contradiction,contradiction,contradiction,130,3,133,0.000355
417,P3_few_shot,matched,yeah yeah you know we're kind of that way too i try to i'm the same way you are i kind of try to judge from day to day i know you know where i am we work a lot with the customers and we have a lot of government folks come in all the time and,We tend to deal with several customers as well as government staff.,telephone,entailment,entailment,entailment,175,3,178,0.0004675
418,P3_few_shot,matched,Where are you going?,Where have you been?,fiction,contradiction,neutral,neutral,114,1,115,0.000295
419,P3_few_shot,matched,"What you say about Lawrence is a great surprise to me, I said. ","I think Lawrence is telling the truth, so what you say is a surprise.",fiction,neutral,neutral,neutral,136,1,137,0.00035
420,P3_few_shot,matched,"Local boy Gates wisely built his 45,000-square-foot castle in suburban Seattle.",Gates built his castle in the Seattle are because he likes the weather.,slate,neutral,neutral,neutral,135,1,136,0.0003475
421,P3_few_shot,matched,"In this case, shareholders can pay twice for the sins of others.",shareholders can pay once for the sins of others.,government,contradiction,contradiction,contradiction,128,3,131,0.00035
422,P3_few_shot,matched,and the other thing is the cost it's almost prohibitive to bring it to a dealer,The cost of fixing it makes it hard to bring it to a dealer.,telephone,entailment,entailment,entailment,137,3,140,0.0003725
423,P3_few_shot,matched,"But, as the last problem I'll outline suggests, neither of the previous two objections matters.",I will not continue to outline any more problems.,slate,entailment,contradiction,contradiction,132,3,135,0.00036
424,P3_few_shot,matched,The agencies requesting guidance on internal controls when implementing fast pay have also designed procedures to verify receipt and acceptance of goods ordered on an afterthefact sampling basis rather than on the basis of a 100percent postpayment verification as is traditionally done.,The sampling basis method is more efficient and cost effective.,government,neutral,neutral,neutral,163,1,164,0.0004175
425,P3_few_shot,matched,On the Use of Generalized Additive Models in Time-Series Studies of Air Pollution and Health.,A series of studies on pollution and it's effects. ,government,entailment,neutral,neutral,134,1,135,0.000345
426,P3_few_shot,matched,"Cruises are available from the Bhansi Ghat, which is near the CityPalace.",You can take cruises from Phoenix Arizona.,travel,contradiction,contradiction,contradiction,130,3,133,0.000355
427,P3_few_shot,matched,Jon saw him ride into the smoke.,The smoke soon hid him from Jon's sight.,fiction,neutral,entailment,entailment,122,3,125,0.000335
428,P3_few_shot,matched,"As a counterweight to the Singapore Chinese, he would bring in the North Borneo states of Sabah and Sarawak, granting them special privileges for their indigenous populations and funds for the development of their backward economies.",The states of Sabah and Sarawak were granted special privileges for their indigenous populations.,travel,entailment,entailment,entailment,162,3,165,0.000435
429,P3_few_shot,matched,Court officials include the phone numbers of the local Legal Services office and county lawyer referral system on every summons.,Court officials include the phone numbers of legal aid departments because it will help those who can't afford to pay lawyers.,government,neutral,neutral,neutral,147,1,148,0.0003775
430,P3_few_shot,matched,A survey of surgeons working in an emergency department found that the most significant predictor of screening was the attending physicians' perception that their responsibilities included screening.,"If a physician believes they are responsible for screening, it is more likely to happen.",government,entailment,entailment,entailment,150,3,153,0.000405
431,P3_few_shot,matched,"Unfortunately, the magnet schools began the undoing of desegregation in Charlotte.","Thankful, the magnet schools started segregating people in Charlotte.",slate,contradiction,contradiction,contradiction,134,3,137,0.000365
432,P3_few_shot,matched,They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.,Saladin was a ferocious leader. ,travel,neutral,neutral,neutral,145,1,146,0.0003725
433,P3_few_shot,matched,"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.",The productivity of the operations is directly related to the workforce that's based outdoors.,government,neutral,neutral,neutral,151,1,152,0.0003875
434,P3_few_shot,matched,well this is real interesting that you're as far away as you are because i really thought this was uh uh we're,i'm surprised by how far away you are,telephone,entailment,entailment,entailment,136,3,139,0.00037
435,P3_few_shot,matched,"Look here, you've been asking me a lot of questions.","Look here, you have been posing a lot of questions at me.",fiction,entailment,entailment,entailment,130,3,133,0.000355
436,P3_few_shot,matched,"Several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization, content, and presentation of information to allow for a more common look and feel to agencies' ITbased public participation mechanisms in rulemaking.",Some organizations said that agencies should have more consistent organization.,government,entailment,entailment,entailment,162,3,165,0.000435
437,P3_few_shot,matched,yep and then i had probably lived the last eleven years in Massachusetts so you know what does that make me an honorary Yankee or,I've lived the last 11 years in Massachusetts so I'm basically and honorary Yankee.,telephone,entailment,entailment,entailment,146,3,149,0.000395
438,P3_few_shot,matched,"June 21, 1995, provides the specific requirements for assessing and reporting on controls.",There are no specific requirements for assessment.,government,contradiction,contradiction,contradiction,131,3,134,0.0003575
439,P3_few_shot,matched,A lot of people rely on their local government for protection.,The government provides protection to many people.,government,entailment,entailment,entailment,124,3,127,0.00034
440,P3_few_shot,matched,Kill chickens.,Do not touch the chickens.,slate,contradiction,contradiction,contradiction,113,3,116,0.0003125
441,P3_few_shot,matched,Is there adequate information for judging generalizability?,Output information is way too much generalized.,government,neutral,neutral,neutral,122,1,123,0.000315
442,P3_few_shot,matched,"If the face has been getting longer at the bottom over the generations, it has been getting shorter (and broader) on top.",The face gets longer and thinner at the bottom throughout the generations.,slate,neutral,contradiction,contradiction,143,3,146,0.0003875
