idx,hybrid,threshold,set,premise,hypothesis,genre,label_true,label_pred,source,enc_conf,tokens,cost_usd
406,v3_deberta_gpt4o_32shot,0.95,matched,and they're illegal so i don't think it would do us any good to outlaw them all together,"Since they're illegal, it wouldn't do us to to outlaw them all together.",telephone,entailment,entailment,encoder,0.9974913597106934,0,0.0
407,v3_deberta_gpt4o_32shot,0.95,matched,once you have something and it's like i was watching this program on TV yesterday in nineteen seventy six NASA came up with Three D graphics right,The program aired on PBS.,telephone,neutral,neutral,encoder,0.9982671737670898,0,0.0
408,v3_deberta_gpt4o_32shot,0.95,matched,"The unintended side effect is radical, direct  In what other state do voters set the tax rates?","There is a radical side effect that was not intended, said the teacher.",slate,neutral,neutral,encoder,0.9997826218605042,0,0.0
409,v3_deberta_gpt4o_32shot,0.95,matched,I don't know.,I am certain.,fiction,contradiction,contradiction,encoder,0.9998891353607178,0,0.0
410,v3_deberta_gpt4o_32shot,0.95,matched,"There was no longer any  when you wanted some unbridled adult fun, Las Vegas was the place to be.",Las Vegas used targeted marketing to reach the people that would be interested.,travel,neutral,neutral,encoder,0.9997722506523132,0,0.0
411,v3_deberta_gpt4o_32shot,0.95,matched,"iii Program Letter 1998-1, published on February 12, 1998, called upon all LSC recipients to analyze any progress made toward the development of the legal services model envisioned by state planners.",LSC recipients are the only ones qualified to analyze such models.,government,neutral,neutral,encoder,0.9979041814804076,0,0.0
412,v3_deberta_gpt4o_32shot,0.95,matched,"Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.",The Pharaonic Village in Cairo does not sell papyrus.,travel,contradiction,contradiction,encoder,0.9999524354934692,0,0.0
413,v3_deberta_gpt4o_32shot,0.95,matched,What idiots girls are! ,They believed girls to be the more intelligent gender.,fiction,contradiction,neutral,encoder,0.9909902811050416,0,0.0
414,v3_deberta_gpt4o_32shot,0.95,matched,"His diet was of wheaten bread,",He ate nothing else apart from wheaten bread.,slate,neutral,neutral,api,0.6655660271644592,1603,0.004015
415,v3_deberta_gpt4o_32shot,0.95,matched,Benchmarked by U.S.,Benchmark in America.,government,entailment,entailment,encoder,0.989264965057373,0,0.0
416,v3_deberta_gpt4o_32shot,0.95,matched,She  People are rarely indifferent to the magazines I've put out.,People don't hold a strong opinion to the magazines I've put out.,slate,contradiction,contradiction,encoder,0.9929893016815186,0,0.0
417,v3_deberta_gpt4o_32shot,0.95,matched,yeah yeah you know we're kind of that way too i try to i'm the same way you are i kind of try to judge from day to day i know you know where i am we work a lot with the customers and we have a lot of government folks come in all the time and,We tend to deal with several customers as well as government staff.,telephone,entailment,entailment,encoder,0.9970749616622924,0,0.0
418,v3_deberta_gpt4o_32shot,0.95,matched,Where are you going?,Where have you been?,fiction,contradiction,contradiction,encoder,0.9980059266090392,0,0.0
419,v3_deberta_gpt4o_32shot,0.95,matched,"What you say about Lawrence is a great surprise to me, I said. ","I think Lawrence is telling the truth, so what you say is a surprise.",fiction,neutral,neutral,encoder,0.9995967745780944,0,0.0
420,v3_deberta_gpt4o_32shot,0.95,matched,"Local boy Gates wisely built his 45,000-square-foot castle in suburban Seattle.",Gates built his castle in the Seattle are because he likes the weather.,slate,neutral,neutral,encoder,0.9995635151863098,0,0.0
421,v3_deberta_gpt4o_32shot,0.95,matched,"In this case, shareholders can pay twice for the sins of others.",shareholders can pay once for the sins of others.,government,contradiction,contradiction,encoder,0.9961200952529908,0,0.0
422,v3_deberta_gpt4o_32shot,0.95,matched,and the other thing is the cost it's almost prohibitive to bring it to a dealer,The cost of fixing it makes it hard to bring it to a dealer.,telephone,entailment,neutral,encoder,0.9992772936820984,0,0.0
423,v3_deberta_gpt4o_32shot,0.95,matched,"But, as the last problem I'll outline suggests, neither of the previous two objections matters.",I will not continue to outline any more problems.,slate,entailment,neutral,api,0.9427043199539183,1613,0.00404
424,v3_deberta_gpt4o_32shot,0.95,matched,The agencies requesting guidance on internal controls when implementing fast pay have also designed procedures to verify receipt and acceptance of goods ordered on an afterthefact sampling basis rather than on the basis of a 100percent postpayment verification as is traditionally done.,The sampling basis method is more efficient and cost effective.,government,neutral,neutral,encoder,0.9996460676193236,0,0.0
425,v3_deberta_gpt4o_32shot,0.95,matched,On the Use of Generalized Additive Models in Time-Series Studies of Air Pollution and Health.,A series of studies on pollution and it's effects. ,government,entailment,entailment,encoder,0.970381200313568,0,0.0
426,v3_deberta_gpt4o_32shot,0.95,matched,"Cruises are available from the Bhansi Ghat, which is near the CityPalace.",You can take cruises from Phoenix Arizona.,travel,contradiction,contradiction,encoder,0.9993077516555786,0,0.0
427,v3_deberta_gpt4o_32shot,0.95,matched,Jon saw him ride into the smoke.,The smoke soon hid him from Jon's sight.,fiction,neutral,neutral,api,0.8712607026100159,1603,0.004015
428,v3_deberta_gpt4o_32shot,0.95,matched,"As a counterweight to the Singapore Chinese, he would bring in the North Borneo states of Sabah and Sarawak, granting them special privileges for their indigenous populations and funds for the development of their backward economies.",The states of Sabah and Sarawak were granted special privileges for their indigenous populations.,travel,entailment,entailment,encoder,0.99783056974411,0,0.0
429,v3_deberta_gpt4o_32shot,0.95,matched,Court officials include the phone numbers of the local Legal Services office and county lawyer referral system on every summons.,Court officials include the phone numbers of legal aid departments because it will help those who can't afford to pay lawyers.,government,neutral,neutral,encoder,0.9997735619544984,0,0.0
430,v3_deberta_gpt4o_32shot,0.95,matched,A survey of surgeons working in an emergency department found that the most significant predictor of screening was the attending physicians' perception that their responsibilities included screening.,"If a physician believes they are responsible for screening, it is more likely to happen.",government,entailment,entailment,encoder,0.9911064505577089,0,0.0
431,v3_deberta_gpt4o_32shot,0.95,matched,"Unfortunately, the magnet schools began the undoing of desegregation in Charlotte.","Thankful, the magnet schools started segregating people in Charlotte.",slate,contradiction,contradiction,encoder,0.9999327659606934,0,0.0
432,v3_deberta_gpt4o_32shot,0.95,matched,They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.,Saladin was a ferocious leader. ,travel,neutral,neutral,encoder,0.9988079071044922,0,0.0
433,v3_deberta_gpt4o_32shot,0.95,matched,"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.",The productivity of the operations is directly related to the workforce that's based outdoors.,government,neutral,neutral,encoder,0.9984005093574524,0,0.0
434,v3_deberta_gpt4o_32shot,0.95,matched,well this is real interesting that you're as far away as you are because i really thought this was uh uh we're,i'm surprised by how far away you are,telephone,entailment,entailment,encoder,0.9754199981689452,0,0.0
435,v3_deberta_gpt4o_32shot,0.95,matched,"Look here, you've been asking me a lot of questions.","Look here, you have been posing a lot of questions at me.",fiction,entailment,entailment,encoder,0.9889461398124696,0,0.0
436,v3_deberta_gpt4o_32shot,0.95,matched,"Several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization, content, and presentation of information to allow for a more common look and feel to agencies' ITbased public participation mechanisms in rulemaking.",Some organizations said that agencies should have more consistent organization.,government,entailment,entailment,encoder,0.9980065226554872,0,0.0
437,v3_deberta_gpt4o_32shot,0.95,matched,yep and then i had probably lived the last eleven years in Massachusetts so you know what does that make me an honorary Yankee or,I've lived the last 11 years in Massachusetts so I'm basically and honorary Yankee.,telephone,entailment,entailment,encoder,0.9946448802947998,0,0.0
438,v3_deberta_gpt4o_32shot,0.95,matched,"June 21, 1995, provides the specific requirements for assessing and reporting on controls.",There are no specific requirements for assessment.,government,contradiction,contradiction,encoder,0.9999549388885498,0,0.0
439,v3_deberta_gpt4o_32shot,0.95,matched,A lot of people rely on their local government for protection.,The government provides protection to many people.,government,entailment,entailment,encoder,0.9958643913269044,0,0.0
440,v3_deberta_gpt4o_32shot,0.95,matched,Kill chickens.,Do not touch the chickens.,slate,contradiction,contradiction,encoder,0.9998610019683838,0,0.0
441,v3_deberta_gpt4o_32shot,0.95,matched,Is there adequate information for judging generalizability?,Output information is way too much generalized.,government,neutral,contradiction,encoder,0.9805462956428528,0,0.0
442,v3_deberta_gpt4o_32shot,0.95,matched,"If the face has been getting longer at the bottom over the generations, it has been getting shorter (and broader) on top.",The face gets longer and thinner at the bottom throughout the generations.,slate,neutral,contradiction,encoder,0.9985966086387634,0,0.0
443,v3_deberta_gpt4o_32shot,0.95,matched,"Behind the cathedral, croseover the Rue de la R??publique to the 15th-century Eglise Saint-Maclou, the richest example of Flam?­boy?­ant Gothic in the country.",Rue de la Republique is itself older than the Eglise Saint-Michel.,travel,neutral,neutral,encoder,0.9974478483200072,0,0.0
444,v3_deberta_gpt4o_32shot,0.95,matched,yeah i i think my favorite restaurant is always been the one closest  you know the closest as long as it's it meets the minimum criteria you know of good food,My favorite restaurants are always at least a hundred miles away from my house. ,telephone,contradiction,contradiction,encoder,0.9997389912605286,0,0.0
445,v3_deberta_gpt4o_32shot,0.95,matched,yeah right uh-huh that's right yeah you you have to work on you really do,Yeah you have to work on that.,telephone,entailment,entailment,encoder,0.9977333545684814,0,0.0
446,v3_deberta_gpt4o_32shot,0.95,matched,"For more than a year, Clinton's surrogates have been calling Starr an out-of-control prosecutor.",Even non Clinton supporters think Starr has gone too far.,slate,neutral,neutral,encoder,0.9994432330131532,0,0.0
447,v3_deberta_gpt4o_32shot,0.95,matched,yeah maybe the maybe they'll bring their good schools with them  you know if the industry comes,"If the industry comes, they probably bring bad schools with them.",telephone,contradiction,contradiction,encoder,0.9996289014816284,0,0.0
448,v3_deberta_gpt4o_32shot,0.95,matched,"After being diagnosed with cancer, Carrey's Kaufman decides to do a show at Carnegie Hall.",Carrey's Kaufman eventually recovers from the cancer he was diagnosed with.,slate,neutral,neutral,encoder,0.99737811088562,0,0.0
449,v3_deberta_gpt4o_32shot,0.95,matched,"The purpose of the Self-Inspection process was to provide programs a means to verify, by reviewing a sample of cases, that their 1999 CSR data satisfies LSC's standards for accuracy.",Self-inspection process can provide programs the ability to verify their accuracy.,government,entailment,entailment,encoder,0.9978538155555724,0,0.0
450,v3_deberta_gpt4o_32shot,0.95,matched,they just didn't watch him on TV,They didn't watch him on TV.,telephone,entailment,entailment,encoder,0.998407781124115,0,0.0
451,v3_deberta_gpt4o_32shot,0.95,matched,They were inferior.,"Substandard, they were.",slate,entailment,entailment,encoder,0.9970832467079164,0,0.0
452,v3_deberta_gpt4o_32shot,0.95,matched,And there was me.,I wasn't present.,fiction,contradiction,contradiction,encoder,0.9999085664749146,0,0.0
453,v3_deberta_gpt4o_32shot,0.95,matched,I thought working on Liddy's campaign would be better than working on Bob's.,"Turns out, I was wrong and wished I had worked on Bob's campaign.",slate,neutral,neutral,encoder,0.9985542893409728,0,0.0
454,v3_deberta_gpt4o_32shot,0.95,matched,"If you need to use the mail, it would be helpful if you sent your comments both in writing and on diskette (in Word or ASCII format).","We don't need more than one copy of your comments, either a diskette or writing will do.",government,contradiction,contradiction,encoder,0.9993906021118164,0,0.0
455,v3_deberta_gpt4o_32shot,0.95,matched,We make simulacra out of mandrakes--like the manicurist in the barber shop.,We don't use mandrake in anything. ,fiction,contradiction,contradiction,encoder,0.9999719858169556,0,0.0
456,v3_deberta_gpt4o_32shot,0.95,matched,GAO's prior work on best practices covers achieving the first knowledge point.,GAO studies the best practices for knowledge in finance.,government,neutral,neutral,encoder,0.9997166991233826,0,0.0
457,v3_deberta_gpt4o_32shot,0.95,matched,Both professors soon realized that creating a new language was not an easy task.,Professors realized it was hard to make a new language based on Swedish.,fiction,neutral,neutral,encoder,0.999810516834259,0,0.0
458,v3_deberta_gpt4o_32shot,0.95,matched,"The Aegean has a short, wet spring when walking, hiking, and mountain biking are extremely enjoyable activities, because the weather is pleasant but not too hot.",Hiking during summer in the Aegean is not recommended because of the risk of overheating.,travel,neutral,neutral,encoder,0.9964590668678284,0,0.0
459,v3_deberta_gpt4o_32shot,0.95,matched,Chapter 1 provides general background information on emission control technologies.,Chapter 1 shows nothing important ,government,contradiction,contradiction,encoder,0.965736448764801,0,0.0
460,v3_deberta_gpt4o_32shot,0.95,matched,Czesiek had suitable experience in the matter.,The Czesiek had no experience in the matter.,fiction,contradiction,contradiction,encoder,0.9999058246612548,0,0.0
461,v3_deberta_gpt4o_32shot,0.95,matched,"Horwitz makes us see that the pinched circumstances of their lives are not so different from the conditions of their ancestors, dirt-poor yeoman farmers who seldom saw, much less owned, a slave.",Their ancestors were poor farmers that never owned a slave and rarely even saw one.,slate,entailment,entailment,encoder,0.9982509016990662,0,0.0
462,v3_deberta_gpt4o_32shot,0.95,matched,"The sunlight, piercing through the branches, turned the auburn of her hair to quivering gold. ",The auburn of her hair drew many suitors to her.,fiction,neutral,neutral,encoder,0.9998041987419128,0,0.0
463,v3_deberta_gpt4o_32shot,0.95,matched,"Attractively colorful ukiyo-e woodblock prints and scroll paintings can be found in antique stores, second-hand bookstores, and even temple markets.",Colorful woodblock prints and scroll paintings can be found in a variety of stores and markets. ,travel,entailment,entailment,encoder,0.996496856212616,0,0.0
464,v3_deberta_gpt4o_32shot,0.95,matched,The Wall Street Journal Business Bulletin has a fact that dramatizes how profoundly well-off this country is--Americans throw out approximately 12 percent of the stuff they buy at the supermarket.,Americans just throw away 12 percent of what they buy at foreign supermarkets.,slate,neutral,neutral,encoder,0.9968662858009338,0,0.0
465,v3_deberta_gpt4o_32shot,0.95,matched,It's absurd but I can't help it. Sir James nodded again.,"Sir James thinks it's absurd to feel this way, but can't shake the feeling.",fiction,neutral,neutral,api,0.697711706161499,1614,0.0040425
466,v3_deberta_gpt4o_32shot,0.95,matched,He reverted to his former point of view.,He had new views.,fiction,contradiction,contradiction,encoder,0.9985138773918152,0,0.0
467,v3_deberta_gpt4o_32shot,0.95,matched,The Palace of Jahangir is built around a square court with arches.,There is a court with arches in the Palace of Jahangir.,travel,entailment,entailment,encoder,0.9968834519386292,0,0.0
468,v3_deberta_gpt4o_32shot,0.95,matched,"At the time of publication, this document, along with other publications pertaining to information security, was available on NIST's Computer Security Resource Clearinghouse internet page at //csrc.nist.gov/publications.html.",The document and other security information was on NIST's webpage.,government,entailment,entailment,encoder,0.9977025389671326,0,0.0
469,v3_deberta_gpt4o_32shot,0.95,matched,Since his death it has been transformed into the Bob Marley Museum and carefully managed by the Marley family to protect the memory of his life.,The museum contains works from other members of the Marley family.,travel,neutral,neutral,encoder,0.9997625946998596,0,0.0
470,v3_deberta_gpt4o_32shot,0.95,matched,"Also, why Princess Di was like President  The public cared more about her empathy than about her actions.",They scared more about empathy than actions.,slate,entailment,contradiction,api,0.6488872766494751,1616,0.0040625
471,v3_deberta_gpt4o_32shot,0.95,matched,Brit  Now that would be a good debate!,They would debate well.,slate,entailment,entailment,encoder,0.9862293004989624,0,0.0
472,v3_deberta_gpt4o_32shot,0.95,matched,"I feel, though, that I should like to point out to you once more the risks you are running, especially if you pursue the course you indicate.",I do not think that you understand the risks you are taking.,fiction,entailment,neutral,encoder,0.9881986379623412,0,0.0
473,v3_deberta_gpt4o_32shot,0.95,matched,"Founded by Alexander the Great on the Mediterranean coast in 322 b.c. , Alexandria was capital of Egypt during the Ptolemaic era.",Alexandria was founded more than 100 years after the great wars of the 5th century b.c.,travel,contradiction,neutral,encoder,0.9965014457702636,0,0.0
474,v3_deberta_gpt4o_32shot,0.95,matched,other side that's a good idea,Only after we finish the first side.,telephone,neutral,neutral,api,0.9290384650230408,1600,0.0040075
475,v3_deberta_gpt4o_32shot,0.95,matched,Lydians and Persians,Lydians and Persians were friendly nations.,travel,neutral,neutral,encoder,0.9992664456367492,0,0.0
476,v3_deberta_gpt4o_32shot,0.95,matched,At the pictures the crooks always have a restoorant in the Underworld.,They were not always crooks.,fiction,neutral,neutral,encoder,0.9976982474327089,0,0.0
477,v3_deberta_gpt4o_32shot,0.95,matched,"Recently, however, I have settled down and become decidedly less experimental.","I am still as experimental as ever, and I am always on the move.",slate,contradiction,contradiction,encoder,0.9999749660491944,0,0.0
478,v3_deberta_gpt4o_32shot,0.95,matched,GAO's Web site (www.gao.gov) contains abstracts and full-text files ofcurrent reports and testimony and an expanding archive of older products.,The GAO's website can be found at www.goa.gov,government,entailment,entailment,encoder,0.9964737296104432,0,0.0
479,v3_deberta_gpt4o_32shot,0.95,matched,uh-huh i i thought they did an excellent job of actually aging the person you know from when he was a little kid to little older to little older to except the last the very last you know the last person the last actor that played the kid,"Yeah they did a great job with making that person grow old from 5 to 20 years old, except that last part, you totally knew who that actor was.",telephone,entailment,neutral,encoder,0.9975332021713256,0,0.0
480,v3_deberta_gpt4o_32shot,0.95,matched,yep because it's when it's self propelled it's heavy yeah,it's very light when it's self propelled,telephone,contradiction,contradiction,encoder,0.9999258518218994,0,0.0
481,v3_deberta_gpt4o_32shot,0.95,matched,"Of the four main buildings, all of them whitewashed and decorated with bright painted sculptures, the first is where the worshippers bring offerings of flowers and fruit, the second is for sacred dances, and the third for viewing the divine effigies, which are enshrined in the sanctum of the fourth and tallest edifice.",Each building has a significance to their worship.,travel,entailment,entailment,encoder,0.9790937304496764,0,0.0
482,v3_deberta_gpt4o_32shot,0.95,matched,"Keep your eyes open for Renaissance details, grand doorways, and views into lovely courtyards.",The Renaissance features are very easy to notice.,travel,neutral,neutral,encoder,0.9987173080444336,0,0.0
483,v3_deberta_gpt4o_32shot,0.95,matched,"As a result of these procedures, the Department estimates an annual net savings of $545 million.",An annual net savings of $545 million has been estimated by the Department.,government,entailment,entailment,encoder,0.9985583424568176,0,0.0
484,v3_deberta_gpt4o_32shot,0.95,matched,"That drawer was an unlocked one, as he had pointed out, and he submitted that there was no evidence to prove that it was the prisoner who had concealed the poison there. ",There was no evidence to suggest that the prisoner tried to hide the poison in the unlocked drawer.,fiction,entailment,entailment,encoder,0.9981082677841188,0,0.0
485,v3_deberta_gpt4o_32shot,0.95,matched,"He was of two minds, one reveled in the peace of this village.",The village was full of violence.,fiction,contradiction,contradiction,encoder,0.99991774559021,0,0.0
486,v3_deberta_gpt4o_32shot,0.95,matched,The disorder hardly seemed to exist before the stimulant Ritalin came along.,The disorder didn't seem to be as common when Ritalin wasn't around. ,slate,entailment,entailment,encoder,0.9976837635040284,0,0.0
487,v3_deberta_gpt4o_32shot,0.95,matched,"In the 1980s, and as late as 1994, a major Republican theme was a sort of taunting, nyah-nyah populism.",The Republicans changed their theme after 1995.,slate,neutral,neutral,encoder,0.997252881526947,0,0.0
488,v3_deberta_gpt4o_32shot,0.95,matched,You'll even be able to consult a traditional herbalist to cure your ailments.,Traditional herbalist are better than regular doctors.,travel,neutral,neutral,encoder,0.999226450920105,0,0.0
489,v3_deberta_gpt4o_32shot,0.95,matched,Accusations of corruption among officials in Rao's administration in 1995 also paved the way for a comeback.,The administration of Rao in general was profoundly corrupt.,travel,neutral,neutral,encoder,0.9973583817481996,0,0.0
490,v3_deberta_gpt4o_32shot,0.95,matched,Bork shuddered.,Bork shivered.,fiction,entailment,entailment,encoder,0.9980180263519288,0,0.0
491,v3_deberta_gpt4o_32shot,0.95,matched,oh of course,Of course,telephone,entailment,entailment,encoder,0.9848624467849731,0,0.0
492,v3_deberta_gpt4o_32shot,0.95,matched,in you know just dealing with the customer maybe that's there only reason why they don't it'd seem like they'd just put a little barrel out there and say it pour here and go on  we'll take your money,I do not deal with customers well.,telephone,neutral,contradiction,encoder,0.9691938161849976,0,0.0
493,v3_deberta_gpt4o_32shot,0.95,matched,uh-huh so do you have to get a shade tolerant grass is that what you're,All grass seed needs full sun to grow.,telephone,contradiction,contradiction,encoder,0.99982351064682,0,0.0
494,v3_deberta_gpt4o_32shot,0.95,matched,"His diet was of wheaten bread,",He ate mostly carbohydrates in the form of bread.,slate,entailment,neutral,api,0.8148568868637085,1603,0.004015
495,v3_deberta_gpt4o_32shot,0.95,matched,well um i uh exercise regularly i work at a university and i swim almost everyday,I am a fit person with 1.4% body fat.,telephone,neutral,neutral,encoder,0.999433934688568,0,0.0
496,v3_deberta_gpt4o_32shot,0.95,matched,but i think that's probably a good idea,That's definitely a terrible idea.,telephone,contradiction,contradiction,encoder,0.9999796152114868,0,0.0
497,v3_deberta_gpt4o_32shot,0.95,matched,"It was a splendid life ”I loved it."" There was a smile on her face, and her head was thrown back. ",There were many people listening to her.,fiction,neutral,neutral,encoder,0.9996004700660706,0,0.0
498,v3_deberta_gpt4o_32shot,0.95,matched,yeah and crawl through it,I understand that I have to crawl through,telephone,entailment,entailment,encoder,0.9725927114486694,0,0.0
499,v3_deberta_gpt4o_32shot,0.95,matched,There are certain categories of control activities that are common to all agencies.,Control activities such as safe business practices are universally common across all agencies.,government,neutral,neutral,encoder,0.9996121525764464,0,0.0
500,v3_deberta_gpt4o_32shot,0.95,matched,To reach Old Cairo take the Nile River Bus from the jetty near the Ramses Hilton hotel; it will drop you at the terminus of Masr El-Qadeema; or take the Cairo metro line 1 to Mari Girgis Station.,You can get to Old Cairo by taking the Nile River Bus. ,travel,entailment,entailment,encoder,0.9985272884368896,0,0.0
501,v3_deberta_gpt4o_32shot,0.95,matched,oh yeah IBM uh i mean uh a lot of people use human factors folks but IBM is what i'm looking at right now,I'm looking at IBM right now but I've looked at tons of other things.,telephone,neutral,neutral,encoder,0.996792733669281,0,0.0
502,v3_deberta_gpt4o_32shot,0.95,matched,yeah well are you you with TI,Yes well are you affiliated with TI?,telephone,entailment,entailment,encoder,0.996953010559082,0,0.0
503,v3_deberta_gpt4o_32shot,0.95,matched,"In a further role reversal, Gingrich may have positioned himself to fill it.",Gingrich may fill the position. ,slate,entailment,entailment,encoder,0.9977327585220336,0,0.0
504,v3_deberta_gpt4o_32shot,0.95,matched,I turned a curve and I was just in time to see him ring the bell and get admitted to the house.,"By the time I turned the curve I was too late to see him admitted into the house, and could only hear the bell.",fiction,contradiction,contradiction,encoder,0.9999616146087646,0,0.0
505,v3_deberta_gpt4o_32shot,0.95,matched,He pulled his cloak tighter and wished for a moment that he had not shaved his head.,The man wrapped himself in hos cloak because of the blustering winds and bitter cold outside that evening. ,fiction,neutral,neutral,encoder,0.997752010822296,0,0.0
506,v3_deberta_gpt4o_32shot,0.95,matched,"The great attraction of the church is the splendid exterior, which is crowned by golden onion-shaped cupolas.","The outside of the church isn't much to look at, but the inside is intricately decorated.",travel,contradiction,contradiction,encoder,0.9990254640579224,0,0.0
507,v3_deberta_gpt4o_32shot,0.95,matched,"(For more information on BLM's senior executive performance plans, see app.",BLM's performance plans are secret.,government,contradiction,contradiction,encoder,0.9930143356323242,0,0.0
508,v3_deberta_gpt4o_32shot,0.95,matched,"Then, all the time, it was in the spill vase in Mrs. Inglethorp's bedroom, under our very noses? I cried. ","So it was hidden in another country, impossible for us to locate?",fiction,contradiction,contradiction,encoder,0.9999566078186036,0,0.0
509,v3_deberta_gpt4o_32shot,0.95,matched,"Bettelheim committed suicide in 1990, evidently having found life unbearable, despite (or because of) his fictions.",Bettelheim killed himself in 2005.,slate,contradiction,contradiction,encoder,0.9996271133422852,0,0.0
510,v3_deberta_gpt4o_32shot,0.95,matched,"They made little effort, despite the Jesuit presence in Asia, to convert local inhabitants to Christianity or to expand their territory into the interior.","The Jesuit thought that by converting the Asian people to Christianity, it would help them to expand their territory. ",travel,contradiction,neutral,encoder,0.998007357120514,0,0.0
511,v3_deberta_gpt4o_32shot,0.95,matched,"Even today, Yanomamo men raid villages, kill men, and abduct women for procreative purposes.",Yanomamo eats food.,slate,neutral,contradiction,encoder,0.9989736080169678,0,0.0
512,v3_deberta_gpt4o_32shot,0.95,matched,"One thing was worrying me dreadfully, but my heart gave a great throb of relief when I saw my ulster lying carelessly over the back of a chair.",The chair was tall and made of wood. ,fiction,neutral,neutral,encoder,0.9993417859077454,0,0.0
513,v3_deberta_gpt4o_32shot,0.95,matched,"But, as the last problem I'll outline suggests, neither of the previous two objections matters.",I had only outlined one of the problems.,slate,contradiction,contradiction,api,0.561809778213501,1614,0.0040575
514,v3_deberta_gpt4o_32shot,0.95,matched,"On Samothrakia you can climb to the summit of Mount Fengari, where the God Poseidon watched the Trojan War reach its tragic climax.","Climbing the summit of Mount Fengari takes around two hours, or you can take a shuttle bus and experience Poseidon's view.",travel,neutral,neutral,encoder,0.9998064637184144,0,0.0
515,v3_deberta_gpt4o_32shot,0.95,matched,Friendly staff.,The staff is rude to their customers.,travel,contradiction,contradiction,encoder,0.9999406337738036,0,0.0
516,v3_deberta_gpt4o_32shot,0.95,matched,"However unsatisfactory and over-argued the revisionist case, it did make one serious  that the United States had clear national and economic interests and found the Cold War an unusually congenial way to pursue them.","During the Cold War, the United States acted in accordance with its national interests.",slate,entailment,entailment,encoder,0.993845522403717,0,0.0
517,v3_deberta_gpt4o_32shot,0.95,matched,"By contrast, their grandson, who assumed the throne in 1516, was born in Flanders in 1500, and Charles I could barely express himself in Spanish.","Their grandson was born in Barcelona, and Charles I spoke beautiful Spanish.",travel,contradiction,contradiction,encoder,0.99994957447052,0,0.0
518,v3_deberta_gpt4o_32shot,0.95,matched,Slate continues to be available on MSN and directly on the Web at slate.com.,Slate can still be found on MSN and slate.com until the end of March.,slate,neutral,neutral,encoder,0.99983549118042,0,0.0
519,v3_deberta_gpt4o_32shot,0.95,matched,So it was traumatic.,It was something that was traumatic. ,slate,entailment,entailment,encoder,0.9979032278060912,0,0.0
520,v3_deberta_gpt4o_32shot,0.95,matched,i'm not exactly sure,I'm not exactly sure if you're aware of your issues.,telephone,neutral,neutral,encoder,0.9998168349266052,0,0.0
521,v3_deberta_gpt4o_32shot,0.95,matched,"Some 72,000 volcano-zone residents were evacuated at great cost to the French government.","720,000 volcano-zone residents were evacuated at the expense of the French government.",travel,contradiction,contradiction,encoder,0.9992709755897522,0,0.0
522,v3_deberta_gpt4o_32shot,0.95,matched,"Against his own advice, Ca'daan dared to stare off the edge once as they neared the end.",He was looking off the edge to see how far the drop was.,fiction,neutral,neutral,encoder,0.999583661556244,0,0.0
523,v3_deberta_gpt4o_32shot,0.95,matched,"That's it. The girl looked at him, then passed her hand across her forehead.",The girl looked at him with great interest.,fiction,neutral,neutral,encoder,0.989365577697754,0,0.0
524,v3_deberta_gpt4o_32shot,0.95,matched,"The national mood is stressed on the octagonal spire of the University's Rajabai Clocktower, with 24 figures representing the castes of the Maharashtra State, of which Mumbai is the capital.",The Rajabai Clocktower is open twice a day for visitors to walk up to.,travel,neutral,neutral,encoder,0.9998314380645752,0,0.0
525,v3_deberta_gpt4o_32shot,0.95,matched,I awoke looking up at stone lit by fire.,The fire was out and it was totally dark.,fiction,contradiction,contradiction,encoder,0.9996452331542968,0,0.0
526,v3_deberta_gpt4o_32shot,0.95,matched,Waterloo.,The defeat of Napoleon.,fiction,neutral,neutral,api,0.8473086953163147,1592,0.0039875
527,v3_deberta_gpt4o_32shot,0.95,matched,"The Varanasi Hindu University has an Art Museum with a superb collection of 16th-century Mughal miniatures, considered superior to the national collection in Delhi.",There is an art museum with a superb collection of 16th-century Mughal miniatures that the Varanasi Hindu University.,travel,entailment,entailment,encoder,0.9983603358268738,0,0.0
528,v3_deberta_gpt4o_32shot,0.95,matched,I did so.,I also did.,fiction,entailment,entailment,encoder,0.9745339751243592,0,0.0
529,v3_deberta_gpt4o_32shot,0.95,matched,3) The gap between the productivity of women and the productivity of men.,The gender productivity gap.,slate,entailment,entailment,encoder,0.9930574893951416,0,0.0
530,v3_deberta_gpt4o_32shot,0.95,matched,"The burden of his spiritual functions as high priest of Shinto and the tasks of administration led the emperor to welcome an early abdication, frequently to retire to a life of Buddhist meditation and scholarship.",People looked down on the emperor for abandoning his duties and abdicating.,travel,neutral,neutral,encoder,0.9992355108261108,0,0.0
531,v3_deberta_gpt4o_32shot,0.95,matched,"Mr. Erlenborn attended undergraduate courses at the University of Notre Dame, Indiana University, the University of Illinois, and Loyala University of Chicago.",Mr. Erlenborn's favorite university is located in Chicago.,government,neutral,neutral,encoder,0.9997556805610656,0,0.0
